approx_TV,num_agents,ratios_max,learning_rate,ratios_min,clip_range,ratios_mean,num_epochs
0.215867817401886,5,1.2521452903747559,0.0002,0.8272284865379333,0.1,0.9983366131782532,57
0.21650846302509308,5,1.2542552947998047,0.0002,0.8267359137535095,0.1,0.998309314250946,58
0.21719133853912354,5,1.2564401626586914,0.0002,0.8259135484695435,0.1,0.9982830882072449,59
0.21795666217803955,5,1.2587567567825317,0.0002,0.824715256690979,0.1,0.9982519745826721,60
0.21845977008342743,5,1.2613471746444702,0.0002,0.8232049345970154,0.1,0.9982157945632935,61
0.2188185304403305,5,1.2644011974334717,0.0002,0.821526050567627,0.1,0.9981674551963806,62
0.21903425455093384,5,1.2676024436950684,0.0002,0.8197895884513855,0.1,0.9981117844581604,63
0.21898771822452545,5,1.2707433700561523,0.0002,0.8178180456161499,0.1,0.9980608820915222,64
0.2188313752412796,5,1.2735291719436646,0.0002,0.8155428767204285,0.1,0.9980236887931824,65
0.21865473687648773,5,1.2758289575576782,0.0002,0.813020646572113,0.1,0.9980005621910095,66
0.218343585729599,5,1.2775676250457764,0.0002,0.8102037906646729,0.1,0.9979942440986633,67
0.21802005171775818,5,1.278993010520935,0.0002,0.8072344660758972,0.1,0.9980021715164185,68
0.21814006567001343,5,1.2803889513015747,0.0002,0.8043301105499268,0.1,0.9980083703994751,69
0.21865224838256836,5,1.2819054126739502,0.0002,0.8015474081039429,0.1,0.9980074763298035,70
0.21926909685134888,5,1.283738613128662,0.0002,0.7990136742591858,0.1,0.9979967474937439,71
0.21965783834457397,5,1.2857704162597656,0.0002,0.7966994643211365,0.1,0.9979852437973022,72
0.21989957988262177,5,1.2876293659210205,0.0002,0.7945888638496399,0.1,0.9979734420776367,73
0.2205083668231964,5,1.2893000841140747,0.0002,0.7926061749458313,0.1,0.9979634284973145,74
0.22173592448234558,5,1.290866732597351,0.0002,0.790789783000946,0.1,0.9979490041732788,75
0.2228403389453888,5,1.2922335863113403,0.0002,0.7892435789108276,0.1,0.9979318976402283,76
0.2238110601902008,5,1.2934792041778564,0.0002,0.788021445274353,0.1,0.9979184865951538,77
0.22487196326255798,5,1.2948598861694336,0.0002,0.7869002223014832,0.1,0.9978975057601929,78
0.22618834674358368,5,1.2962243556976318,0.0002,0.7856456637382507,0.1,0.9978757500648499,79
0.22753235697746277,5,1.2971479892730713,0.0002,0.7842293381690979,0.1,0.997871994972229,80
0.22872920334339142,5,1.2977296113967896,0.0002,0.7827853560447693,0.1,0.9978762865066528,81
0.22977104783058167,5,1.2982392311096191,0.0002,0.7813284397125244,0.1,0.9978793859481812,82
0.23061780631542206,5,1.2985612154006958,0.0002,0.7799160480499268,0.1,0.9978762865066528,83
0.2315073013305664,5,1.29872727394104,0.0002,0.7783976197242737,0.1,0.9978646636009216,84
0.2324613630771637,5,1.2988519668579102,0.0002,0.776710033416748,0.1,0.9978587627410889,85
0.2337237000465393,5,1.298971176147461,0.0002,0.7745539546012878,0.1,0.9978652000427246,86
0.23521220684051514,5,1.2995598316192627,0.0002,0.7721649408340454,0.1,0.9978689551353455,87
0.23670247197151184,5,1.30086350440979,0.0002,0.7699014544487,0.1,0.9978583455085754,88
0.23798739910125732,5,1.3028128147125244,0.0002,0.7677656412124634,0.1,0.9978413581848145,89
0.2391725480556488,5,1.3044525384902954,0.0002,0.765693724155426,0.1,0.997851550579071,90
0.24028633534908295,5,1.3058974742889404,0.0002,0.763956606388092,0.1,0.9978541731834412,91
0.24118706583976746,5,1.3072415590286255,0.0002,0.762544572353363,0.1,0.9978413581848145,92
0.24213306605815887,5,1.3085142374038696,0.0002,0.7611384987831116,0.1,0.997825026512146,93
0.24303998053073883,5,1.3097580671310425,0.0002,0.7597665190696716,0.1,0.9978171586990356,94
0.24382835626602173,5,1.3107017278671265,0.0002,0.758391261100769,0.1,0.9978198409080505,95
0.24447456002235413,5,1.311377763748169,0.0002,0.7570734024047852,0.1,0.9978227615356445,96
0.24488478899002075,5,1.3122518062591553,0.0002,0.7560636401176453,0.1,0.9978107213973999,97
0.24530664086341858,5,1.3128317594528198,0.0002,0.7552867531776428,0.1,0.9977991580963135,98
0.24596205353736877,5,1.3132725954055786,0.0002,0.7546045780181885,0.1,0.99779212474823,99
