ratios_mean,ratios_min,num_agents,approx_TV,clip_range,ratios_max,learning_rate,num_epochs
0.9998590350151062,0.8182864785194397,5,0.2307126820087433,0.1,1.3171018362045288,0.0001,57
0.999856173992157,0.8168202638626099,5,0.2335800677537918,0.1,1.3201757669448853,0.0001,58
0.9998527765274048,0.8152862191200256,5,0.23628512024879456,0.1,1.3232154846191406,0.0001,59
0.9998466372489929,0.8138125538825989,5,0.23865772783756256,0.1,1.326276421546936,0.0001,60
0.9998366832733154,0.8123928308486938,5,0.2406233251094818,0.1,1.3292632102966309,0.0001,61
0.999823272228241,0.8110367655754089,5,0.2422173023223877,0.1,1.3322646617889404,0.0001,62
0.9998059868812561,0.8097682595252991,5,0.24339348077774048,0.1,1.3352560997009277,0.0001,63
0.9997854232788086,0.8085877895355225,5,0.24425506591796875,0.1,1.3381991386413574,0.0001,64
0.9997636079788208,0.8074498176574707,5,0.24494662880897522,0.1,1.3408493995666504,0.0001,65
0.9997426271438599,0.806259036064148,5,0.24570253491401672,0.1,1.3431459665298462,0.0001,66
0.9997225403785706,0.8049992322921753,5,0.24647563695907593,0.1,1.344969391822815,0.0001,67
0.9997034072875977,0.8036599159240723,5,0.2472900152206421,0.1,1.3464210033416748,0.0001,68
0.9996843934059143,0.8022851943969727,5,0.24811354279518127,0.1,1.3477083444595337,0.0001,69
0.9996638894081116,0.800976574420929,5,0.24886733293533325,0.1,1.349211573600769,0.0001,70
0.9996405839920044,0.7997840642929077,5,0.2495034635066986,0.1,1.3511269092559814,0.0001,71
0.9996155500411987,0.7986840605735779,5,0.2501000761985779,0.1,1.3532347679138184,0.0001,72
0.9995882511138916,0.797720730304718,5,0.2506040930747986,0.1,1.3557196855545044,0.0001,73
0.9995588064193726,0.7969056963920593,5,0.25101912021636963,0.1,1.358527421951294,0.0001,74
0.9995281100273132,0.7961997985839844,5,0.25130146741867065,0.1,1.3614987134933472,0.0001,75
0.9994977712631226,0.795535147190094,5,0.2515012323856354,0.1,1.364366054534912,0.0001,76
0.9994684457778931,0.7948914766311646,5,0.25168776512145996,0.1,1.367065668106079,0.0001,77
0.9994407892227173,0.794232964515686,5,0.25191447138786316,0.1,1.3694393634796143,0.0001,78
0.9994153380393982,0.7934918403625488,5,0.25224173069000244,0.1,1.371351957321167,0.0001,79
0.999391496181488,0.7926602363586426,5,0.25264790654182434,0.1,1.3728545904159546,0.0001,80
0.9993689060211182,0.7917295098304749,5,0.2531393766403198,0.1,1.3740768432617188,0.0001,81
0.9993471503257751,0.790719747543335,5,0.2537088990211487,0.1,1.3751170635223389,0.0001,82
0.9993259906768799,0.7896996736526489,5,0.25430968403816223,0.1,1.376147985458374,0.0001,83
0.9993053674697876,0.7886859178543091,5,0.2548620104789734,0.1,1.377090334892273,0.0001,84
0.9992850422859192,0.7877398133277893,5,0.25530746579170227,0.1,1.3779289722442627,0.0001,85
0.9992660880088806,0.7868325114250183,5,0.25564825534820557,0.1,1.378477931022644,0.0001,86
0.9992479681968689,0.7859394550323486,5,0.2559093236923218,0.1,1.3787691593170166,0.0001,87
0.9992313981056213,0.7849684953689575,5,0.25621843338012695,0.1,1.3786078691482544,0.0001,88
0.9992160201072693,0.7838870286941528,5,0.25667035579681396,0.1,1.3781590461730957,0.0001,89
0.9992012977600098,0.7827192544937134,5,0.25727197527885437,0.1,1.3774619102478027,0.0001,90
0.9991869926452637,0.7814914584159851,5,0.25796398520469666,0.1,1.3766008615493774,0.0001,91
0.9991733431816101,0.7801802754402161,5,0.25874021649360657,0.1,1.3754271268844604,0.0001,92
0.9991599917411804,0.7788394093513489,5,0.259529173374176,0.1,1.374138355255127,0.0001,93
0.9991471767425537,0.7775347232818604,5,0.2602904736995697,0.1,1.372846007347107,0.0001,94
0.9991334080696106,0.7763395309448242,5,0.26093727350234985,0.1,1.3719067573547363,0.0001,95
0.9991183876991272,0.7752691507339478,5,0.26147693395614624,0.1,1.3714853525161743,0.0001,96
0.9991034865379333,0.7742916345596313,5,0.261957585811615,0.1,1.371422529220581,0.0001,97
0.99908846616745,0.7734169960021973,5,0.2624010443687439,0.1,1.3717260360717773,0.0001,98
0.9990752935409546,0.772504985332489,5,0.26301681995391846,0.1,1.3720277547836304,0.0001,99
