num_agents,clip_range,approx_TV,ratios_mean,learning_rate,ratios_max,ratios_min,num_epochs
5,0.2,0.0,1.0,0.0001,1.0,1.0,0
5,0.2,0.0042925067245960236,0.9999735355377197,0.0001,1.0048511028289795,0.9962252974510193,1
5,0.2,0.00899515300989151,0.9999444484710693,0.0001,1.0101782083511353,0.9921102523803711,2
5,0.2,0.013918932527303696,0.9999139308929443,0.0001,1.0157772302627563,0.9878205060958862,3
5,0.2,0.018986403942108154,0.9998824596405029,0.0001,1.0215688943862915,0.9834231734275818,4
5,0.2,0.024161633104085922,0.999850332736969,0.0001,1.0275150537490845,0.9789507985115051,5
5,0.2,0.029421884566545486,0.9998175501823425,0.0001,1.0336068868637085,0.974419355392456,6
5,0.2,0.03475230932235718,0.9997842311859131,0.0001,1.039819598197937,0.9698445796966553,7
5,0.2,0.04013717174530029,0.9997504353523254,0.0001,1.046140432357788,0.9652338027954102,8
5,0.2,0.04557109251618385,0.9997158050537109,0.0001,1.052563190460205,0.9605942964553833,9
5,0.2,0.051051970571279526,0.999680757522583,0.0001,1.0590810775756836,0.9559310674667358,10
5,0.2,0.0565757118165493,0.999644935131073,0.0001,1.0656921863555908,0.9512479901313782,11
5,0.2,0.06213874742388725,0.9996088743209839,0.0001,1.072391152381897,0.9465498328208923,12
5,0.2,0.06775091588497162,0.9995723366737366,0.0001,1.0791773796081543,0.9418366551399231,13
5,0.2,0.07340237498283386,0.9995352029800415,0.0001,1.0860542058944702,0.9371101260185242,14
5,0.2,0.07909011095762253,0.9994977712631226,0.0001,1.093018889427185,0.9323716759681702,15
5,0.2,0.08481286466121674,0.9994597434997559,0.0001,1.1000758409500122,0.9276213645935059,16
5,0.2,0.09056970477104187,0.9994213581085205,0.0001,1.1072351932525635,0.9228586554527283,17
5,0.2,0.09635953605175018,0.9993823170661926,0.0001,1.1144847869873047,0.9180774092674255,18
5,0.2,0.10218389332294464,0.9993427395820618,0.0001,1.1218351125717163,0.9132769107818604,19
5,0.2,0.10804115235805511,0.9993024468421936,0.0001,1.1292916536331177,0.908460795879364,20
5,0.2,0.11393249779939651,0.999261736869812,0.0001,1.1368465423583984,0.9036274552345276,21
5,0.2,0.11985601484775543,0.9992202520370483,0.0001,1.1445010900497437,0.8987473249435425,22
5,0.2,0.1258106529712677,0.9991781711578369,0.0001,1.1522557735443115,0.8938432931900024,23
5,0.2,0.13180111348628998,0.999135434627533,0.0001,1.1601382493972778,0.8889187574386597,24
5,0.2,0.13782991468906403,0.9990924596786499,0.0001,1.1681514978408813,0.8839776515960693,25
5,0.2,0.14389748871326447,0.9990488290786743,0.0001,1.1762789487838745,0.8790169358253479,26
5,0.2,0.1500033140182495,0.9990048408508301,0.0001,1.1845216751098633,0.8740382790565491,27
5,0.2,0.15614840388298035,0.9989601969718933,0.0001,1.192879557609558,0.8690441846847534,28
5,0.2,0.16235503554344177,0.9989149570465088,0.0001,1.2013628482818604,0.8640356063842773,29
5,0.2,0.1686292290687561,0.9988689422607422,0.0001,1.209994912147522,0.8590124845504761,30
5,0.2,0.17495208978652954,0.9988223314285278,0.0001,1.2187622785568237,0.8539721369743347,31
5,0.2,0.18132571876049042,0.998775064945221,0.0001,1.227666974067688,0.8489205241203308,32
5,0.2,0.18775252997875214,0.9987270832061768,0.0001,1.236716389656067,0.8438538312911987,33
5,0.2,0.19406157732009888,0.9986794590950012,0.0001,1.2455440759658813,0.8387946486473083,34
5,0.2,0.2002379298210144,0.998632550239563,0.0001,1.2540721893310547,0.8337550163269043,35
5,0.2,0.2062017172574997,0.9985870718955994,0.0001,1.2621434926986694,0.8287524580955505,36
5,0.2,0.21183207631111145,0.9985449910163879,0.0001,1.2693792581558228,0.8238157629966736,37
5,0.2,0.21714957058429718,0.9985061287879944,0.0001,1.2758177518844604,0.8189586997032166,38
5,0.2,0.2222948968410492,0.998469889163971,0.0001,1.2815499305725098,0.8141745924949646,39
5,0.2,0.22730359435081482,0.9984360933303833,0.0001,1.2866562604904175,0.8094592690467834,40
5,0.2,0.2321002185344696,0.9984050989151001,0.0001,1.2910823822021484,0.8048139810562134,41
5,0.2,0.23670372366905212,0.9983763694763184,0.0001,1.2949025630950928,0.8002359867095947,42
5,0.2,0.24114100635051727,0.9983500242233276,0.0001,1.2981550693511963,0.7957211136817932,43
5,0.2,0.24542292952537537,0.9983255863189697,0.0001,1.3011643886566162,0.7912671566009521,44
5,0.2,0.24957270920276642,0.9983029961585999,0.0001,1.305251121520996,0.7868711352348328,45
5,0.2,0.253606915473938,0.998282253742218,0.0001,1.3090499639511108,0.7825635671615601,46
5,0.2,0.25753313302993774,0.9982627630233765,0.0001,1.3126002550125122,0.7783682942390442,47
5,0.2,0.2613578736782074,0.998245120048523,0.0001,1.3159102201461792,0.7744083404541016,48
5,0.2,0.2651412785053253,0.9982298016548157,0.0001,1.3189761638641357,0.7707986235618591,49
5,0.2,0.2687166929244995,0.9982168674468994,0.0001,1.3217847347259521,0.767666220664978,50
5,0.2,0.27208811044692993,0.9982057809829712,0.0001,1.3244494199752808,0.7649988532066345,51
5,0.2,0.27525442838668823,0.9981961846351624,0.0001,1.3271396160125732,0.7627984285354614,52
5,0.2,0.27826741337776184,0.9981877207756042,0.0001,1.3299678564071655,0.7610659003257751,53
5,0.2,0.28112927079200745,0.9981798529624939,0.0001,1.332916021347046,0.7597544193267822,54
5,0.2,0.2838822603225708,0.9981720447540283,0.0001,1.3360841274261475,0.7588840126991272,55
5,0.2,0.2865699529647827,0.998164176940918,0.0001,1.3395695686340332,0.7584224343299866,56
5,0.2,0.28932565450668335,0.9981542825698853,0.0001,1.3436344861984253,0.7582864165306091,57
5,0.2,0.29211902618408203,0.9981415271759033,0.0001,1.3483377695083618,0.758447527885437,58
5,0.2,0.2959839999675751,0.998126208782196,0.0001,1.3536278009414673,0.7588727474212646,59
5,0.2,0.2999972105026245,0.9981066584587097,0.0001,1.3595343828201294,0.7594545483589172,60
5,0.2,0.3039059638977051,0.9980844259262085,0.0001,1.365831971168518,0.7586669325828552,61
5,0.2,0.3080153167247772,0.9980595111846924,0.0001,1.3724064826965332,0.75728839635849,62
5,0.2,0.31200310587882996,0.9980328679084778,0.0001,1.379211187362671,0.7561253309249878,63
5,0.2,0.31583553552627563,0.9980049729347229,0.0001,1.3861137628555298,0.755167543888092,64
5,0.2,0.3195417523384094,0.9979760646820068,0.0001,1.3930708169937134,0.7543852925300598,65
5,0.2,0.32311686873435974,0.9979466795921326,0.0001,1.4000329971313477,0.7537192106246948,66
5,0.2,0.32653558254241943,0.9979179501533508,0.0001,1.406812071800232,0.7531347274780273,67
5,0.2,0.329791784286499,0.9978896975517273,0.0001,1.413395881652832,0.7526184320449829,68
5,0.2,0.3329337239265442,0.9978633522987366,0.0001,1.4196738004684448,0.7520790696144104,69
5,0.2,0.3361368179321289,0.9978389143943787,0.0001,1.4256733655929565,0.7515177130699158,70
5,0.2,0.3392179012298584,0.9978162050247192,0.0001,1.4314707517623901,0.7509037256240845,71
5,0.2,0.34218502044677734,0.9977949261665344,0.0001,1.4371072053909302,0.7502509355545044,72
5,0.2,0.3450450897216797,0.9977765083312988,0.0001,1.442363977432251,0.7495511770248413,73
5,0.2,0.3477838635444641,0.9977597594261169,0.0001,1.4473284482955933,0.7469485998153687,74
5,0.2,0.35043227672576904,0.9977438449859619,0.0001,1.4521212577819824,0.7440338134765625,75
