num_agents,clip_range,approx_TV,ratios_mean,learning_rate,ratios_max,ratios_min,num_epochs
5,0.2,0.35300493240356445,0.99772709608078,0.0001,1.4569158554077148,0.7410716414451599,76
5,0.2,0.3554955720901489,0.997708797454834,0.0001,1.461774468421936,0.7380461096763611,77
5,0.2,0.35819023847579956,0.9976866245269775,0.0001,1.4670506715774536,0.7349899411201477,78
5,0.2,0.36071282625198364,0.9976602792739868,0.0001,1.4727826118469238,0.7319307923316956,79
5,0.2,0.3631693720817566,0.9976301789283752,0.0001,1.4789295196533203,0.7288685441017151,80
5,0.2,0.3656545579433441,0.9975994229316711,0.0001,1.4850975275039673,0.7257494926452637,81
5,0.2,0.3680792450904846,0.9975684285163879,0.0001,1.491169810295105,0.7225742340087891,82
5,0.2,0.3704874813556671,0.9975383877754211,0.0001,1.4970978498458862,0.7193535566329956,83
5,0.2,0.37285315990448,0.9975095391273499,0.0001,1.5028835535049438,0.7160881161689758,84
5,0.2,0.3751620352268219,0.9974808096885681,0.0001,1.5086169242858887,0.7128046751022339,85
5,0.2,0.3774197995662689,0.9974525570869446,0.0001,1.5142484903335571,0.7095322608947754,86
5,0.2,0.3795432448387146,0.9974236488342285,0.0001,1.5198153257369995,0.7062913179397583,87
5,0.2,0.38153621554374695,0.9973957538604736,0.0001,1.5251964330673218,0.703077495098114,88
5,0.2,0.38341641426086426,0.9973679184913635,0.0001,1.5304871797561646,0.6998714208602905,89
5,0.2,0.38514208793640137,0.997340202331543,0.0001,1.5357487201690674,0.6967201232910156,90
5,0.2,0.38672584295272827,0.997310221195221,0.0001,1.5412400960922241,0.6936728954315186,91
5,0.2,0.3881648778915405,0.9972798228263855,0.0001,1.5466924905776978,0.6907050013542175,92
5,0.2,0.3894563317298889,0.9972490668296814,0.0001,1.5519713163375854,0.6878222823143005,93
5,0.2,0.39060622453689575,0.9972179532051086,0.0001,1.5570741891860962,0.6850395798683167,94
5,0.2,0.39171528816223145,0.9971871972084045,0.0001,1.5620001554489136,0.6823313236236572,95
5,0.2,0.39281100034713745,0.9971579909324646,0.0001,1.5666539669036865,0.6796782612800598,96
5,0.2,0.3938714861869812,0.9971286654472351,0.0001,1.5712289810180664,0.6771366000175476,97
5,0.2,0.3948919177055359,0.9970995783805847,0.0001,1.57573664188385,0.6746982932090759,98
5,0.2,0.395854651927948,0.9970695376396179,0.0001,1.580254316329956,0.6723688244819641,99
