ratios_max,learning_rate,num_epochs,ratios_mean,approx_TV,clip_range,num_agents,ratios_min
1.0,0.0003,0,1.0,0.0,0.5,5,1.0
1.014614224433899,0.0003,1,0.9999208450317383,0.012880530208349228,0.5,5,0.9887061715126038
1.0308082103729248,0.0003,2,0.9998339414596558,0.02699216455221176,0.5,5,0.9764806628227234
1.0480514764785767,0.0003,3,0.9997422695159912,0.04176845774054527,0.5,5,0.9638096690177917
1.0660983324050903,0.0003,4,0.9996457099914551,0.056984782218933105,0.5,5,0.950872540473938
1.084857702255249,0.0003,5,0.9995458126068115,0.07256941497325897,0.5,5,0.9377758502960205
1.1043082475662231,0.0003,6,0.9994425177574158,0.0884677916765213,0.5,5,0.924561083316803
1.1244497299194336,0.0003,7,0.9993356466293335,0.10463616251945496,0.5,5,0.9112330675125122
1.145302176475525,0.0003,8,0.9992246031761169,0.12105809152126312,0.5,5,0.8978115916252136
1.1668719053268433,0.0003,9,0.9991100430488586,0.13770517706871033,0.5,5,0.8842295408248901
1.1892422437667847,0.0003,10,0.9989925622940063,0.15459895133972168,0.5,5,0.8705308437347412
1.2124046087265015,0.0003,11,0.9988715052604675,0.17173942923545837,0.5,5,0.8567647933959961
1.2363916635513306,0.0003,12,0.9987460374832153,0.18913401663303375,0.5,5,0.8429314494132996
1.2612576484680176,0.0003,13,0.9986156821250916,0.2067318558692932,0.5,5,0.8290464878082275
1.287028193473816,0.0003,14,0.9984802603721619,0.22462350130081177,0.5,5,0.8151214122772217
1.3137813806533813,0.0003,15,0.9983403086662292,0.2428618222475052,0.5,5,0.8011646866798401
1.341544508934021,0.0003,16,0.9981953501701355,0.2614818811416626,0.5,5,0.7871812582015991
1.3704235553741455,0.0003,17,0.9980451464653015,0.28039297461509705,0.5,5,0.7731746435165405
1.4005149602890015,0.0003,18,0.997889518737793,0.29970183968544006,0.5,5,0.7591462135314941
1.4319212436676025,0.0003,19,0.9977279901504517,0.3194541335105896,0.5,5,0.7450939416885376
1.4647220373153687,0.0003,20,0.9975608587265015,0.33977630734443665,0.5,5,0.7310158014297485
1.499048113822937,0.0003,21,0.9973862767219543,0.36069074273109436,0.5,5,0.7169363498687744
1.5352182388305664,0.0003,22,0.9972041249275208,0.3823547661304474,0.5,5,0.7027844786643982
1.57321298122406,0.0003,23,0.9970152378082275,0.40470126271247864,0.5,5,0.6885586977005005
1.6131595373153687,0.0003,24,0.9968180060386658,0.42772799730300903,0.5,5,0.6742802262306213
1.6547576189041138,0.0003,25,0.9966145157814026,0.4512965977191925,0.5,5,0.6599199175834656
1.6955792903900146,0.0003,26,0.996412456035614,0.4744113087654114,0.5,5,0.6455821990966797
1.7332521677017212,0.0003,27,0.996222198009491,0.49610036611557007,0.5,5,0.6315494775772095
1.7667258977890015,0.0003,28,0.9960480332374573,0.5159646272659302,0.5,5,0.6178795099258423
1.7964577674865723,0.0003,29,0.9958938360214233,0.5335859656333923,0.5,5,0.6046434044837952
1.8283895254135132,0.0003,30,0.9957582354545593,0.5491896867752075,0.5,5,0.5918365716934204
1.8569940328598022,0.0003,31,0.9956413507461548,0.5628358125686646,0.5,5,0.5794767141342163
1.883003830909729,0.0003,32,0.9955387115478516,0.5759091377258301,0.5,5,0.5674813389778137
1.9067201614379883,0.0003,33,0.9954501986503601,0.5882933735847473,0.5,5,0.5558457374572754
1.9288878440856934,0.0003,34,0.9953725337982178,0.6009157299995422,0.5,5,0.5445367693901062
1.9503275156021118,0.0003,35,0.9953029155731201,0.6139476895332336,0.5,5,0.53350830078125
1.9716334342956543,0.0003,36,0.9952391982078552,0.6263526678085327,0.5,5,0.5228225588798523
1.992801308631897,0.0003,37,0.9951818585395813,0.6380345821380615,0.5,5,0.5124973654747009
2.0155162811279297,0.0003,38,0.9951251745223999,0.6493964195251465,0.5,5,0.5025150775909424
2.0396761894226074,0.0003,39,0.9950689077377319,0.6605150699615479,0.5,5,0.49284934997558594
2.065629720687866,0.0003,40,0.9950120449066162,0.6716365814208984,0.5,5,0.48350879549980164
2.0945870876312256,0.0003,41,0.9949490427970886,0.6835284233093262,0.5,5,0.47438618540763855
2.1272060871124268,0.0003,42,0.9948777556419373,0.6979379057884216,0.5,5,0.46393918991088867
2.163994789123535,0.0003,43,0.9947929978370667,0.7127078771591187,0.5,5,0.45408543944358826
2.2054219245910645,0.0003,44,0.9946886897087097,0.7277712821960449,0.5,5,0.4448540508747101
2.251343250274658,0.0003,45,0.9945663213729858,0.7429792284965515,0.5,5,0.4362943470478058
2.301536798477173,0.0003,46,0.9944271445274353,0.7581772208213806,0.5,5,0.42856723070144653
2.355984926223755,0.0003,47,0.994267463684082,0.7734291553497314,0.5,5,0.4216442108154297
2.414479970932007,0.0003,48,0.9940866827964783,0.7886826992034912,0.5,5,0.4154600203037262
2.4751718044281006,0.0003,49,0.9938935041427612,0.8034899234771729,0.5,5,0.41010916233062744
2.538085699081421,0.0003,50,0.9936888217926025,0.8179581165313721,0.5,5,0.40556633472442627
2.602198600769043,0.0003,51,0.9934751987457275,0.8318696618080139,0.5,5,0.4019864499568939
2.664919137954712,0.0003,52,0.9932665824890137,0.8451955914497375,0.5,5,0.3993866741657257
2.7250351905822754,0.0003,53,0.9930707812309265,0.8585994243621826,0.5,5,0.39772263169288635
2.782170057296753,0.0003,54,0.9928916692733765,0.8716198205947876,0.5,5,0.3969455361366272
2.836805582046509,0.0003,55,0.9927209615707397,0.8836672902107239,0.5,5,0.39699050784111023
2.8899924755096436,0.0003,56,0.9925499558448792,0.8949758410453796,0.5,5,0.39475372433662415
2.9420318603515625,0.0003,57,0.9923760294914246,0.906609296798706,0.5,5,0.39137589931488037
2.9949114322662354,0.0003,58,0.9921869039535522,0.9182626605033875,0.5,5,0.38703837990760803
3.0485589504241943,0.0003,59,0.9919813275337219,0.9297258257865906,0.5,5,0.3829856514930725
3.1035854816436768,0.0003,60,0.9917547702789307,0.9410920143127441,0.5,5,0.37908536195755005
3.1600258350372314,0.0003,61,0.9915103912353516,0.95232093334198,0.5,5,0.37425556778907776
3.2186758518218994,0.0003,62,0.9912427067756653,0.9632134437561035,0.5,5,0.3679035007953644
3.2773847579956055,0.0003,63,0.9909687042236328,0.972851037979126,0.5,5,0.36183562874794006
3.334942102432251,0.0003,64,0.990700364112854,0.981138288974762,0.5,5,0.3559276759624481
3.3908731937408447,0.0003,65,0.9904390573501587,0.9876619577407837,0.5,5,0.3501679003238678
3.444898843765259,0.0003,66,0.990191638469696,0.9922509789466858,0.5,5,0.34451350569725037
3.4965782165527344,0.0003,67,0.9899671673774719,0.9948635697364807,0.5,5,0.3389894366264343
3.5463528633117676,0.0003,68,0.989766538143158,0.9959553480148315,0.5,5,0.33357471227645874
3.5945427417755127,0.0003,69,0.9895857572555542,0.9958783388137817,0.5,5,0.3282996416091919
3.641247272491455,0.0003,70,0.989423930644989,0.9978830814361572,0.5,5,0.32313770055770874
3.686051607131958,0.0003,71,0.9892773032188416,1.0035899877548218,0.5,5,0.3180397152900696
3.7273781299591064,0.0003,72,0.9891425371170044,1.0098838806152344,0.5,5,0.3131265342235565
3.7662205696105957,0.0003,73,0.9890127778053284,1.0164545774459839,0.5,5,0.30835530161857605
3.802788019180298,0.0003,74,0.9888889193534851,1.023613452911377,0.5,5,0.3038524389266968
3.8389389514923096,0.0003,75,0.9887555241584778,1.0333542823791504,0.5,5,0.29967448115348816
3.872008800506592,0.0003,76,0.9886307716369629,1.042893648147583,0.5,5,0.29564252495765686
3.900045871734619,0.0003,77,0.9885267019271851,1.0515259504318237,0.5,5,0.2917192280292511
3.9250006675720215,0.0003,78,0.9884235858917236,1.0597169399261475,0.5,5,0.28815776109695435
3.947596549987793,0.0003,79,0.9883161187171936,1.0677061080932617,0.5,5,0.2850274443626404
3.968607187271118,0.0003,80,0.9881975054740906,1.076140284538269,0.5,5,0.2825953960418701
3.986206531524658,0.0003,81,0.988086462020874,1.0848913192749023,0.5,5,0.2804737389087677
4.000161647796631,0.0003,82,0.9879822134971619,1.0935420989990234,0.5,5,0.2786225378513336
4.007486343383789,0.0003,83,0.9878989458084106,1.1012544631958008,0.5,5,0.27681705355644226
4.007006645202637,0.0003,84,0.9878436923027039,1.1079206466674805,0.5,5,0.27508002519607544
4.00133752822876,0.0003,85,0.9877983331680298,1.1141772270202637,0.5,5,0.27349406480789185
3.9942216873168945,0.0003,86,0.987736701965332,1.1211360692977905,0.5,5,0.27226758003234863
3.9877474308013916,0.0003,87,0.9876430630683899,1.128564476966858,0.5,5,0.27152907848358154
3.9811415672302246,0.0003,88,0.9875385761260986,1.1363238096237183,0.5,5,0.2709736227989197
3.974200487136841,0.0003,89,0.9874312877655029,1.1440449953079224,0.5,5,0.270344078540802
3.965543746948242,0.0003,90,0.9873291254043579,1.1514620780944824,0.5,5,0.269475519657135
3.955523729324341,0.0003,91,0.9872370958328247,1.158739447593689,0.5,5,0.26827681064605713
3.943990707397461,0.0003,92,0.9871413707733154,1.1654226779937744,0.5,5,0.2669079303741455
3.9370455741882324,0.0003,93,0.9869961142539978,1.1724529266357422,0.5,5,0.2656157314777374
3.9326648712158203,0.0003,94,0.9868208765983582,1.1800403594970703,0.5,5,0.2644542157649994
3.92842435836792,0.0003,95,0.9866407513618469,1.187560796737671,0.5,5,0.26331788301467896
3.9243123531341553,0.0003,96,0.9864561557769775,1.194710612297058,0.5,5,0.262297660112381
3.91886568069458,0.0003,97,0.9862807989120483,1.201403021812439,0.5,5,0.2611388564109802
3.9153499603271484,0.0003,98,0.9860753417015076,1.2084672451019287,0.5,5,0.2599925696849823
3.908830165863037,0.0003,99,0.9858736395835876,1.215806007385254,0.5,5,0.2586780786514282
