num_agents,ratios_mean,ratios_min,learning_rate,ratios_max,num_epochs,clip_range,approx_TV
5,1.0,1.0,0.0005,1.0,0,0.2,0.0
5,0.999737560749054,0.950853168964386,0.0005,1.0277372598648071,1,0.2,0.029670409858226776
5,0.999459445476532,0.9003984332084656,0.0005,1.0579973459243774,2,0.2,0.06148349493741989
5,0.9991732239723206,0.8497734069824219,0.0005,1.08989679813385,3,0.2,0.09438592195510864
5,0.9988831877708435,0.7995239496231079,0.0005,1.1230213642120361,4,0.2,0.128068745136261
5,0.998593270778656,0.7509114146232605,0.0005,1.1569992303848267,5,0.2,0.16251248121261597
5,0.9983397722244263,0.7150024175643921,0.0005,1.189516305923462,6,0.2,0.19427525997161865
5,0.9981212615966797,0.6882162094116211,0.0005,1.2204848527908325,7,0.2,0.22333860397338867
5,0.9979432225227356,0.6684949398040771,0.0005,1.2466050386428833,8,0.2,0.2486848086118698
5,0.9978068470954895,0.6553914546966553,0.0005,1.2683426141738892,9,0.2,0.2731039822101593
5,0.9977072477340698,0.6487423181533813,0.0005,1.2888745069503784,10,0.2,0.29541701078414917
5,0.997645378112793,0.6475260257720947,0.0005,1.3155418634414673,11,0.2,0.31398728489875793
5,0.9976130127906799,0.6507426500320435,0.0005,1.3399606943130493,12,0.2,0.32883527874946594
5,0.9976150989532471,0.6575747132301331,0.0005,1.3618688583374023,13,0.2,0.33955442905426025
5,0.997640073299408,0.6674215793609619,0.0005,1.3822487592697144,14,0.2,0.3474290072917938
5,0.9976937174797058,0.6794030666351318,0.0005,1.4006024599075317,15,0.2,0.35187292098999023
5,0.9977743029594421,0.6921044588088989,0.0005,1.4151663780212402,16,0.2,0.352618545293808
5,0.9978799819946289,0.6935175657272339,0.0005,1.425496220588684,17,0.2,0.34980839490890503
5,0.9979909658432007,0.6851641535758972,0.0005,1.4311026334762573,18,0.2,0.3441998362541199
5,0.9980815649032593,0.6765941381454468,0.0005,1.4334908723831177,19,0.2,0.3391073942184448
5,0.9981346130371094,0.6702125668525696,0.0005,1.4344390630722046,20,0.2,0.35017406940460205
5,0.9981529116630554,0.6658610701560974,0.0005,1.4351863861083984,21,0.2,0.35995540022850037
5,0.9981328845024109,0.6629173159599304,0.0005,1.4366732835769653,22,0.2,0.3682405650615692
5,0.998077929019928,0.6612126231193542,0.0005,1.4395235776901245,23,0.2,0.37458300590515137
5,0.998013436794281,0.6604514718055725,0.0005,1.4424479007720947,24,0.2,0.37941795587539673
5,0.9979494214057922,0.6604849696159363,0.0005,1.44486403465271,25,0.2,0.38289374113082886
5,0.9978927969932556,0.6608672738075256,0.0005,1.4467848539352417,26,0.2,0.38534823060035706
5,0.9978408217430115,0.6613381505012512,0.0005,1.4488366842269897,27,0.2,0.3874869644641876
5,0.9977794885635376,0.662007749080658,0.0005,1.4523223638534546,28,0.2,0.3890380859375
5,0.997707724571228,0.6628495454788208,0.0005,1.4565446376800537,29,0.2,0.3903339207172394
5,0.9976293444633484,0.663705050945282,0.0005,1.461901307106018,30,0.2,0.3915993869304657
5,0.9975585341453552,0.664698600769043,0.0005,1.4666075706481934,31,0.2,0.39334744215011597
5,0.9975107908248901,0.6656487584114075,0.0005,1.4697458744049072,32,0.2,0.39495331048965454
5,0.9974873065948486,0.6665356755256653,0.0005,1.4702304601669312,33,0.2,0.3962867259979248
5,0.9974563717842102,0.6647424101829529,0.0005,1.4689050912857056,34,0.2,0.39744603633880615
5,0.9974087476730347,0.6595380306243896,0.0005,1.4665918350219727,35,0.2,0.39879000186920166
5,0.9973456263542175,0.6551584601402283,0.0005,1.4633904695510864,36,0.2,0.4002264738082886
5,0.9972683191299438,0.6515333652496338,0.0005,1.4635928869247437,37,0.2,0.40177321434020996
5,0.9971987009048462,0.648476243019104,0.0005,1.4671460390090942,38,0.2,0.40329623222351074
5,0.9971393346786499,0.6457898616790771,0.0005,1.4697587490081787,39,0.2,0.40528604388237
5,0.997082531452179,0.6435781121253967,0.0005,1.4712988138198853,40,0.2,0.40791553258895874
5,0.9970269203186035,0.6416594982147217,0.0005,1.471195936203003,41,0.2,0.4112057089805603
5,0.9969755411148071,0.6375744342803955,0.0005,1.472967505455017,42,0.2,0.4157223105430603
5,0.9969374537467957,0.6323130130767822,0.0005,1.4771806001663208,43,0.2,0.4205405116081238
5,0.9969080090522766,0.6268209218978882,0.0005,1.4840089082717896,44,0.2,0.4250198006629944
5,0.9968855977058411,0.6213506460189819,0.0005,1.494093418121338,45,0.2,0.42904335260391235
5,0.996828019618988,0.6165598034858704,0.0005,1.5062835216522217,46,0.2,0.43192270398139954
5,0.9967714548110962,0.6074758172035217,0.0005,1.5180412530899048,47,0.2,0.4341709017753601
5,0.9967240691184998,0.5959779024124146,0.0005,1.528862476348877,48,0.2,0.4364502727985382
5,0.9966815710067749,0.583620011806488,0.0005,1.5376837253570557,49,0.2,0.4391098916530609
5,0.9966476559638977,0.5708763003349304,0.0005,1.542834997177124,50,0.2,0.44211098551750183
5,0.996599555015564,0.5591928362846375,0.0005,1.5460339784622192,51,0.2,0.44492024183273315
5,0.9965370893478394,0.548707902431488,0.0005,1.546857237815857,52,0.2,0.450008749961853
5,0.9964790940284729,0.5389043092727661,0.0005,1.5479953289031982,53,0.2,0.4587501883506775
5,0.9964264035224915,0.5306290984153748,0.0005,1.5587127208709717,54,0.2,0.46675053238868713
5,0.9963520765304565,0.5232353210449219,0.0005,1.5708922147750854,55,0.2,0.4734536409378052
5,0.9962437152862549,0.5174280405044556,0.0005,1.5860774517059326,56,0.2,0.4781700074672699
5,0.9961534142494202,0.512751579284668,0.0005,1.6008970737457275,57,0.2,0.4821997284889221
5,0.9961062073707581,0.5089426040649414,0.0005,1.6122552156448364,58,0.2,0.48619896173477173
5,0.99610435962677,0.5047392845153809,0.0005,1.6297993659973145,59,0.2,0.4909924864768982
5,0.9961222410202026,0.5001848340034485,0.0005,1.6498030424118042,60,0.2,0.4959404468536377
5,0.9960760474205017,0.49635398387908936,0.0005,1.6728495359420776,61,0.2,0.4990619719028473
5,0.9959778189659119,0.4937076270580292,0.0005,1.7003898620605469,62,0.2,0.5002295970916748
5,0.9958946704864502,0.4907650053501129,0.0005,1.7258926630020142,63,0.2,0.5015971660614014
5,0.9958508610725403,0.48534470796585083,0.0005,1.7444863319396973,64,0.2,0.504064679145813
5,0.9958445429801941,0.47793933749198914,0.0005,1.7568628787994385,65,0.2,0.5073298811912537
5,0.9958190321922302,0.47177788615226746,0.0005,1.768975853919983,66,0.2,0.5098526477813721
5,0.9957222938537598,0.46720167994499207,0.0005,1.783308506011963,67,0.2,0.510779857635498
5,0.9956319332122803,0.46270352602005005,0.0005,1.7955195903778076,68,0.2,0.5115671157836914
5,0.9955831170082092,0.4577238857746124,0.0005,1.801118016242981,69,0.2,0.5129384398460388
5,0.9955711960792542,0.4521452784538269,0.0005,1.8000108003616333,70,0.2,0.5155719518661499
5,0.9955499768257141,0.4465673863887787,0.0005,1.7981089353561401,71,0.2,0.5182674527168274
5,0.9954668283462524,0.44197165966033936,0.0005,1.7996348142623901,72,0.2,0.5192074179649353
5,0.9953770041465759,0.4392898678779602,0.0005,1.8027855157852173,73,0.2,0.5193214416503906
5,0.9953259229660034,0.4381050169467926,0.0005,1.802285075187683,74,0.2,0.5199180841445923
5,0.9953149557113647,0.43799108266830444,0.0005,1.7994250059127808,75,0.2,0.5208050012588501
5,0.9952520132064819,0.4384610056877136,0.0005,1.8001890182495117,76,0.2,0.5202065706253052
5,0.995197594165802,0.4393599331378937,0.0005,1.8021897077560425,77,0.2,0.519060492515564
5,0.9951643943786621,0.4392760396003723,0.0005,1.804275631904602,78,0.2,0.519334077835083
5,0.9950852990150452,0.43914785981178284,0.0005,1.8101557493209839,79,0.2,0.5242947340011597
5,0.9950351119041443,0.4378986656665802,0.0005,1.8139159679412842,80,0.2,0.5301032662391663
5,0.9949904680252075,0.4372592568397522,0.0005,1.8191304206848145,81,0.2,0.5356578230857849
5,0.9949098825454712,0.43758222460746765,0.0005,1.8271069526672363,82,0.2,0.540660560131073
5,0.994849681854248,0.43880990147590637,0.0005,1.833644151687622,83,0.2,0.544624924659729
5,0.9947841763496399,0.44117143750190735,0.0005,1.840767741203308,84,0.2,0.5484405755996704
5,0.9946908950805664,0.443850040435791,0.0005,1.8504209518432617,85,0.2,0.5526242256164551
5,0.9945847988128662,0.44670987129211426,0.0005,1.861701488494873,86,0.2,0.5573396682739258
5,0.9945504069328308,0.4503306746482849,0.0005,1.8670827150344849,87,0.2,0.561189591884613
5,0.9944828748703003,0.4530203640460968,0.0005,1.8723853826522827,88,0.2,0.5643609762191772
5,0.9944682121276855,0.449367493391037,0.0005,1.8744025230407715,89,0.2,0.5671879053115845
5,0.9944043159484863,0.44365808367729187,0.0005,1.8781651258468628,90,0.2,0.570720911026001
5,0.9943416714668274,0.4396367073059082,0.0005,1.8822816610336304,91,0.2,0.5749093294143677
5,0.9942979216575623,0.4373840093612671,0.0005,1.8853132724761963,92,0.2,0.5787476301193237
5,0.9942331910133362,0.433878630399704,0.0005,1.8884462118148804,93,0.2,0.5830897092819214
5,0.9942633509635925,0.43230119347572327,0.0005,1.8861432075500488,94,0.2,0.5865431427955627
5,0.9943280220031738,0.43068110942840576,0.0005,1.884900689125061,95,0.2,0.5892837643623352
5,0.9943229556083679,0.42576906085014343,0.0005,1.887984037399292,96,0.2,0.5923791527748108
5,0.9943127632141113,0.42201587557792664,0.0005,1.8938603401184082,97,0.2,0.5961601734161377
5,0.9943404197692871,0.4200155735015869,0.0005,1.8962738513946533,98,0.2,0.6000155210494995
5,0.9942622184753418,0.414742648601532,0.0005,1.9057142734527588,99,0.2,0.6026512384414673
