learning_rate,ratios_max,num_epochs,approx_TV,ratios_mean,ratios_min,clip_range,num_agents
0.0001,1.5399079322814941,57,0.5254119634628296,1.0000190734863281,0.6742242574691772,0.5,5
0.0001,1.5503202676773071,58,0.5348429083824158,1.000022053718567,0.6689198613166809,0.5,5
0.0001,1.559714913368225,59,0.5443154573440552,1.0000249147415161,0.6637517213821411,0.5,5
0.0001,1.56801438331604,60,0.5538219213485718,1.0000277757644653,0.6587505340576172,0.5,5
0.0001,1.5753542184829712,61,0.5633604526519775,1.000030517578125,0.6538963317871094,0.5,5
0.0001,1.5818495750427246,62,0.5729306936264038,1.0000330209732056,0.6491702198982239,0.5,5
0.0001,1.5871672630310059,63,0.5824720859527588,1.0000330209732056,0.644622266292572,0.5,5
0.0001,1.5913814306259155,64,0.5919880867004395,1.0000308752059937,0.6402426362037659,0.5,5
0.0001,1.594407558441162,65,0.6014838218688965,1.0000264644622803,0.6360400915145874,0.5,5
0.0001,1.596354603767395,66,0.6109592914581299,1.0000205039978027,0.6319950222969055,0.5,5
0.0001,1.5969808101654053,67,0.6203755140304565,1.0000120401382446,0.6281745433807373,0.5,5
0.0001,1.606801986694336,68,0.6297378540039062,1.000001072883606,0.6245498657226562,0.5,5
0.0001,1.6178900003433228,69,0.6390148997306824,0.9999868273735046,0.6210950016975403,0.5,5
0.0001,1.628527045249939,70,0.6481642127037048,0.9999682307243347,0.6178139448165894,0.5,5
0.0001,1.638390064239502,71,0.657117486000061,0.9999440908432007,0.6145945191383362,0.5,5
0.0001,1.6464358568191528,72,0.6656222343444824,0.9999100565910339,0.6114031672477722,0.5,5
0.0001,1.6524913311004639,73,0.6736304759979248,0.9998647570610046,0.6082266569137573,0.5,5
0.0001,1.6567912101745605,74,0.6811947822570801,0.9998098611831665,0.6050607562065125,0.5,5
0.0001,1.6595288515090942,75,0.6883619427680969,0.9997460246086121,0.6019061803817749,0.5,5
0.0001,1.6608937978744507,76,0.695162832736969,0.9996749758720398,0.5987640023231506,0.5,5
0.0001,1.661049723625183,77,0.7016487121582031,0.9995973110198975,0.5956354141235352,0.5,5
0.0001,1.660127878189087,78,0.7078542709350586,0.9995131492614746,0.5925157070159912,0.5,5
0.0001,1.6591713428497314,79,0.7138162851333618,0.9994234442710876,0.5894073843955994,0.5,5
0.0001,1.6738007068634033,80,0.7195670008659363,0.9993288516998291,0.5863092541694641,0.5,5
0.0001,1.6886259317398071,81,0.7251296043395996,0.9992300868034363,0.5832198858261108,0.5,5
0.0001,1.7036350965499878,82,0.7305641174316406,0.9991285800933838,0.5801433324813843,0.5,5
0.0001,1.7188339233398438,83,0.7358920574188232,0.9990246295928955,0.5770776271820068,0.5,5
0.0001,1.734200119972229,84,0.7411769032478333,0.9989191889762878,0.5740283131599426,0.5,5
0.0001,1.7496395111083984,85,0.7465780973434448,0.9988162517547607,0.5710083842277527,0.5,5
0.0001,1.7651336193084717,86,0.7521523237228394,0.9987167716026306,0.5680130124092102,0.5,5
0.0001,1.780680775642395,87,0.7579302787780762,0.9986211061477661,0.5650447010993958,0.5,5
0.0001,1.7962907552719116,88,0.7638847231864929,0.9985288381576538,0.5620895028114319,0.5,5
0.0001,1.8119821548461914,89,0.7699849605560303,0.9984379410743713,0.5590724349021912,0.5,5
0.0001,1.8277546167373657,90,0.7761694192886353,0.9983489513397217,0.5560321807861328,0.5,5
0.0001,1.8436027765274048,91,0.7824265360832214,0.9982622861862183,0.5529794692993164,0.5,5
0.0001,1.8595330715179443,92,0.7887486219406128,0.9981777667999268,0.5481772422790527,0.5,5
0.0001,1.8755484819412231,93,0.7951266765594482,0.9980948567390442,0.5422360897064209,0.5,5
0.0001,1.8916486501693726,94,0.8015532493591309,0.9980135560035706,0.5363695621490479,0.5,5
0.0001,1.9078482389450073,95,0.8079554438591003,0.9979327917098999,0.530594527721405,0.5,5
0.0001,1.9241622686386108,96,0.8143416047096252,0.997851550579071,0.5248836874961853,0.5,5
0.0001,1.9406192302703857,97,0.8206487894058228,0.997768223285675,0.5192042589187622,0.5,5
0.0001,1.9572150707244873,98,0.8268856406211853,0.9976823925971985,0.5135819315910339,0.5,5
0.0001,1.9739439487457275,99,0.8330575227737427,0.99759441614151,0.5080111026763916,0.5,5
