approx_TV,num_agents,learning_rate,ratios_max,ratios_mean,ratios_min,clip_range,num_epochs
0.0,5,0.0003,1.0,1.0,1.0,0.2,0
0.01435379683971405,5,0.0003,1.0197575092315674,0.9997312426567078,0.9822269082069397,0.2,1
0.030061189085245132,5,0.0003,1.0416220426559448,0.9994368553161621,0.9628294110298157,0.2,2
0.04652318358421326,5,0.0003,1.0648356676101685,0.9991282820701599,0.9427134990692139,0.2,3
0.06351469457149506,5,0.0003,1.08920156955719,0.9988096952438354,0.9222656488418579,0.2,4
0.08096416294574738,5,0.0003,1.1145046949386597,0.9984821081161499,0.9017505049705505,0.2,5
0.0988130122423172,5,0.0003,1.1407508850097656,0.9981469511985779,0.8812116384506226,0.2,6
0.11700992286205292,5,0.0003,1.1679744720458984,0.9978053569793701,0.8607230186462402,0.2,7
0.1355437934398651,5,0.0003,1.196399450302124,0.997458815574646,0.8403691649436951,0.2,8
0.15439936518669128,5,0.0003,1.2258594036102295,0.9971067309379578,0.8202046751976013,0.2,9
0.17360612750053406,5,0.0003,1.2562382221221924,0.996747612953186,0.8001788854598999,0.2,10
0.1932273805141449,5,0.0003,1.2874664068222046,0.9963834285736084,0.7802786827087402,0.2,11
0.21291159093379974,5,0.0003,1.319431185722351,0.9960237145423889,0.7600022554397583,0.2,12
0.23201167583465576,5,0.0003,1.3515387773513794,0.9956809878349304,0.7413550019264221,0.2,13
0.24966229498386383,5,0.0003,1.3821791410446167,0.9953665137290955,0.7249647974967957,0.2,14
0.26537129282951355,5,0.0003,1.4107909202575684,0.9950879812240601,0.7112206220626831,0.2,15
0.2788938283920288,5,0.0003,1.4367586374282837,0.99484783411026,0.7003904581069946,0.2,16
0.29006099700927734,5,0.0003,1.4597874879837036,0.9946469068527222,0.6922711133956909,0.2,17
0.29881221055984497,5,0.0003,1.4801063537597656,0.9944836497306824,0.6865372061729431,0.2,18
0.3052402436733246,5,0.0003,1.497578740119934,0.9943600296974182,0.6831513047218323,0.2,19
0.30921438336372375,5,0.0003,1.512229323387146,0.9942768216133118,0.6820400953292847,0.2,20
0.3111378848552704,5,0.0003,1.524243712425232,0.9942272901535034,0.6830856800079346,0.2,21
0.3108474612236023,5,0.0003,1.5337542295455933,0.9942078590393066,0.6859565377235413,0.2,22
0.3086804151535034,5,0.0003,1.541060447692871,0.9942119717597961,0.690241813659668,0.2,23
0.30503278970718384,5,0.0003,1.5464986562728882,0.9942351579666138,0.695475161075592,0.2,24
0.3004975914955139,5,0.0003,1.5504423379898071,0.9942706823348999,0.6959941983222961,0.2,25
0.2976214289665222,5,0.0003,1.5538779497146606,0.994310200214386,0.6917884945869446,0.2,26
0.2962437868118286,5,0.0003,1.5573416948318481,0.9943516254425049,0.6888113021850586,0.2,27
0.294880211353302,5,0.0003,1.5613046884536743,0.9943896532058716,0.6875177025794983,0.2,28
0.29558032751083374,5,0.0003,1.56626558303833,0.9944217801094055,0.6878439784049988,0.2,29
0.2968413829803467,5,0.0003,1.5725878477096558,0.9944424033164978,0.6895957589149475,0.2,30
0.2985026240348816,5,0.0003,1.5803556442260742,0.9944509863853455,0.6926761269569397,0.2,31
0.3007420599460602,5,0.0003,1.589343786239624,0.99444979429245,0.6969955563545227,0.2,32
0.3032650351524353,5,0.0003,1.5996860265731812,0.9944391846656799,0.7018902897834778,0.2,33
0.30616122484207153,5,0.0003,1.611368179321289,0.9944204688072205,0.7070654034614563,0.2,34
0.3091917037963867,5,0.0003,1.623792290687561,0.9943983554840088,0.712691605091095,0.2,35
0.31222590804100037,5,0.0003,1.6363686323165894,0.994372546672821,0.7118626832962036,0.2,36
0.31535327434539795,5,0.0003,1.6484429836273193,0.9943523406982422,0.706741988658905,0.2,37
0.31911468505859375,5,0.0003,1.6597143411636353,0.9943398237228394,0.7022082805633545,0.2,38
0.32296353578567505,5,0.0003,1.6708457469940186,0.9943325519561768,0.6986956000328064,0.2,39
0.32687535881996155,5,0.0003,1.6820893287658691,0.994330108165741,0.6962793469429016,0.2,40
0.33088940382003784,5,0.0003,1.6937800645828247,0.9943312406539917,0.6950624585151672,0.2,41
0.33473601937294006,5,0.0003,1.7055003643035889,0.9943362474441528,0.6951650381088257,0.2,42
0.3384140133857727,5,0.0003,1.7170865535736084,0.9943431615829468,0.696444571018219,0.2,43
0.34187620878219604,5,0.0003,1.728452444076538,0.9943463206291199,0.6988142132759094,0.2,44
0.34503602981567383,5,0.0003,1.7387938499450684,0.9943451285362244,0.6967916488647461,0.2,45
0.3482534885406494,5,0.0003,1.747586965560913,0.9943427443504333,0.6936953067779541,0.2,46
0.35155659914016724,5,0.0003,1.7555676698684692,0.9943401217460632,0.6906182765960693,0.2,47
0.35451704263687134,5,0.0003,1.7629767656326294,0.9943292140960693,0.6880951523780823,0.2,48
0.3573182225227356,5,0.0003,1.7700865268707275,0.9943073391914368,0.685875415802002,0.2,49
0.3594714403152466,5,0.0003,1.7766273021697998,0.9942718744277954,0.6840596199035645,0.2,50
0.3607456684112549,5,0.0003,1.78237783908844,0.9942237734794617,0.6823217868804932,0.2,51
0.3614457845687866,5,0.0003,1.78799307346344,0.9941588640213013,0.6806378364562988,0.2,52
0.36138468980789185,5,0.0003,1.7925904989242554,0.9940869212150574,0.6787057518959045,0.2,53
0.36098331212997437,5,0.0003,1.7963489294052124,0.9940106272697449,0.6765303015708923,0.2,54
0.3603608310222626,5,0.0003,1.799452304840088,0.9939380288124084,0.6749579906463623,0.2,55
0.3597828447818756,5,0.0003,1.8013103008270264,0.9938753843307495,0.6729938983917236,0.2,56
0.3592269718647003,5,0.0003,1.8016966581344604,0.9938265681266785,0.6665156483650208,0.2,57
0.3588530421257019,5,0.0003,1.8011423349380493,0.993778645992279,0.6609985828399658,0.2,58
0.358644962310791,5,0.0003,1.7997032403945923,0.9937297105789185,0.6563586592674255,0.2,59
0.3585169315338135,5,0.0003,1.7981078624725342,0.9936869740486145,0.652392566204071,0.2,60
0.3585362434387207,5,0.0003,1.7963262796401978,0.9936551451683044,0.6488595604896545,0.2,61
0.3587852716445923,5,0.0003,1.7946903705596924,0.9936330318450928,0.6457111835479736,0.2,62
0.3596394658088684,5,0.0003,1.7933334112167358,0.993618905544281,0.6430059671401978,0.2,63
0.36102184653282166,5,0.0003,1.791074275970459,0.99361652135849,0.6406826972961426,0.2,64
0.36316847801208496,5,0.0003,1.788430094718933,0.9936092495918274,0.6391705870628357,0.2,65
