approx_TV,num_agents,learning_rate,ratios_max,ratios_mean,ratios_min,clip_range,num_epochs
0.3659628629684448,5,0.0003,1.7867662906646729,0.9935922026634216,0.6383020877838135,0.2,66
0.3688329756259918,5,0.0003,1.7860490083694458,0.9935721158981323,0.6378157734870911,0.2,67
0.37183600664138794,5,0.0003,1.7862130403518677,0.9935392737388611,0.6377187371253967,0.2,68
0.3750488758087158,5,0.0003,1.7870234251022339,0.9934900403022766,0.6381380558013916,0.2,69
0.3785594403743744,5,0.0003,1.788021206855774,0.9934346079826355,0.6388206481933594,0.2,70
0.38199716806411743,5,0.0003,1.788783073425293,0.9933784008026123,0.6396064162254333,0.2,71
0.38534876704216003,5,0.0003,1.7889362573623657,0.9933216571807861,0.6405107378959656,0.2,72
0.388747900724411,5,0.0003,1.788491129875183,0.9932647943496704,0.641490638256073,0.2,73
0.3918273448944092,5,0.0003,1.7879300117492676,0.9932100176811218,0.6423614621162415,0.2,74
0.3947235345840454,5,0.0003,1.7870640754699707,0.993157684803009,0.6432164907455444,0.2,75
0.39746904373168945,5,0.0003,1.786582589149475,0.9930866956710815,0.644233226776123,0.2,76
0.3994777500629425,5,0.0003,1.7859106063842773,0.9930026531219482,0.6452605724334717,0.2,77
0.40073105692863464,5,0.0003,1.7836326360702515,0.9929155111312866,0.6463363766670227,0.2,78
0.40209972858428955,5,0.0003,1.7800803184509277,0.9928260445594788,0.6480017900466919,0.2,79
0.40398159623146057,5,0.0003,1.7754331827163696,0.9927399158477783,0.6500598788261414,0.2,80
0.4060843884944916,5,0.0003,1.7700717449188232,0.9926502704620361,0.6476200222969055,0.2,81
0.40833964943885803,5,0.0003,1.764848232269287,0.9925581216812134,0.6435654759407043,0.2,82
0.4116947650909424,5,0.0003,1.7599618434906006,0.9924602508544922,0.6400481462478638,0.2,83
0.4151967167854309,5,0.0003,1.7559376955032349,0.992358386516571,0.637114942073822,0.2,84
0.41858598589897156,5,0.0003,1.7515521049499512,0.9922594428062439,0.6349173784255981,0.2,85
0.4213935136795044,5,0.0003,1.747788906097412,0.9921454787254333,0.6328540444374084,0.2,86
0.4244840145111084,5,0.0003,1.7442359924316406,0.9920095801353455,0.6305215954780579,0.2,87
0.4276787042617798,5,0.0003,1.7411302328109741,0.99186772108078,0.627674400806427,0.2,88
0.4304729104042053,5,0.0003,1.7393312454223633,0.9917396306991577,0.6243345737457275,0.2,89
0.43312549591064453,5,0.0003,1.738882064819336,0.991621196269989,0.6209783554077148,0.2,90
0.4353242516517639,5,0.0003,1.7384148836135864,0.9915125966072083,0.6185137629508972,0.2,91
0.4371364116668701,5,0.0003,1.7363132238388062,0.9914108514785767,0.6166850328445435,0.2,92
0.4390338063240051,5,0.0003,1.7324683666229248,0.9913215041160583,0.6148105263710022,0.2,93
0.44104495644569397,5,0.0003,1.7281721830368042,0.9912401437759399,0.6128935813903809,0.2,94
0.44331926107406616,5,0.0003,1.7242878675460815,0.9911503791809082,0.6106802821159363,0.2,95
0.44535404443740845,5,0.0003,1.7214510440826416,0.9910386204719543,0.6082594394683838,0.2,96
0.44770148396492004,5,0.0003,1.7183867692947388,0.9909115433692932,0.6053914427757263,0.2,97
0.45076245069503784,5,0.0003,1.7144927978515625,0.9907872676849365,0.6023905277252197,0.2,98
0.4543288052082062,5,0.0003,1.7094014883041382,0.990684449672699,0.5994111895561218,0.2,99
