num_agents,approx_TV,ratios_max,num_epochs,learning_rate,ratios_mean,clip_range,ratios_min
5,0.2592809200286865,1.372384786605835,57,0.0003,0.9966108202934265,0.1,0.7703937292098999
5,0.25943782925605774,1.3723933696746826,58,0.0003,0.9965696334838867,0.1,0.767220139503479
5,0.2592443525791168,1.3732386827468872,59,0.0003,0.9965113997459412,0.1,0.7641386389732361
5,0.25822943449020386,1.3752695322036743,60,0.0003,0.9964336156845093,0.1,0.7607114315032959
5,0.2569371461868286,1.3778436183929443,61,0.0003,0.996338427066803,0.1,0.7570434212684631
5,0.25605034828186035,1.3801344633102417,62,0.0003,0.9962450265884399,0.1,0.7529094219207764
5,0.2558038532733917,1.3821972608566284,63,0.0003,0.9961622953414917,0.1,0.7482796311378479
5,0.2562941908836365,1.3838175535202026,64,0.0003,0.9960983395576477,0.1,0.7436305284500122
5,0.25724002718925476,1.3850092887878418,65,0.0003,0.9960522055625916,0.1,0.7388900518417358
5,0.25855717062950134,1.385990858078003,66,0.0003,0.9960183501243591,0.1,0.734119176864624
5,0.2599763870239258,1.3868746757507324,67,0.0003,0.9959921836853027,0.1,0.7293323874473572
5,0.26122865080833435,1.387618064880371,68,0.0003,0.9959670901298523,0.1,0.7248432636260986
5,0.2620426416397095,1.3881815671920776,69,0.0003,0.9959385395050049,0.1,0.720703661441803
5,0.26218876242637634,1.388588309288025,70,0.0003,0.9959073662757874,0.1,0.7168543338775635
5,0.2615978717803955,1.3887282609939575,71,0.0003,0.9958733916282654,0.1,0.7131003737449646
5,0.2599465548992157,1.388346552848816,72,0.0003,0.9958322048187256,0.1,0.7096214890480042
5,0.25788313150405884,1.3872389793395996,73,0.0003,0.9957860708236694,0.1,0.7066675424575806
5,0.256582647562027,1.3853167295455933,74,0.0003,0.9957297444343567,0.1,0.7040327191352844
5,0.2565792202949524,1.3825544118881226,75,0.0003,0.9956728219985962,0.1,0.7017969489097595
5,0.25774040818214417,1.3790905475616455,76,0.0003,0.9956113696098328,0.1,0.6997758746147156
5,0.25919008255004883,1.375009298324585,77,0.0003,0.9955502152442932,0.1,0.6977047920227051
5,0.26041364669799805,1.3709187507629395,78,0.0003,0.9954806566238403,0.1,0.6958050727844238
5,0.26118505001068115,1.3669441938400269,79,0.0003,0.9954031705856323,0.1,0.6940557956695557
5,0.26150795817375183,1.3630379438400269,80,0.0003,0.9953241944313049,0.1,0.6925910711288452
5,0.2613021731376648,1.3595669269561768,81,0.0003,0.9952391386032104,0.1,0.6911513209342957
5,0.260550856590271,1.3565425872802734,82,0.0003,0.9951553344726562,0.1,0.6899141073226929
5,0.26072782278060913,1.3540198802947998,83,0.0003,0.9950832724571228,0.1,0.688614547252655
5,0.2613633871078491,1.352018117904663,84,0.0003,0.9950194358825684,0.1,0.6872723698616028
5,0.26164793968200684,1.350395679473877,85,0.0003,0.99494868516922,0.1,0.6860411167144775
5,0.26097893714904785,1.3484563827514648,86,0.0003,0.9948793649673462,0.1,0.6837238073348999
5,0.25976911187171936,1.3463702201843262,87,0.0003,0.9947987198829651,0.1,0.6804179549217224
5,0.2585407793521881,1.3444644212722778,88,0.0003,0.9947100281715393,0.1,0.6777689456939697
5,0.2577458918094635,1.3424656391143799,89,0.0003,0.9946253299713135,0.1,0.6756622195243835
5,0.25816988945007324,1.3408923149108887,90,0.0003,0.9945634007453918,0.1,0.6743013858795166
5,0.2588982582092285,1.341615080833435,91,0.0003,0.9945170879364014,0.1,0.6736854314804077
5,0.259129136800766,1.3419824838638306,92,0.0003,0.994475781917572,0.1,0.6737130284309387
5,0.2587814927101135,1.3421269655227661,93,0.0003,0.9944247603416443,0.1,0.6741687655448914
5,0.2580534815788269,1.3414920568466187,94,0.0003,0.9943720102310181,0.1,0.6749976873397827
5,0.25776395201683044,1.3405450582504272,95,0.0003,0.994321346282959,0.1,0.6745246052742004
5,0.25889912247657776,1.3395140171051025,96,0.0003,0.9942905902862549,0.1,0.6731181144714355
5,0.26024991273880005,1.3394635915756226,97,0.0003,0.9942517876625061,0.1,0.6724855899810791
5,0.26092395186424255,1.339880108833313,98,0.0003,0.9941990375518799,0.1,0.6722924113273621
5,0.2614251375198364,1.340632677078247,99,0.0003,0.9941407442092896,0.1,0.6721320152282715
