ratios_max,num_epochs,clip_range,ratios_min,learning_rate,approx_TV,num_agents,ratios_mean
1.1601382493972778,24,0.4,0.8889187574386597,0.0001,0.13180111348628998,5,0.999135434627533
1.1681514978408813,25,0.4,0.8839776515960693,0.0001,0.13782991468906403,5,0.9990924596786499
1.1762789487838745,26,0.4,0.8790169358253479,0.0001,0.14389748871326447,5,0.9990488290786743
1.1845216751098633,27,0.4,0.8740382790565491,0.0001,0.1500033140182495,5,0.9990048408508301
1.192879557609558,28,0.4,0.8690441846847534,0.0001,0.15614840388298035,5,0.9989601969718933
1.2013628482818604,29,0.4,0.8640356063842773,0.0001,0.16235503554344177,5,0.9989149570465088
1.209994912147522,30,0.4,0.8590124845504761,0.0001,0.1686292290687561,5,0.9988689422607422
1.2187622785568237,31,0.4,0.8539721369743347,0.0001,0.17495208978652954,5,0.9988223314285278
1.227666974067688,32,0.4,0.8489205241203308,0.0001,0.18132571876049042,5,0.998775064945221
1.236716389656067,33,0.4,0.8438538312911987,0.0001,0.18775252997875214,5,0.9987270832061768
1.245912790298462,34,0.4,0.8387758731842041,0.0001,0.19422507286071777,5,0.9986780881881714
1.2552635669708252,35,0.4,0.8336868286132812,0.0001,0.20074093341827393,5,0.9986281991004944
1.2647801637649536,36,0.4,0.8285853266716003,0.0001,0.2073039561510086,5,0.9985774159431458
1.2744656801223755,37,0.4,0.8234687447547913,0.0001,0.21391937136650085,5,0.9985256195068359
1.2843198776245117,38,0.4,0.8183431029319763,0.0001,0.22058475017547607,5,0.9984731078147888
1.2943429946899414,39,0.4,0.813208818435669,0.0001,0.22731226682662964,5,0.9984197020530701
1.3045451641082764,40,0.4,0.8080635666847229,0.0001,0.234100803732872,5,0.9983655214309692
1.3149328231811523,41,0.4,0.8029088377952576,0.0001,0.24094784259796143,5,0.998310387134552
1.3255151510238647,42,0.4,0.7977455854415894,0.0001,0.24788832664489746,5,0.9982544183731079
1.336290955543518,43,0.4,0.7925729155540466,0.0001,0.254923552274704,5,0.9981975555419922
1.3472681045532227,44,0.4,0.7873919010162354,0.0001,0.26203233003616333,5,0.9981396794319153
1.3584531545639038,45,0.4,0.7822014689445496,0.0001,0.2692152261734009,5,0.9980807900428772
1.3698630332946777,46,0.4,0.7769998908042908,0.0001,0.27646929025650024,5,0.9980208873748779
1.3815088272094727,47,0.4,0.7717861533164978,0.0001,0.2837878465652466,5,0.9979597926139832
1.3933883905410767,48,0.4,0.7665600776672363,0.0001,0.2911941707134247,5,0.9978978633880615
1.4055163860321045,49,0.4,0.7613203525543213,0.0001,0.2987486720085144,5,0.9978347420692444
1.417893886566162,50,0.4,0.7560800313949585,0.0001,0.3064202666282654,5,0.9977704286575317
1.4305380582809448,51,0.4,0.7508239150047302,0.0001,0.3141929507255554,5,0.9977047443389893
1.4434428215026855,52,0.4,0.7455465197563171,0.0001,0.3220697343349457,5,0.9976378083229065
1.4566335678100586,53,0.4,0.7402465343475342,0.0001,0.33005499839782715,5,0.9975695610046387
1.4701249599456787,54,0.4,0.7349343299865723,0.0001,0.33815017342567444,5,0.9974997043609619
1.4839379787445068,55,0.4,0.729596734046936,0.0001,0.3463616967201233,5,0.9974284768104553
1.4979798793792725,56,0.4,0.7242255806922913,0.0001,0.3546154797077179,5,0.9973564743995667
1.5117322206497192,57,0.4,0.7188552618026733,0.0001,0.3627246022224426,5,0.9972851276397705
1.5250080823898315,58,0.4,0.7134981751441956,0.0001,0.3705986738204956,5,0.9972150921821594
1.537287712097168,59,0.4,0.7081899642944336,0.0001,0.3780454397201538,5,0.9971490502357483
1.5482959747314453,60,0.4,0.7029751539230347,0.0001,0.3849758505821228,5,0.9970875978469849
1.5581927299499512,61,0.4,0.697850227355957,0.0001,0.3914496898651123,5,0.99703049659729
1.5671095848083496,62,0.4,0.6928108930587769,0.0001,0.3975190222263336,5,0.9969768524169922
1.5749456882476807,63,0.4,0.6878613829612732,0.0001,0.4031622111797333,5,0.9969273805618286
1.5818164348602295,64,0.4,0.6829980611801147,0.0001,0.408427357673645,5,0.9968816041946411
1.5878242254257202,65,0.4,0.6782177686691284,0.0001,0.4133574068546295,5,0.9968394041061401
1.593057632446289,66,0.4,0.6735203862190247,0.0001,0.4179953634738922,5,0.9967999458312988
1.5997177362442017,67,0.4,0.6688942909240723,0.0001,0.42237648367881775,5,0.9967631697654724
1.6070212125778198,68,0.4,0.6643340587615967,0.0001,0.4267140328884125,5,0.9967285394668579
1.6139519214630127,69,0.4,0.6598352789878845,0.0001,0.431033194065094,5,0.9966956973075867
1.6205573081970215,70,0.4,0.655393123626709,0.0001,0.4354783296585083,5,0.996664822101593
1.626883625984192,71,0.4,0.6510012745857239,0.0001,0.4399127662181854,5,0.9966355562210083
1.632953405380249,72,0.4,0.6466586589813232,0.0001,0.44424623250961304,5,0.996607780456543
1.6388096809387207,73,0.4,0.6423619389533997,0.0001,0.4484926462173462,5,0.9965812563896179
1.6446269750595093,74,0.4,0.6380907297134399,0.0001,0.4529183506965637,5,0.9965548515319824
1.6504194736480713,75,0.4,0.6338465809822083,0.0001,0.45742517709732056,5,0.9965287446975708
1.6564103364944458,76,0.4,0.6295953392982483,0.0001,0.46201688051223755,5,0.9965021014213562
1.6630752086639404,77,0.4,0.6252992749214172,0.0001,0.466876357793808,5,0.9964723587036133
1.6704752445220947,78,0.4,0.620948314666748,0.0001,0.47202882170677185,5,0.9964397549629211
1.6785675287246704,79,0.4,0.616547167301178,0.0001,0.47741976380348206,5,0.9964045882225037
1.6872330904006958,80,0.4,0.6121530532836914,0.0001,0.48294442892074585,5,0.9963678121566772
1.6964188814163208,81,0.4,0.6077921986579895,0.0001,0.4885146915912628,5,0.9963296055793762
1.7061209678649902,82,0.4,0.6034966707229614,0.0001,0.494041383266449,5,0.9962908029556274
1.7162638902664185,83,0.4,0.5992575883865356,0.0001,0.4995362460613251,5,0.9962515234947205
1.7268344163894653,84,0.4,0.5950669050216675,0.0001,0.5050070285797119,5,0.9962114691734314
1.7377896308898926,85,0.4,0.5909323692321777,0.0001,0.5104228258132935,5,0.996170699596405
1.7491042613983154,86,0.4,0.5868895053863525,0.0001,0.5157934427261353,5,0.9961299300193787
1.7604118585586548,87,0.4,0.5830188393592834,0.0001,0.5210449695587158,5,0.9960907697677612
1.771732211112976,88,0.4,0.5793017745018005,0.0001,0.5261949300765991,5,0.9960526823997498
1.7829726934432983,89,0.4,0.5757312774658203,0.0001,0.5312181711196899,5,0.9960166811943054
1.7939690351486206,90,0.4,0.5723420977592468,0.0001,0.5360886454582214,5,0.9959833025932312
1.8047538995742798,91,0.4,0.5691483616828918,0.0001,0.5408128499984741,5,0.9959523677825928
1.8152058124542236,92,0.4,0.5661684274673462,0.0001,0.5453441143035889,5,0.9959247708320618
1.8254363536834717,93,0.4,0.5634335279464722,0.0001,0.5497021079063416,5,0.9958997368812561
1.8355207443237305,94,0.4,0.5609486103057861,0.0001,0.5539849996566772,5,0.9958768486976624
1.8457350730895996,95,0.4,0.5585576295852661,0.0001,0.5586466193199158,5,0.9958543181419373
1.856225609779358,96,0.4,0.5559981465339661,0.0001,0.5634095072746277,5,0.9958318471908569
1.8672239780426025,97,0.4,0.5536218881607056,0.0001,0.5681535601615906,5,0.9958080649375916
1.878848910331726,98,0.4,0.5513859391212463,0.0001,0.5729227662086487,5,0.9957818984985352
1.8911463022232056,99,0.4,0.5493201017379761,0.0001,0.5777395963668823,5,0.9957535862922668
