ratios_max,num_epochs,clip_range,ratios_min,learning_rate,approx_TV,num_agents,ratios_mean
1.0,0,0.4,1.0,0.0001,0.0,5,1.0
1.0048511028289795,1,0.4,0.9962252974510193,0.0001,0.0042925067245960236,5,0.9999735355377197
1.0101782083511353,2,0.4,0.9921102523803711,0.0001,0.00899515300989151,5,0.9999444484710693
1.0157772302627563,3,0.4,0.9878205060958862,0.0001,0.013918932527303696,5,0.9999139308929443
1.0215688943862915,4,0.4,0.9834231734275818,0.0001,0.018986403942108154,5,0.9998824596405029
1.0275150537490845,5,0.4,0.9789507985115051,0.0001,0.024161633104085922,5,0.999850332736969
1.0336068868637085,6,0.4,0.974419355392456,0.0001,0.029421884566545486,5,0.9998175501823425
1.039819598197937,7,0.4,0.9698445796966553,0.0001,0.03475230932235718,5,0.9997842311859131
1.046140432357788,8,0.4,0.9652338027954102,0.0001,0.04013717174530029,5,0.9997504353523254
1.052563190460205,9,0.4,0.9605942964553833,0.0001,0.04557109251618385,5,0.9997158050537109
1.0590810775756836,10,0.4,0.9559310674667358,0.0001,0.051051970571279526,5,0.999680757522583
1.0656921863555908,11,0.4,0.9512479901313782,0.0001,0.0565757118165493,5,0.999644935131073
1.072391152381897,12,0.4,0.9465498328208923,0.0001,0.06213874742388725,5,0.9996088743209839
1.0791773796081543,13,0.4,0.9418366551399231,0.0001,0.06775091588497162,5,0.9995723366737366
1.0860542058944702,14,0.4,0.9371101260185242,0.0001,0.07340237498283386,5,0.9995352029800415
1.093018889427185,15,0.4,0.9323716759681702,0.0001,0.07909011095762253,5,0.9994977712631226
1.1000758409500122,16,0.4,0.9276213645935059,0.0001,0.08481286466121674,5,0.9994597434997559
1.1072351932525635,17,0.4,0.9228586554527283,0.0001,0.09056970477104187,5,0.9994213581085205
1.1144847869873047,18,0.4,0.9180774092674255,0.0001,0.09635953605175018,5,0.9993823170661926
1.1218351125717163,19,0.4,0.9132769107818604,0.0001,0.10218389332294464,5,0.9993427395820618
1.1292916536331177,20,0.4,0.908460795879364,0.0001,0.10804115235805511,5,0.9993024468421936
1.1368465423583984,21,0.4,0.9036274552345276,0.0001,0.11393249779939651,5,0.999261736869812
1.1445010900497437,22,0.4,0.8987473249435425,0.0001,0.11985601484775543,5,0.9992202520370483
1.1522557735443115,23,0.4,0.8938432931900024,0.0001,0.1258106529712677,5,0.9991781711578369
