learning_rate,num_agents,approx_TV,clip_range,ratios_min,num_epochs,ratios_max,ratios_mean
0.0002,5,0.0,0.2,1.0,0,1.0,1.0
0.0002,5,0.008396096527576447,0.2,0.989391028881073,1,1.0093419551849365,0.999937891960144
0.0002,5,0.017560042440891266,0.2,0.9779340028762817,2,1.0196796655654907,0.999871551990509
0.0002,5,0.02713916078209877,0.2,0.9661267995834351,3,1.0306295156478882,0.9998043179512024
0.0002,5,0.03697272762656212,0.2,0.9541763067245483,4,1.0420347452163696,0.999737024307251
0.0002,5,0.046978484839200974,0.2,0.942170262336731,5,1.0538278818130493,0.9996703863143921
0.0002,5,0.05710072070360184,0.2,0.9301674365997314,6,1.0659586191177368,0.9996041655540466
0.0002,5,0.0673045963048935,0.2,0.9180949330329895,7,1.0783761739730835,0.9995380640029907
0.0002,5,0.07759455591440201,0.2,0.9059301018714905,8,1.0910998582839966,0.9994732737541199
0.0002,5,0.08796674013137817,0.2,0.8939512372016907,9,1.1041219234466553,0.9994094371795654
0.0002,5,0.09839844703674316,0.2,0.8820512294769287,10,1.1174254417419434,0.9993466138839722
0.0002,5,0.10887903720140457,0.2,0.870265781879425,11,1.1310603618621826,0.9992851614952087
0.0002,5,0.1193937137722969,0.2,0.8585983514785767,12,1.145038366317749,0.9992263317108154
0.0002,5,0.1298510581254959,0.2,0.8471338748931885,13,1.1593835353851318,0.9991693496704102
0.0002,5,0.14031857252120972,0.2,0.8359742760658264,14,1.1740894317626953,0.9991135001182556
0.0002,5,0.1508183777332306,0.2,0.8249399662017822,15,1.1891826391220093,0.9990582466125488
0.0002,5,0.1613609492778778,0.2,0.8140308260917664,16,1.2047009468078613,0.9990041255950928
0.0002,5,0.17194557189941406,0.2,0.8032537698745728,17,1.2206449508666992,0.9989510178565979
0.0002,5,0.18257877230644226,0.2,0.792610228061676,18,1.2370158433914185,0.9988992810249329
0.0002,5,0.1930483877658844,0.2,0.7828760147094727,19,1.253252387046814,0.9988557696342468
0.0002,5,0.20323801040649414,0.2,0.7748024463653564,20,1.2691744565963745,0.9988279342651367
0.0002,5,0.21308468282222748,0.2,0.7684716582298279,21,1.2845878601074219,0.998816192150116
0.0002,5,0.22251300513744354,0.2,0.7634424567222595,22,1.2992030382156372,0.9988217353820801
0.0002,5,0.23146435618400574,0.2,0.7595042586326599,23,1.3130828142166138,0.9988460540771484
0.0002,5,0.2399681806564331,0.2,0.7569820284843445,24,1.32624089717865,0.9988863468170166
0.0002,5,0.24804720282554626,0.2,0.7557340264320374,25,1.3386341333389282,0.9989405870437622
0.0002,5,0.25575944781303406,0.2,0.7555891871452332,26,1.3503532409667969,0.999006450176239
0.0002,5,0.26318609714508057,0.2,0.7534794211387634,27,1.3613295555114746,0.9990803003311157
0.0002,5,0.2702508568763733,0.2,0.7459441423416138,28,1.371678352355957,0.9991562962532043
0.0002,5,0.27687373757362366,0.2,0.7390236854553223,29,1.381388545036316,0.9992266297340393
0.0002,5,0.2832368314266205,0.2,0.7326176762580872,30,1.3904445171356201,0.9992917776107788
0.0002,5,0.28911930322647095,0.2,0.7269666194915771,31,1.3989020586013794,0.9993442296981812
0.0002,5,0.2944789528846741,0.2,0.7222357988357544,32,1.4067819118499756,0.9993808269500732
0.0002,5,0.2993718683719635,0.2,0.71857088804245,33,1.4142450094223022,0.9993969798088074
0.0002,5,0.30441027879714966,0.2,0.7160582542419434,34,1.4213247299194336,0.999392032623291
0.0002,5,0.3096323609352112,0.2,0.7145876288414001,35,1.428078055381775,0.9993682503700256
0.0002,5,0.3143215775489807,0.2,0.7141834497451782,36,1.4344960451126099,0.9993242025375366
0.0002,5,0.3185065984725952,0.2,0.7148183584213257,37,1.4406174421310425,0.9992604851722717
0.0002,5,0.3221496343612671,0.2,0.7163714170455933,38,1.4459354877471924,0.9991791248321533
0.0002,5,0.3252675533294678,0.2,0.7174407839775085,39,1.450210690498352,0.9990876913070679
0.0002,5,0.3279460668563843,0.2,0.718554675579071,40,1.4533494710922241,0.9989914298057556
0.0002,5,0.3302972912788391,0.2,0.7197969555854797,41,1.4552592039108276,0.9988958835601807
0.0002,5,0.33241385221481323,0.2,0.7210723161697388,42,1.456169605255127,0.9988043308258057
0.0002,5,0.33433231711387634,0.2,0.7223197817802429,43,1.4560261964797974,0.9987207651138306
0.0002,5,0.3360794186592102,0.2,0.7235103845596313,44,1.4549366235733032,0.9986458420753479
0.0002,5,0.3378782272338867,0.2,0.724580705165863,45,1.453104853630066,0.9985784888267517
0.0002,5,0.33987191319465637,0.2,0.7252740859985352,46,1.4506361484527588,0.9985184669494629
0.0002,5,0.3426516056060791,0.2,0.7259072065353394,47,1.4477424621582031,0.9984636902809143
0.0002,5,0.34527158737182617,0.2,0.7264741063117981,48,1.4448498487472534,0.9984129071235657
0.0002,5,0.3494108319282532,0.2,0.7270500659942627,49,1.4422098398208618,0.9983622431755066
0.0002,5,0.354626327753067,0.2,0.7276047468185425,50,1.4401448965072632,0.9983184337615967
0.0002,5,0.35942742228507996,0.2,0.7281691431999207,51,1.4386836290359497,0.9982796907424927
0.0002,5,0.36385467648506165,0.2,0.7287580966949463,52,1.4382017850875854,0.9982433915138245
0.0002,5,0.3678744435310364,0.2,0.7293407320976257,53,1.4386316537857056,0.9982091784477234
0.0002,5,0.37145811319351196,0.2,0.7300094366073608,54,1.4398279190063477,0.9981767535209656
0.0002,5,0.3745371103286743,0.2,0.7308558225631714,55,1.4414442777633667,0.9981443285942078
0.0002,5,0.37724024057388306,0.2,0.7316499352455139,56,1.4438344240188599,0.9981114864349365
0.0002,5,0.3796805143356323,0.2,0.729702353477478,57,1.4468697309494019,0.9980776906013489
0.0002,5,0.3819064497947693,0.2,0.7279390096664429,58,1.450457215309143,0.9980438947677612
0.0002,5,0.3842703104019165,0.2,0.726223349571228,59,1.4542186260223389,0.998008668422699
0.0002,5,0.38693270087242126,0.2,0.7234383225440979,60,1.4581217765808105,0.9979714155197144
0.0002,5,0.38983353972435,0.2,0.7209210395812988,61,1.462181568145752,0.9979327917098999
0.0002,5,0.3928663432598114,0.2,0.7176040410995483,62,1.465797781944275,0.9978891611099243
0.0002,5,0.39586806297302246,0.2,0.7132807374000549,63,1.4689221382141113,0.9978407621383667
0.0002,5,0.39894619584083557,0.2,0.7091560363769531,64,1.47158682346344,0.9977843165397644
0.0002,5,0.4024946987628937,0.2,0.7053492665290833,65,1.47404146194458,0.9977160692214966
0.0002,5,0.40598973631858826,0.2,0.7017474174499512,66,1.4767775535583496,0.9976476430892944
0.0002,5,0.4089663326740265,0.2,0.6983447074890137,67,1.4797189235687256,0.9975793957710266
0.0002,5,0.41145774722099304,0.2,0.6951618790626526,68,1.48306143283844,0.9975118637084961
0.0002,5,0.4134865999221802,0.2,0.6922507882118225,69,1.4868954420089722,0.997444748878479
0.0002,5,0.41526177525520325,0.2,0.689579427242279,70,1.4911266565322876,0.9973747134208679
0.0002,5,0.4169141948223114,0.2,0.6870603561401367,71,1.4957733154296875,0.9973068237304688
0.0002,5,0.4185808300971985,0.2,0.6848229765892029,72,1.500814437866211,0.997235119342804
0.0002,5,0.42021632194519043,0.2,0.6827594041824341,73,1.50586998462677,0.9971635937690735
0.0002,5,0.42179882526397705,0.2,0.6807959079742432,74,1.510887622833252,0.9970951080322266
0.0002,5,0.4233863651752472,0.2,0.6790175437927246,75,1.5157746076583862,0.9970269799232483
0.0002,5,0.4251418113708496,0.2,0.6773881316184998,76,1.520310878753662,0.9969570636749268
0.0002,5,0.4271532893180847,0.2,0.6758955717086792,77,1.5246427059173584,0.9968839883804321
0.0002,5,0.4294019937515259,0.2,0.6744839549064636,78,1.528635859489441,0.9968077540397644
0.0002,5,0.4314907491207123,0.2,0.6731584072113037,79,1.532257080078125,0.9967344999313354
0.0002,5,0.4331623315811157,0.2,0.6719226241111755,80,1.5355349779129028,0.9966742992401123
0.0002,5,0.43431520462036133,0.2,0.6708554029464722,81,1.5387006998062134,0.9966124296188354
0.0002,5,0.4350954592227936,0.2,0.6698712110519409,82,1.541785478591919,0.9965533018112183
0.0002,5,0.4354654848575592,0.2,0.6688173413276672,83,1.5448296070098877,0.9964995980262756
0.0002,5,0.43568289279937744,0.2,0.6677457690238953,84,1.5480033159255981,0.9964483380317688
0.0002,5,0.436118483543396,0.2,0.66671222448349,85,1.5510358810424805,0.996387243270874
0.0002,5,0.43688803911209106,0.2,0.6657217741012573,86,1.5539041757583618,0.9963168501853943
0.0002,5,0.4379890561103821,0.2,0.6647282838821411,87,1.5564630031585693,0.9962454438209534
0.0002,5,0.43948647379875183,0.2,0.6636916399002075,88,1.5590450763702393,0.9961695075035095
0.0002,5,0.44093096256256104,0.2,0.6624496579170227,89,1.5614314079284668,0.9960978627204895
0.0002,5,0.4419955313205719,0.2,0.6608017683029175,90,1.5635427236557007,0.9960334897041321
0.0002,5,0.4428090751171112,0.2,0.6590014100074768,91,1.5656616687774658,0.9959715604782104
0.0002,5,0.4436408281326294,0.2,0.6570826172828674,92,1.5681061744689941,0.9958992600440979
0.0002,5,0.44472625851631165,0.2,0.6550077795982361,93,1.5708327293395996,0.9958232045173645
0.0002,5,0.4459031820297241,0.2,0.6527139544487,94,1.574288249015808,0.9957497715950012
0.0002,5,0.4474548399448395,0.2,0.6502669453620911,95,1.578770637512207,0.9956753253936768
0.0002,5,0.4488701820373535,0.2,0.6476171016693115,96,1.5842230319976807,0.9956035614013672
0.0002,5,0.45029217004776,0.2,0.6447438597679138,97,1.589796543121338,0.9955370426177979
0.0002,5,0.4515787363052368,0.2,0.6418781876564026,98,1.5952101945877075,0.9954736232757568
0.0002,5,0.4527325928211212,0.2,0.6392080783843994,99,1.6003543138504028,0.9954059720039368
