ratios_min,clip_range,num_agents,num_epochs,learning_rate,ratios_max,approx_TV,ratios_mean
1.0,0.4,5,0,0.0004,1.0,0.0,1.0
0.9815637469291687,0.4,5,1,0.0004,1.0214481353759766,0.01310373842716217,0.999976396560669
0.9612195491790771,0.4,5,2,0.0004,1.045379638671875,0.02765609323978424,0.9999505281448364
0.9398449659347534,0.4,5,3,0.0004,1.0709353685379028,0.04293909668922424,0.9999234080314636
0.9180360436439514,0.4,5,4,0.0004,1.0978342294692993,0.05880199372768402,0.9998957514762878
0.8960580825805664,0.4,5,5,0.0004,1.1259222030639648,0.07509348541498184,0.9998671412467957
0.8740959763526917,0.4,5,6,0.0004,1.1552268266677856,0.09187887609004974,0.9998368620872498
0.852252185344696,0.4,5,7,0.0004,1.185823678970337,0.10915255546569824,0.9998056888580322
0.8305773735046387,0.4,5,8,0.0004,1.2174910306930542,0.1268138587474823,0.9997729659080505
0.8091318011283875,0.4,5,9,0.0004,1.2505501508712769,0.14486142992973328,0.9997391700744629
0.7879793047904968,0.4,5,10,0.0004,1.2851533889770508,0.16330744326114655,0.9997053146362305
0.7671136856079102,0.4,5,11,0.0004,1.3209880590438843,0.18212945759296417,0.999670684337616
0.7465749979019165,0.4,5,12,0.0004,1.3581056594848633,0.201346293091774,0.999634325504303
0.7264391183853149,0.4,5,13,0.0004,1.3966224193572998,0.22082743048667908,0.9995971918106079
0.7066530585289001,0.4,5,14,0.0004,1.436585783958435,0.24071398377418518,0.9995596408843994
0.6872079968452454,0.4,5,15,0.0004,1.4780775308609009,0.2610243856906891,0.9995216727256775
0.6680881977081299,0.4,5,16,0.0004,1.5212738513946533,0.2819574475288391,0.9994845986366272
0.6492903828620911,0.4,5,17,0.0004,1.5660992860794067,0.3033290505409241,0.9994476437568665
0.630824089050293,0.4,5,18,0.0004,1.6129730939865112,0.3250647783279419,0.9994102120399475
0.6127089262008667,0.4,5,19,0.0004,1.6618013381958008,0.34734007716178894,0.9993734359741211
0.5921174883842468,0.4,5,20,0.0004,1.7125470638275146,0.3701373338699341,0.9993366599082947
0.5722528696060181,0.4,5,21,0.0004,1.7649937868118286,0.39325010776519775,0.999301016330719
0.5540241003036499,0.4,5,22,0.0004,1.8181486129760742,0.416919469833374,0.9992693662643433
0.5378764867782593,0.4,5,23,0.0004,1.8721343278884888,0.44106072187423706,0.9992415904998779
0.5242226719856262,0.4,5,24,0.0004,1.9265415668487549,0.46564528346061707,0.9992193579673767
0.5130501389503479,0.4,5,25,0.0004,1.9807909727096558,0.49076855182647705,0.9992067813873291
0.503868579864502,0.4,5,26,0.0004,2.034515142440796,0.5165071487426758,0.9992026090621948
0.496258020401001,0.4,5,27,0.0004,2.0873239040374756,0.5426363348960876,0.999207079410553
0.49037379026412964,0.4,5,28,0.0004,2.1380724906921387,0.5690932273864746,0.9992213249206543
0.4845694601535797,0.4,5,29,0.0004,2.186283588409424,0.5956705808639526,0.9992435574531555
0.47855401039123535,0.4,5,30,0.0004,2.231647253036499,0.6222057938575745,0.9992756843566895
0.46784764528274536,0.4,5,31,0.0004,2.2742691040039062,0.6479158401489258,0.9993091225624084
0.4579605460166931,0.4,5,32,0.0004,2.314617395401001,0.6719156503677368,0.9993322491645813
0.44923707842826843,0.4,5,33,0.0004,2.353193998336792,0.693350076675415,0.999335765838623
0.4414590001106262,0.4,5,34,0.0004,2.391158103942871,0.7119593620300293,0.9993131756782532
0.43435582518577576,0.4,5,35,0.0004,2.429260015487671,0.7281142473220825,0.9992619752883911
0.42781418561935425,0.4,5,36,0.0004,2.4674768447875977,0.7428935170173645,0.9991856217384338
0.42147117853164673,0.4,5,37,0.0004,2.505624532699585,0.7567918300628662,0.9990916848182678
0.4154566526412964,0.4,5,38,0.0004,2.5438125133514404,0.7695827484130859,0.9989854693412781
0.4098083972930908,0.4,5,39,0.0004,2.581291437149048,0.7800610065460205,0.9988739490509033
0.4046540856361389,0.4,5,40,0.0004,2.6179544925689697,0.7884100079536438,0.9987626075744629
0.4000323414802551,0.4,5,41,0.0004,2.6537926197052,0.7957243919372559,0.9986526370048523
0.39572829008102417,0.4,5,42,0.0004,2.688828706741333,0.803182065486908,0.9985491037368774
0.3915829360485077,0.4,5,43,0.0004,2.7231431007385254,0.8098163604736328,0.9984566569328308
0.3876025974750519,0.4,5,44,0.0004,2.7536556720733643,0.8156186938285828,0.9983778595924377
0.3799687922000885,0.4,5,45,0.0004,2.7805099487304688,0.8208078145980835,0.9983071088790894
0.3714451491832733,0.4,5,46,0.0004,2.8043131828308105,0.8255481719970703,0.9982444643974304
0.3634796142578125,0.4,5,47,0.0004,2.827326774597168,0.8296700716018677,0.9981849789619446
0.3559287488460541,0.4,5,48,0.0004,2.848757743835449,0.8396047353744507,0.9981269836425781
0.34871038794517517,0.4,5,49,0.0004,2.8699090480804443,0.8497258424758911,0.9980658292770386
0.34177806973457336,0.4,5,50,0.0004,2.8917431831359863,0.859775722026825,0.9979955554008484
0.3351054787635803,0.4,5,51,0.0004,2.9154067039489746,0.8699240684509277,0.9979139566421509
0.3286336064338684,0.4,5,52,0.0004,2.9420018196105957,0.8801119327545166,0.9978137612342834
0.32235848903656006,0.4,5,53,0.0004,2.9687094688415527,0.889965295791626,0.9976900219917297
0.3161752223968506,0.4,5,54,0.0004,2.9960358142852783,0.8993815779685974,0.9975429177284241
0.30993980169296265,0.4,5,55,0.0004,3.023118495941162,0.9086894392967224,0.9973754286766052
0.3033486306667328,0.4,5,56,0.0004,3.0480730533599854,0.9180442690849304,0.9971879720687866
0.29653841257095337,0.4,5,57,0.0004,3.0696346759796143,0.9272845983505249,0.9969837069511414
0.28952348232269287,0.4,5,58,0.0004,3.087007761001587,0.9363593459129333,0.9967660307884216
0.28248128294944763,0.4,5,59,0.0004,3.100452423095703,0.9449378252029419,0.9965320825576782
0.2753416895866394,0.4,5,60,0.0004,3.108678102493286,0.9533390998840332,0.9962986707687378
0.26827213168144226,0.4,5,61,0.0004,3.112854242324829,0.961434006690979,0.9960712790489197
0.26143839955329895,0.4,5,62,0.0004,3.1141490936279297,0.968879222869873,0.9958449006080627
0.254925012588501,0.4,5,63,0.0004,3.1126105785369873,0.9754027724266052,0.9956212639808655
0.24880445003509521,0.4,5,64,0.0004,3.1096019744873047,0.9812694787979126,0.9953939318656921
0.242891326546669,0.4,5,65,0.0004,3.10319447517395,0.9867581725120544,0.995169460773468
0.2373071312904358,0.4,5,66,0.0004,3.09797739982605,0.9918769598007202,0.9949405789375305
0.2320399433374405,0.4,5,67,0.0004,3.09548282623291,0.9966987371444702,0.994705080986023
0.22700823843479156,0.4,5,68,0.0004,3.0951802730560303,1.0011966228485107,0.9944601655006409
0.2222689539194107,0.4,5,69,0.0004,3.0990593433380127,1.0057216882705688,0.9942073822021484
0.21770089864730835,0.4,5,70,0.0004,3.106548309326172,1.0101388692855835,0.9939444661140442
0.2133725881576538,0.4,5,71,0.0004,3.117621660232544,1.0142616033554077,0.993671178817749
0.20923560857772827,0.4,5,72,0.0004,3.1292240619659424,1.0183343887329102,0.9933933615684509
0.20528081059455872,0.4,5,73,0.0004,3.140514373779297,1.022898554801941,0.9931157827377319
0.20156626403331757,0.4,5,74,0.0004,3.152735948562622,1.0277650356292725,0.9928412437438965
0.19831039011478424,0.4,5,75,0.0004,3.167673110961914,1.0320186614990234,0.9925550222396851
0.1955103576183319,0.4,5,76,0.0004,3.1865592002868652,1.0354712009429932,0.9922544956207275
0.19274137914180756,0.4,5,77,0.0004,3.203640937805176,1.0381994247436523,0.9919589161872864
0.18986788392066956,0.4,5,78,0.0004,3.216383457183838,1.0408971309661865,0.9916886687278748
0.1869448870420456,0.4,5,79,0.0004,3.225825309753418,1.0438073873519897,0.991441011428833
0.18395358324050903,0.4,5,80,0.0004,3.231710433959961,1.0468759536743164,0.9912092089653015
0.1809103786945343,0.4,5,81,0.0004,3.236802816390991,1.0503320693969727,0.990983784198761
0.17801393568515778,0.4,5,82,0.0004,3.2420685291290283,1.0538630485534668,0.99076247215271
0.175327867269516,0.4,5,83,0.0004,3.2507123947143555,1.0580371618270874,0.9905470609664917
0.1729138195514679,0.4,5,84,0.0004,3.2645246982574463,1.0631365776062012,0.9903333187103271
0.17074519395828247,0.4,5,85,0.0004,3.2823243141174316,1.0685997009277344,0.990113377571106
0.16853104531764984,0.4,5,86,0.0004,3.2984368801116943,1.0740785598754883,0.9899078607559204
0.16614244878292084,0.4,5,87,0.0004,3.3121867179870605,1.0795278549194336,0.9897161722183228
0.16357019543647766,0.4,5,88,0.0004,3.3230526447296143,1.0838356018066406,0.9895469546318054
0.16116298735141754,0.4,5,89,0.0004,3.3376216888427734,1.0871548652648926,0.98936927318573
0.1588166058063507,0.4,5,90,0.0004,3.354266405105591,1.0901122093200684,0.9891822934150696
0.15640468895435333,0.4,5,91,0.0004,3.3694958686828613,1.0933623313903809,0.9890003204345703
0.15400220453739166,0.4,5,92,0.0004,3.3824427127838135,1.097373366355896,0.9888189435005188
0.1516777127981186,0.4,5,93,0.0004,3.3912782669067383,1.1012749671936035,0.9886455535888672
0.1495305597782135,0.4,5,94,0.0004,3.400270700454712,1.1048920154571533,0.9884621500968933
0.14753039181232452,0.4,5,95,0.0004,3.4056763648986816,1.108184576034546,0.988279402256012
0.14546458423137665,0.4,5,96,0.0004,3.4073524475097656,1.1114799976348877,0.9881213307380676
0.14338189363479614,0.4,5,97,0.0004,3.408705949783325,1.1150062084197998,0.9879725575447083
0.1412975937128067,0.4,5,98,0.0004,3.409925699234009,1.118701696395874,0.9878197908401489
0.13925519585609436,0.4,5,99,0.0004,3.4078798294067383,1.1218491792678833,0.9876660108566284
