ratios_max,learning_rate,num_agents,clip_range,ratios_min,num_epochs,approx_TV,ratios_mean
2.4097201824188232,0.0004,5,0.5,0.36029452085494995,55,0.9268362522125244,0.9929239153862
2.418191432952881,0.0004,5,0.5,0.35768717527389526,56,0.9299153685569763,0.9927903413772583
2.42496395111084,0.0004,5,0.5,0.3549506962299347,57,0.933021605014801,0.992654025554657
2.430236577987671,0.0004,5,0.5,0.3523634970188141,58,0.9361268281936646,0.9925054311752319
2.435239553451538,0.0004,5,0.5,0.34996238350868225,59,0.9393253922462463,0.9923439621925354
2.439396619796753,0.0004,5,0.5,0.3478148877620697,60,0.9424384236335754,0.9921725988388062
2.4527764320373535,0.0004,5,0.5,0.3465046286582947,61,0.94413822889328,0.9920085072517395
2.4773519039154053,0.0004,5,0.5,0.3460560142993927,62,0.9445199966430664,0.9918465614318848
2.501617193222046,0.0004,5,0.5,0.34651297330856323,63,0.9437689781188965,0.9916879534721375
2.526005268096924,0.0004,5,0.5,0.3477483093738556,64,0.9420627951622009,0.9915311932563782
2.550461769104004,0.0004,5,0.5,0.3497103750705719,65,0.9394651651382446,0.991377592086792
2.5754716396331787,0.0004,5,0.5,0.3520408570766449,66,0.9365343451499939,0.9912179708480835
2.60299015045166,0.0004,5,0.5,0.3487968146800995,67,0.9341534972190857,0.9910426139831543
2.636183261871338,0.0004,5,0.5,0.34331947565078735,68,0.9347143769264221,0.9908249378204346
2.6756815910339355,0.0004,5,0.5,0.33856549859046936,69,0.9385843276977539,0.9905757904052734
2.7175071239471436,0.0004,5,0.5,0.3342578709125519,70,0.9442261457443237,0.990314781665802
2.759230852127075,0.0004,5,0.5,0.3301013112068176,71,0.9491623640060425,0.990078330039978
2.801079750061035,0.0004,5,0.5,0.3259637951850891,72,0.9533529877662659,0.9898708462715149
2.84232759475708,0.0004,5,0.5,0.3219187259674072,73,0.9565958976745605,0.9896810054779053
2.882999897003174,0.0004,5,0.5,0.31776005029678345,74,0.961724042892456,0.9895102381706238
2.92301344871521,0.0004,5,0.5,0.3132844567298889,75,0.9654154181480408,0.9893530607223511
2.961387872695923,0.0004,5,0.5,0.30853185057640076,76,0.967828094959259,0.9892033338546753
2.995924711227417,0.0004,5,0.5,0.30362311005592346,77,0.9691638946533203,0.9890627264976501
3.0339062213897705,0.0004,5,0.5,0.29900994896888733,78,0.9727303385734558,0.9888904094696045
3.0761146545410156,0.0004,5,0.5,0.2946515381336212,79,0.9787466526031494,0.9886825680732727
3.121534585952759,0.0004,5,0.5,0.29042336344718933,80,0.987126350402832,0.9884417057037354
3.164661407470703,0.0004,5,0.5,0.2861197590827942,81,0.9944658279418945,0.9882106781005859
3.204462766647339,0.0004,5,0.5,0.28167393803596497,82,1.0077769756317139,0.9879851341247559
3.2394161224365234,0.0004,5,0.5,0.2770819067955017,83,1.0296295881271362,0.9877549409866333
3.267503023147583,0.0004,5,0.5,0.2720831334590912,84,1.0494917631149292,0.9875482320785522
3.2928178310394287,0.0004,5,0.5,0.2669312357902527,85,1.0720441341400146,0.9873344302177429
3.3140451908111572,0.0004,5,0.5,0.26161009073257446,86,1.0930029153823853,0.9871359467506409
3.3303401470184326,0.0004,5,0.5,0.2564091086387634,87,1.113188624382019,0.9869461059570312
3.349247694015503,0.0004,5,0.5,0.2518277168273926,88,1.13568115234375,0.9866984486579895
3.3713951110839844,0.0004,5,0.5,0.24738021194934845,89,1.1585114002227783,0.9864238500595093
3.3931174278259277,0.0004,5,0.5,0.24225088953971863,90,1.1786534786224365,0.9861818552017212
3.4237043857574463,0.0004,5,0.5,0.23324023187160492,91,1.195942759513855,0.9859871864318848
3.4787933826446533,0.0004,5,0.5,0.22447526454925537,92,1.2091176509857178,0.9858290553092957
3.535381317138672,0.0004,5,0.5,0.21603253483772278,93,1.22125244140625,0.9856613278388977
3.5932207107543945,0.0004,5,0.5,0.20817752182483673,94,1.2360694408416748,0.9854264855384827
3.649723768234253,0.0004,5,0.5,0.20093846321105957,95,1.2528501749038696,0.985146701335907
3.7005765438079834,0.0004,5,0.5,0.19413690268993378,96,1.2665349245071411,0.9849215149879456
3.7484211921691895,0.0004,5,0.5,0.18847927451133728,97,1.2825474739074707,0.9847339987754822
3.7940165996551514,0.0004,5,0.5,0.18384528160095215,98,1.2985854148864746,0.984570324420929
3.8397555351257324,0.0004,5,0.5,0.1797487884759903,99,1.3144891262054443,0.9844004511833191
