ratios_max,learning_rate,num_agents,clip_range,ratios_min,num_epochs,approx_TV,ratios_mean
1.0,0.0004,5,0.5,1.0,0,0.0,1.0
1.0221803188323975,0.0004,5,0.5,0.9605352282524109,1,0.023749563843011856,0.9997896552085876
1.0462591648101807,0.0004,5,0.5,0.9195838570594788,2,0.04927456006407738,0.9995670914649963
1.0715463161468506,0.0004,5,0.5,0.8784158229827881,3,0.07566702365875244,0.9993368983268738
1.0978569984436035,0.0004,5,0.5,0.8373430967330933,4,0.10259794443845749,0.9991034269332886
1.1248663663864136,0.0004,5,0.5,0.7965282201766968,5,0.13005928695201874,0.9988678097724915
1.152569055557251,0.0004,5,0.5,0.7562825083732605,6,0.15813224017620087,0.9986308217048645
1.1808661222457886,0.0004,5,0.5,0.7166321873664856,7,0.1866186112165451,0.9983932971954346
1.2097926139831543,0.0004,5,0.5,0.6780776977539062,8,0.21554705500602722,0.998155415058136
1.2393072843551636,0.0004,5,0.5,0.6407030820846558,9,0.24488286674022675,0.9979168772697449
1.2702683210372925,0.0004,5,0.5,0.6045510768890381,10,0.2745492458343506,0.9976770281791687
1.3023827075958252,0.0004,5,0.5,0.569716215133667,11,0.3045279085636139,0.9974360466003418
1.3358359336853027,0.0004,5,0.5,0.5362493395805359,12,0.33483830094337463,0.9971948266029358
1.370415449142456,0.0004,5,0.5,0.5041626691818237,13,0.36551880836486816,0.9969525337219238
1.4061193466186523,0.0004,5,0.5,0.47341376543045044,14,0.3966556787490845,0.9967104196548462
1.4427125453948975,0.0004,5,0.5,0.44523122906684875,15,0.42775648832321167,0.9964712858200073
1.4792699813842773,0.0004,5,0.5,0.4212290346622467,16,0.4580309987068176,0.9962440133094788
1.5155282020568848,0.0004,5,0.5,0.40106308460235596,17,0.48734942078590393,0.9960290789604187
1.5514438152313232,0.0004,5,0.5,0.3840259313583374,18,0.5180168151855469,0.9958242177963257
1.5873514413833618,0.0004,5,0.5,0.36978575587272644,19,0.5488317012786865,0.9956287145614624
1.622896671295166,0.0004,5,0.5,0.35786327719688416,20,0.5795431137084961,0.9954420924186707
1.6567734479904175,0.0004,5,0.5,0.3483532965183258,21,0.6098518371582031,0.9952707290649414
1.6887749433517456,0.0004,5,0.5,0.339998722076416,22,0.6394560933113098,0.9951145648956299
1.7190800905227661,0.0004,5,0.5,0.3322356343269348,23,0.6683017015457153,0.9949678778648376
1.7564502954483032,0.0004,5,0.5,0.325568288564682,24,0.6964429616928101,0.9948264956474304
1.801712989807129,0.0004,5,0.5,0.32009071111679077,25,0.7237389087677002,0.9946855902671814
1.8480716943740845,0.0004,5,0.5,0.31573280692100525,26,0.7501975297927856,0.994546115398407
1.8946620225906372,0.0004,5,0.5,0.31251662969589233,27,0.7750743627548218,0.9944169521331787
1.9404677152633667,0.0004,5,0.5,0.31019315123558044,28,0.7983125448226929,0.9942960739135742
1.985960841178894,0.0004,5,0.5,0.3087631165981293,29,0.8199495077133179,0.9941846132278442
2.0311877727508545,0.0004,5,0.5,0.30819642543792725,30,0.8400800228118896,0.9940802454948425
2.074841022491455,0.0004,5,0.5,0.308589369058609,31,0.8579453229904175,0.993993878364563
2.1160473823547363,0.0004,5,0.5,0.30986496806144714,32,0.8735079169273376,0.9939247965812683
2.154888868331909,0.0004,5,0.5,0.31197598576545715,33,0.8867202997207642,0.9938732385635376
2.1901800632476807,0.0004,5,0.5,0.3147598206996918,34,0.8976845741271973,0.9938378930091858
2.220163583755493,0.0004,5,0.5,0.31824979186058044,35,0.9053968191146851,0.9938316345214844
2.243927001953125,0.0004,5,0.5,0.32224830985069275,36,0.910407304763794,0.9938486814498901
2.2622852325439453,0.0004,5,0.5,0.3267592787742615,37,0.9134752750396729,0.9938820600509644
2.2758777141571045,0.0004,5,0.5,0.3314680755138397,38,0.9151688814163208,0.9939297437667847
2.285187005996704,0.0004,5,0.5,0.336243599653244,39,0.9153542518615723,0.9939890503883362
2.2910261154174805,0.0004,5,0.5,0.34097978472709656,40,0.9145588278770447,0.9940487146377563
2.2938954830169678,0.0004,5,0.5,0.34559470415115356,41,0.9130401611328125,0.9941005706787109
2.296232223510742,0.0004,5,0.5,0.3500329554080963,42,0.9111349582672119,0.9941414594650269
2.299053907394409,0.0004,5,0.5,0.3540772497653961,43,0.9092917442321777,0.994159460067749
2.302067995071411,0.0004,5,0.5,0.3577992618083954,44,0.9078545570373535,0.9941552877426147
2.305682897567749,0.0004,5,0.5,0.36120015382766724,45,0.9071035385131836,0.99412602186203
2.3103272914886475,0.0004,5,0.5,0.36420297622680664,46,0.9065502285957336,0.994066596031189
2.3163411617279053,0.0004,5,0.5,0.36653321981430054,47,0.9063416719436646,0.9939849972724915
2.3249990940093994,0.0004,5,0.5,0.3680446147918701,48,0.9072487950325012,0.9938840866088867
2.335575580596924,0.0004,5,0.5,0.3686397075653076,49,0.9091355800628662,0.9937663078308105
2.348443031311035,0.0004,5,0.5,0.3684414029121399,50,0.9121134877204895,0.9936304092407227
2.3623812198638916,0.0004,5,0.5,0.36776086688041687,51,0.9149491786956787,0.9934887886047363
2.3763837814331055,0.0004,5,0.5,0.36653441190719604,52,0.9181011915206909,0.9933406710624695
2.3888299465179443,0.0004,5,0.5,0.3648029863834381,53,0.9212935566902161,0.9931935667991638
2.399806261062622,0.0004,5,0.5,0.36266911029815674,54,0.9241163730621338,0.9930558800697327
