approx_TV,ratios_max,num_epochs,num_agents,clip_range,ratios_mean,learning_rate,ratios_min
0.5214455127716064,1.8055719137191772,57,5,0.3,0.9941026568412781,0.0002,0.563707172870636
0.5254648923873901,1.8113869428634644,58,5,0.3,0.994002103805542,0.0002,0.5612944960594177
0.5288772583007812,1.8175537586212158,59,5,0.3,0.9938926696777344,0.0002,0.559102475643158
0.5324150323867798,1.8247246742248535,60,5,0.3,0.9937729239463806,0.0002,0.5571011304855347
0.5356820821762085,1.8324804306030273,61,5,0.3,0.9936414361000061,0.0002,0.5552424192428589
0.5385761857032776,1.8407491445541382,62,5,0.3,0.9934996962547302,0.0002,0.5534508228302002
0.5409260392189026,1.8496967554092407,63,5,0.3,0.9933413863182068,0.0002,0.5517630577087402
0.542759895324707,1.8591995239257812,64,5,0.3,0.9931672811508179,0.0002,0.550153911113739
0.5442180037498474,1.8690894842147827,65,5,0.3,0.9929789304733276,0.0002,0.5485498309135437
0.5453544855117798,1.879346251487732,66,5,0.3,0.9927781820297241,0.0002,0.5469181537628174
0.5462102890014648,1.8898837566375732,67,5,0.3,0.9925764203071594,0.0002,0.5452228784561157
0.5468372106552124,1.90071702003479,68,5,0.3,0.9923744797706604,0.0002,0.5434644818305969
0.5472491979598999,1.9117881059646606,69,5,0.3,0.9921697378158569,0.0002,0.5416772365570068
0.5475388765335083,1.9225189685821533,70,5,0.3,0.9919604063034058,0.0002,0.5398321747779846
0.5487188696861267,1.932273030281067,71,5,0.3,0.9917482733726501,0.0002,0.5378769636154175
0.5499089360237122,1.9411191940307617,72,5,0.3,0.9915345311164856,0.0002,0.5358858704566956
0.5509500503540039,1.9493407011032104,73,5,0.3,0.9913111925125122,0.0002,0.5339508056640625
0.5517481565475464,1.9576480388641357,74,5,0.3,0.9910772442817688,0.0002,0.5321082472801208
0.5527149438858032,1.9665327072143555,75,5,0.3,0.9908419847488403,0.0002,0.5302557945251465
0.5537312030792236,1.9759373664855957,76,5,0.3,0.9906102418899536,0.0002,0.5284349322319031
0.554905891418457,1.9858676195144653,77,5,0.3,0.9903831481933594,0.0002,0.5266512632369995
0.5563945770263672,1.9961715936660767,78,5,0.3,0.9901620149612427,0.0002,0.5249187350273132
0.5578689575195312,2.0066468715667725,79,5,0.3,0.9899463653564453,0.0002,0.5232117176055908
0.5592814683914185,2.0173392295837402,80,5,0.3,0.9897319674491882,0.0002,0.5215498805046082
0.5607614517211914,2.0278244018554688,81,5,0.3,0.9895225167274475,0.0002,0.519899845123291
0.5659409761428833,2.03747820854187,82,5,0.3,0.9893196225166321,0.0002,0.5182245373725891
0.57107013463974,2.0467846393585205,83,5,0.3,0.9891211986541748,0.0002,0.516554594039917
0.5764198899269104,2.056175470352173,84,5,0.3,0.9889224767684937,0.0002,0.5149052143096924
0.5819533467292786,2.0656638145446777,85,5,0.3,0.9887232780456543,0.0002,0.5133280158042908
0.5870876908302307,2.075754404067993,86,5,0.3,0.9885257482528687,0.0002,0.5119421482086182
0.5919389724731445,2.0864789485931396,87,5,0.3,0.988332211971283,0.0002,0.5105950832366943
0.5963066816329956,2.0972118377685547,88,5,0.3,0.9881564974784851,0.0002,0.5091587901115417
0.5998991131782532,2.1066832542419434,89,5,0.3,0.9879915118217468,0.0002,0.5077437162399292
0.6029529571533203,2.11486554145813,90,5,0.3,0.9878302812576294,0.0002,0.5063983798027039
0.6055333018302917,2.12213397026062,91,5,0.3,0.9876692295074463,0.0002,0.5050959587097168
0.6074428558349609,2.13067364692688,92,5,0.3,0.9874929785728455,0.0002,0.5039536952972412
0.608810544013977,2.1408746242523193,93,5,0.3,0.9872972369194031,0.0002,0.5030991435050964
0.6099674701690674,2.150891065597534,94,5,0.3,0.987092912197113,0.0002,0.5023790597915649
0.6107828617095947,2.1599764823913574,95,5,0.3,0.9868939518928528,0.0002,0.5017574429512024
0.6112672090530396,2.168240785598755,96,5,0.3,0.9867042303085327,0.0002,0.5011501908302307
0.6114893555641174,2.1773626804351807,97,5,0.3,0.9865174889564514,0.0002,0.5005462169647217
0.6113514304161072,2.187795400619507,98,5,0.3,0.9863377809524536,0.0002,0.499900758266449
0.6105778813362122,2.1992359161376953,99,5,0.3,0.9861549139022827,0.0002,0.4993549883365631
