approx_TV,ratios_mean,num_epochs,ratios_max,learning_rate,clip_range,num_agents,ratios_min
0.17029984295368195,0.9967664480209351,34,1.2960575819015503,0.0001,0.2,5,0.7834113836288452
0.17598304152488708,0.9966602921485901,35,1.306362509727478,0.0001,0.2,5,0.7779263854026794
0.18168401718139648,0.9965545535087585,36,1.3166687488555908,0.0001,0.2,5,0.7727770805358887
0.18743166327476501,0.9964501261711121,37,1.326940655708313,0.0001,0.2,5,0.7679697275161743
0.19318409264087677,0.9963479042053223,38,1.3371272087097168,0.0001,0.2,5,0.7634448409080505
0.19893717765808105,0.9962476491928101,39,1.3471834659576416,0.0001,0.2,5,0.7593541741371155
0.2046741396188736,0.9961509704589844,40,1.3570283651351929,0.0001,0.2,5,0.7558093667030334
0.21038244664669037,0.9960579872131348,41,1.3666317462921143,0.0001,0.2,5,0.7529009580612183
0.21606627106666565,0.9959681034088135,42,1.3760569095611572,0.0001,0.2,5,0.7505423426628113
0.22170107066631317,0.9958817958831787,43,1.3852932453155518,0.0001,0.2,5,0.7488394975662231
0.22730709612369537,0.9957981109619141,44,1.394403338432312,0.0001,0.2,5,0.7477079033851624
0.2328772246837616,0.9957181811332703,45,1.4032583236694336,0.0001,0.2,5,0.7471360564231873
0.23841306567192078,0.9956420660018921,46,1.4117035865783691,0.0001,0.2,5,0.7444255948066711
0.24392706155776978,0.9955685138702393,47,1.4197367429733276,0.0001,0.2,5,0.7409891486167908
0.24947910010814667,0.9954944252967834,48,1.4273265600204468,0.0001,0.2,5,0.737741231918335
0.25510919094085693,0.9954182505607605,49,1.4345028400421143,0.0001,0.2,5,0.7346118092536926
0.2608383297920227,0.995339035987854,50,1.4412907361984253,0.0001,0.2,5,0.7315919399261475
0.2666393518447876,0.9952580332756042,51,1.4476927518844604,0.0001,0.2,5,0.7287176251411438
0.27250778675079346,0.9951757192611694,52,1.453757882118225,0.0001,0.2,5,0.7259605526924133
0.2784397602081299,0.9950921535491943,53,1.4595203399658203,0.0001,0.2,5,0.7233553528785706
0.284426748752594,0.9950077533721924,54,1.4650055170059204,0.0001,0.2,5,0.7210258841514587
0.2904677391052246,0.9949226379394531,55,1.470224380493164,0.0001,0.2,5,0.7189388275146484
0.2965484857559204,0.9948366284370422,56,1.475206732749939,0.0001,0.2,5,0.7170664668083191
0.3026652932167053,0.9947502017021179,57,1.4799818992614746,0.0001,0.2,5,0.7153798341751099
0.30878955125808716,0.9946627020835876,58,1.4846068620681763,0.0001,0.2,5,0.7138563394546509
0.31493377685546875,0.9945740699768066,59,1.4891451597213745,0.0001,0.2,5,0.7124913930892944
0.32110658288002014,0.9944838881492615,60,1.4936389923095703,0.0001,0.2,5,0.7112761735916138
0.32730209827423096,0.9943925142288208,61,1.4980496168136597,0.0001,0.2,5,0.7101919651031494
0.33349213004112244,0.9943000078201294,62,1.5023764371871948,0.0001,0.2,5,0.7092170715332031
0.3396901786327362,0.994205892086029,63,1.50655996799469,0.0001,0.2,5,0.7083315253257751
0.34585070610046387,0.9941102862358093,64,1.5105996131896973,0.0001,0.2,5,0.7075185775756836
0.35197022557258606,0.994014322757721,65,1.5144484043121338,0.0001,0.2,5,0.7067488431930542
0.3580421805381775,0.9939175844192505,66,1.5180695056915283,0.0001,0.2,5,0.7059990763664246
0.3640356659889221,0.9938207864761353,67,1.5214377641677856,0.0001,0.2,5,0.7052504420280457
0.36997291445732117,0.9937232136726379,68,1.5245596170425415,0.0001,0.2,5,0.70448899269104
0.37579140067100525,0.9936265349388123,69,1.52744722366333,0.0001,0.2,5,0.703770637512207
0.3814868927001953,0.9935315847396851,70,1.5300850868225098,0.0001,0.2,5,0.7031691670417786
0.3870687186717987,0.9934386014938354,71,1.5324783325195312,0.0001,0.2,5,0.7026690244674683
0.3925011157989502,0.9933477640151978,72,1.5346206426620483,0.0001,0.2,5,0.7022448182106018
0.3977431356906891,0.9932608008384705,73,1.5364470481872559,0.0001,0.2,5,0.7019893527030945
0.4028245806694031,0.9931787252426147,74,1.537886619567871,0.0001,0.2,5,0.7018803954124451
0.4078415632247925,0.993100106716156,75,1.5389769077301025,0.0001,0.2,5,0.701819658279419
0.4127011299133301,0.9930245280265808,76,1.5397963523864746,0.0001,0.2,5,0.7017701864242554
0.41734689474105835,0.9929516315460205,77,1.540444254875183,0.0001,0.2,5,0.7017233967781067
0.42177119851112366,0.9928807616233826,78,1.5409857034683228,0.0001,0.2,5,0.7016053795814514
0.4259384274482727,0.9928131699562073,79,1.5414550304412842,0.0001,0.2,5,0.7014197111129761
0.4298737049102783,0.9927491545677185,80,1.541871190071106,0.0001,0.2,5,0.7011741399765015
0.4335927665233612,0.9926878809928894,81,1.5422035455703735,0.0001,0.2,5,0.700869083404541
0.437145859003067,0.9926287531852722,82,1.54255211353302,0.0001,0.2,5,0.7005119323730469
0.44053101539611816,0.9925724864006042,83,1.5429463386535645,0.0001,0.2,5,0.7001393437385559
0.44376277923583984,0.9925182461738586,84,1.5433498620986938,0.0001,0.2,5,0.6997480392456055
0.44687384366989136,0.992465078830719,85,1.5437731742858887,0.0001,0.2,5,0.6993263959884644
0.44989997148513794,0.9924120903015137,86,1.5442063808441162,0.0001,0.2,5,0.6988468766212463
0.45284080505371094,0.9923582673072815,87,1.544777512550354,0.0001,0.2,5,0.698370635509491
0.4557342231273651,0.992303192615509,88,1.5455697774887085,0.0001,0.2,5,0.6979591250419617
0.458592027425766,0.9922468066215515,89,1.5465798377990723,0.0001,0.2,5,0.6975972652435303
0.46155422925949097,0.9921899437904358,90,1.5476773977279663,0.0001,0.2,5,0.6972792744636536
0.46454864740371704,0.9921330809593201,91,1.548671007156372,0.0001,0.2,5,0.6971204280853271
0.467476487159729,0.9920764565467834,92,1.549477458000183,0.0001,0.2,5,0.6969983577728271
0.47034451365470886,0.9920200109481812,93,1.5501140356063843,0.0001,0.2,5,0.6969008445739746
0.47314882278442383,0.9919643402099609,94,1.5505421161651611,0.0001,0.2,5,0.6967726349830627
0.47589054703712463,0.9919106960296631,95,1.5507029294967651,0.0001,0.2,5,0.6966531276702881
0.4785294532775879,0.9918595552444458,96,1.5505293607711792,0.0001,0.2,5,0.6965304017066956
0.48108845949172974,0.9918093085289001,97,1.5499379634857178,0.0001,0.2,5,0.6963721513748169
0.4835880398750305,0.9917601346969604,98,1.54900324344635,0.0001,0.2,5,0.6962323188781738
0.4860958456993103,0.9917109608650208,99,1.5477790832519531,0.0001,0.2,5,0.6961254477500916
