ratios_max,ratios_min,num_agents,learning_rate,ratios_mean,clip_range,num_epochs,approx_TV
3.3969006538391113,0.28322115540504456,5,0.0004,0.9758589863777161,0.5,72,1.0212032794952393
3.410501003265381,0.28285911679267883,5,0.0004,0.975333571434021,0.5,73,1.0218585729599
3.4257619380950928,0.2822495996952057,5,0.0004,0.9748144745826721,0.5,74,1.0226606130599976
3.442880868911743,0.2813936471939087,5,0.0004,0.9743112921714783,0.5,75,1.0231389999389648
3.4615793228149414,0.28037625551223755,5,0.0004,0.9738268852233887,0.5,76,1.0310505628585815
3.4805409908294678,0.2791678011417389,5,0.0004,0.9733585119247437,0.5,77,1.0402367115020752
3.4914729595184326,0.2776227295398712,5,0.0004,0.9728761911392212,0.5,78,1.0501611232757568
3.493947744369507,0.27582284808158875,5,0.0004,0.9723808765411377,0.5,79,1.0599596500396729
3.491145372390747,0.2738759219646454,5,0.0004,0.9718797206878662,0.5,80,1.0696690082550049
3.4806010723114014,0.27187493443489075,5,0.0004,0.9714098572731018,0.5,81,1.0781785249710083
3.4677722454071045,0.2699123024940491,5,0.0004,0.9709669947624207,0.5,82,1.0860271453857422
3.456005811691284,0.26775193214416504,5,0.0004,0.9705808758735657,0.5,83,1.0931085348129272
3.4454331398010254,0.26564347743988037,5,0.0004,0.9702321887016296,0.5,84,1.0994657278060913
3.4396212100982666,0.26368463039398193,5,0.0004,0.9698390960693359,0.5,85,1.1065919399261475
3.438680410385132,0.26191627979278564,5,0.0004,0.9693852066993713,0.5,86,1.1144882440567017
3.4355831146240234,0.2602660059928894,5,0.0004,0.9688635468482971,0.5,87,1.122733235359192
3.424955368041992,0.25867632031440735,5,0.0004,0.9683452844619751,0.5,88,1.1318012475967407
3.409390687942505,0.257330060005188,5,0.0004,0.9678922891616821,0.5,89,1.141037940979004
3.3919332027435303,0.2560696601867676,5,0.0004,0.9675134420394897,0.5,90,1.1498212814331055
3.381310224533081,0.25519895553588867,5,0.0004,0.9671103954315186,0.5,91,1.1593525409698486
3.3676044940948486,0.25405219197273254,5,0.0004,0.9666700959205627,0.5,92,1.168670654296875
3.3488011360168457,0.2527255117893219,5,0.0004,0.966200053691864,0.5,93,1.1771117448806763
3.323568105697632,0.2512928545475006,5,0.0004,0.9657143354415894,0.5,94,1.1849660873413086
3.293316125869751,0.2494756281375885,5,0.0004,0.9653168320655823,0.5,95,1.1904778480529785
3.2707793712615967,0.24766384065151215,5,0.0004,0.9648857712745667,0.5,96,1.1965956687927246
3.2565970420837402,0.24608828127384186,5,0.0004,0.9644336700439453,0.5,97,1.2037568092346191
3.2437539100646973,0.24474939703941345,5,0.0004,0.9639849662780762,0.5,98,1.2102017402648926
3.2290210723876953,0.24353820085525513,5,0.0004,0.9636410474777222,0.5,99,1.2148444652557373
