ratios_max,ratios_min,num_agents,learning_rate,ratios_mean,clip_range,num_epochs,approx_TV
1.0,1.0,5,0.0004,1.0,0.5,0,0.0
1.0182499885559082,0.9827492237091064,5,0.0004,0.9998372793197632,0.5,1,0.015996985137462616
1.0385035276412964,0.9638161659240723,5,0.0004,0.999657392501831,0.5,2,0.03330212086439133
1.0600234270095825,0.9441077709197998,5,0.0004,0.9994698762893677,0.5,3,0.05125277489423752
1.082566738128662,0.9240938425064087,5,0.0004,0.9992749691009521,0.5,4,0.0695652961730957
1.1062020063400269,0.9041722416877747,5,0.0004,0.9990733861923218,0.5,5,0.08801314979791641
1.1308300495147705,0.8842675685882568,5,0.0004,0.9988654255867004,0.5,6,0.10662999004125595
1.1564514636993408,0.8643582463264465,5,0.0004,0.9986538290977478,0.5,7,0.12525349855422974
1.1829737424850464,0.8444976806640625,5,0.0004,0.9984383583068848,0.5,8,0.14398102462291718
1.210483193397522,0.8248206377029419,5,0.0004,0.9982203841209412,0.5,9,0.1627872884273529
1.2388719320297241,0.8051696419715881,5,0.0004,0.9979996681213379,0.5,10,0.18167981505393982
1.2679444551467896,0.785507082939148,5,0.0004,0.9977755546569824,0.5,11,0.2007693648338318
1.2979334592819214,0.7658704519271851,5,0.0004,0.9975473880767822,0.5,12,0.21997830271720886
1.329081654548645,0.7462589144706726,5,0.0004,0.9973161816596985,0.5,13,0.23929765820503235
1.3621666431427002,0.7267486453056335,5,0.0004,0.9970834255218506,0.5,14,0.2588854730129242
1.3966264724731445,0.7073795795440674,5,0.0004,0.9968488812446594,0.5,15,0.2789052128791809
1.43254554271698,0.688190758228302,5,0.0004,0.9966112971305847,0.5,16,0.29921185970306396
1.4699963331222534,0.6691763401031494,5,0.0004,0.9963703751564026,0.5,17,0.3198155462741852
1.5090969800949097,0.650319516658783,5,0.0004,0.9961262941360474,0.5,18,0.34078705310821533
1.5499595403671265,0.6317598819732666,5,0.0004,0.9958816170692444,0.5,19,0.3621585965156555
1.5926464796066284,0.6134318709373474,5,0.0004,0.9956363439559937,0.5,20,0.38391023874282837
1.6372112035751343,0.5953748822212219,5,0.0004,0.9953907132148743,0.5,21,0.40616121888160706
1.6839604377746582,0.5775255560874939,5,0.0004,0.9951441884040833,0.5,22,0.4289238452911377
1.7326196432113647,0.5583027601242065,5,0.0004,0.994896650314331,0.5,23,0.45225048065185547
1.7834439277648926,0.5387952327728271,5,0.0004,0.9946413636207581,0.5,24,0.47583097219467163
1.8367564678192139,0.5190833210945129,5,0.0004,0.9943719506263733,0.5,25,0.4993000328540802
1.8927547931671143,0.4990731477737427,5,0.0004,0.9940779805183411,0.5,26,0.522722601890564
1.9508447647094727,0.4794013798236847,5,0.0004,0.9937659502029419,0.5,27,0.5458823442459106
2.010470151901245,0.46042853593826294,5,0.0004,0.9934443235397339,0.5,28,0.5695593953132629
2.071321487426758,0.44264236092567444,5,0.0004,0.9931223392486572,0.5,29,0.5934889316558838
2.133225679397583,0.4262484312057495,5,0.0004,0.9928037524223328,0.5,30,0.6171297430992126
2.1944968700408936,0.41152533888816833,5,0.0004,0.9924914240837097,0.5,31,0.6399796605110168
2.255095958709717,0.3982565402984619,5,0.0004,0.9921850562095642,0.5,32,0.6620290279388428
2.311614990234375,0.38673120737075806,5,0.0004,0.9918947815895081,0.5,33,0.683283269405365
2.362405776977539,0.3768511712551117,5,0.0004,0.9916219115257263,0.5,34,0.7062057256698608
2.4066224098205566,0.3685653507709503,5,0.0004,0.9913647174835205,0.5,35,0.7284126281738281
2.443938970565796,0.3622826635837555,5,0.0004,0.991129994392395,0.5,36,0.7497877478599548
2.474602460861206,0.35780832171440125,5,0.0004,0.9909188747406006,0.5,37,0.7705837488174438
2.4977729320526123,0.35525405406951904,5,0.0004,0.9907331466674805,0.5,38,0.7909657955169678
2.5146162509918213,0.35437020659446716,5,0.0004,0.9905650615692139,0.5,39,0.8101533651351929
2.5256733894348145,0.3549930155277252,5,0.0004,0.9904145002365112,0.5,40,0.8279209733009338
2.531536340713501,0.3567659258842468,5,0.0004,0.9902605414390564,0.5,41,0.8437082767486572
2.5343801975250244,0.35931214690208435,5,0.0004,0.9900892972946167,0.5,42,0.8572611808776855
2.538099527359009,0.36216017603874207,5,0.0004,0.9898930191993713,0.5,43,0.8687686920166016
2.5458014011383057,0.3600998520851135,5,0.0004,0.9896724224090576,0.5,44,0.8779503703117371
2.5566024780273438,0.35271570086479187,5,0.0004,0.9894173741340637,0.5,45,0.8863043785095215
2.5704116821289062,0.3460557460784912,5,0.0004,0.9891240000724792,0.5,46,0.8958989381790161
2.588759660720825,0.3402067720890045,5,0.0004,0.9887568354606628,0.5,47,0.9027855396270752
2.6122689247131348,0.33517512679100037,5,0.0004,0.9883000254631042,0.5,48,0.9059354066848755
2.6412265300750732,0.3309304416179657,5,0.0004,0.9877640604972839,0.5,49,0.9069668054580688
2.675236701965332,0.32723599672317505,5,0.0004,0.9871746301651001,0.5,50,0.9066715240478516
2.713932514190674,0.3239021897315979,5,0.0004,0.9865524768829346,0.5,51,0.908295214176178
2.7559244632720947,0.3208751380443573,5,0.0004,0.9859030246734619,0.5,52,0.9099081754684448
2.7995717525482178,0.3180837035179138,5,0.0004,0.9852450489997864,0.5,53,0.9114523530006409
2.8391506671905518,0.31514593958854675,5,0.0004,0.9846268892288208,0.5,54,0.9135180711746216
2.8751718997955322,0.3120790719985962,5,0.0004,0.9840490818023682,0.5,55,0.9161535501480103
2.9078280925750732,0.30888059735298157,5,0.0004,0.9835088849067688,0.5,56,0.9215978384017944
2.9375123977661133,0.3055843710899353,5,0.0004,0.9830065369606018,0.5,57,0.927969753742218
2.96722149848938,0.30236339569091797,5,0.0004,0.982512891292572,0.5,58,0.9344079494476318
3.0007426738739014,0.29930010437965393,5,0.0004,0.9820067286491394,0.5,59,0.941071629524231
3.0361897945404053,0.296471506357193,5,0.0004,0.981477677822113,0.5,60,0.955823540687561
3.07494854927063,0.2938571572303772,5,0.0004,0.9809173345565796,0.5,61,0.9727587699890137
3.1171088218688965,0.2914770841598511,5,0.0004,0.980359673500061,0.5,62,0.9881508350372314
3.1625449657440186,0.28938838839530945,5,0.0004,0.9798134565353394,0.5,63,1.0015461444854736
3.2047314643859863,0.2875080704689026,5,0.0004,0.9793078303337097,0.5,64,1.012657880783081
3.243694543838501,0.28593194484710693,5,0.0004,0.9788309931755066,0.5,65,1.0212680101394653
3.2809042930603027,0.28472352027893066,5,0.0004,0.9784025549888611,0.5,66,1.0264277458190918
3.3140978813171387,0.283916175365448,5,0.0004,0.9779959917068481,0.5,67,1.0289462804794312
3.3402390480041504,0.2833881378173828,5,0.0004,0.9776095151901245,0.5,68,1.0293723344802856
3.3576531410217285,0.28314635157585144,5,0.0004,0.9772165417671204,0.5,69,1.027825117111206
3.3725242614746094,0.2831709086894989,5,0.0004,0.976806640625,0.5,70,1.0248280763626099
3.3846194744110107,0.2833511233329773,5,0.0004,0.9763556718826294,0.5,71,1.021849274635315
