clip_range,learning_rate,num_agents,ratios_mean,ratios_max,num_epochs,approx_TV,ratios_min
0.4,0.0002,5,1.0,1.0,0,0.0,1.0
0.4,0.0002,5,0.9999471306800842,1.00972318649292,1,0.008586034178733826,0.992461085319519
0.4,0.0002,5,0.9998891353607178,1.0204492807388306,2,0.017995387315750122,0.9842654466629028
0.4,0.0002,5,0.9998282790184021,1.0317851305007935,3,0.027842871844768524,0.975756824016571
0.4,0.0002,5,0.9997652173042297,1.043605923652649,4,0.037984926253557205,0.9670517444610596
0.4,0.0002,5,0.9997000098228455,1.05581796169281,5,0.04833822697401047,0.9582156538963318
0.4,0.0002,5,0.9996325373649597,1.0683846473693848,6,0.058872584253549576,0.9492841958999634
0.4,0.0002,5,0.999563455581665,1.081275224685669,7,0.06957535445690155,0.9402880668640137
0.4,0.0002,5,0.9994930624961853,1.094483494758606,8,0.08042387664318085,0.9312390685081482
0.4,0.0002,5,0.999420702457428,1.1080318689346313,9,0.09140481054782867,0.9221416711807251
0.4,0.0002,5,0.9993467926979065,1.1218938827514648,10,0.10250833630561829,0.9129871726036072
0.4,0.0002,5,0.9992709159851074,1.1361137628555298,11,0.11373141407966614,0.9037898778915405
0.4,0.0002,5,0.9991929531097412,1.1506619453430176,12,0.12506084144115448,0.8945191502571106
0.4,0.0002,5,0.9991132616996765,1.1655830144882202,13,0.13650527596473694,0.8851665258407593
0.4,0.0002,5,0.9990324974060059,1.1809052228927612,14,0.14806941151618958,0.8757547736167908
0.4,0.0002,5,0.9989495873451233,1.196601152420044,15,0.15975189208984375,0.8662996292114258
0.4,0.0002,5,0.9988647699356079,1.2127245664596558,16,0.1715591549873352,0.8568017482757568
0.4,0.0002,5,0.9987778663635254,1.2292664051055908,17,0.18350082635879517,0.8472641110420227
0.4,0.0002,5,0.9986883997917175,1.2462372779846191,18,0.19556047022342682,0.8377018570899963
0.4,0.0002,5,0.9985964894294739,1.263674259185791,19,0.2077787220478058,0.8281115293502808
0.4,0.0002,5,0.9985019564628601,1.2815850973129272,20,0.22018687427043915,0.8184927701950073
0.4,0.0002,5,0.9984049201011658,1.3000085353851318,21,0.2327703833580017,0.8088500499725342
0.4,0.0002,5,0.9983054399490356,1.3189541101455688,22,0.24551285803318024,0.7991870641708374
0.4,0.0002,5,0.9982032775878906,1.3384445905685425,23,0.25844427943229675,0.7895076274871826
0.4,0.0002,5,0.9980983138084412,1.3585292100906372,24,0.2715515196323395,0.7798128128051758
0.4,0.0002,5,0.9979904890060425,1.3792498111724854,25,0.2848336696624756,0.7700979113578796
0.4,0.0002,5,0.9978795647621155,1.4006609916687012,26,0.2983620762825012,0.7603573203086853
0.4,0.0002,5,0.9977656602859497,1.4227795600891113,27,0.3122185170650482,0.7505924701690674
0.4,0.0002,5,0.9976483583450317,1.4456384181976318,28,0.3263530135154724,0.7408132553100586
0.4,0.0002,5,0.9975273013114929,1.4692851305007935,29,0.3408028185367584,0.7310114502906799
0.4,0.0002,5,0.9974022507667542,1.4937562942504883,30,0.35569143295288086,0.7211704254150391
0.4,0.0002,5,0.9972764253616333,1.5181488990783691,31,0.37043559551239014,0.7112901210784912
0.4,0.0002,5,0.9971523284912109,1.542050838470459,32,0.3848782777786255,0.7014304399490356
0.4,0.0002,5,0.9970366358757019,1.5637332201004028,33,0.39839160442352295,0.6917530298233032
0.4,0.0002,5,0.9969278573989868,1.5835087299346924,34,0.4110991358757019,0.6822533011436462
0.4,0.0002,5,0.9968268275260925,1.6012096405029297,35,0.42295631766319275,0.6729497909545898
0.4,0.0002,5,0.996738612651825,1.6155998706817627,36,0.4335256814956665,0.6638892889022827
0.4,0.0002,5,0.9966616034507751,1.6291358470916748,37,0.4431222081184387,0.6550783514976501
0.4,0.0002,5,0.9965946078300476,1.6441023349761963,38,0.45218342542648315,0.6464958786964417
0.4,0.0002,5,0.9965349435806274,1.6578201055526733,39,0.4609883725643158,0.638111412525177
0.4,0.0002,5,0.9964824318885803,1.6703976392745972,40,0.46943551301956177,0.6299181580543518
0.4,0.0002,5,0.9964312314987183,1.6827266216278076,41,0.4779224097728729,0.6218462586402893
0.4,0.0002,5,0.996381938457489,1.694885015487671,42,0.48648780584335327,0.6138675808906555
0.4,0.0002,5,0.996335506439209,1.7068849802017212,43,0.49491339921951294,0.6060078144073486
0.4,0.0002,5,0.9962929487228394,1.7186312675476074,44,0.5029610395431519,0.5983762145042419
0.4,0.0002,5,0.9962551593780518,1.7301545143127441,45,0.5105425119400024,0.5909871459007263
0.4,0.0002,5,0.9962198734283447,1.7418513298034668,46,0.5178189277648926,0.5838167071342468
0.4,0.0002,5,0.9961850047111511,1.7542589902877808,47,0.5249850749969482,0.5770177841186523
0.4,0.0002,5,0.9961486458778381,1.7676852941513062,48,0.5321741104125977,0.5705418586730957
0.4,0.0002,5,0.9961079955101013,1.7826640605926514,49,0.5397170782089233,0.5643961429595947
0.4,0.0002,5,0.9960628747940063,1.7994531393051147,50,0.5475879907608032,0.5586194396018982
0.4,0.0002,5,0.9960135817527771,1.8179444074630737,51,0.5556613206863403,0.5532577037811279
0.4,0.0002,5,0.9959564805030823,1.8388359546661377,52,0.5640324354171753,0.5481948256492615
0.4,0.0002,5,0.9958913922309875,1.8619791269302368,53,0.5726402401924133,0.5434839725494385
0.4,0.0002,5,0.9958189725875854,1.8868948221206665,54,0.5813083648681641,0.5393927693367004
0.4,0.0002,5,0.995738685131073,1.9136995077133179,55,0.5901325941085815,0.5359545350074768
0.4,0.0002,5,0.995653510093689,1.9416885375976562,56,0.5989809036254883,0.5331763029098511
0.4,0.0002,5,0.9955658316612244,1.970422387123108,57,0.6077501177787781,0.5306565761566162
0.4,0.0002,5,0.9954779744148254,1.999290943145752,58,0.6159584522247314,0.5285897254943848
0.4,0.0002,5,0.9953867197036743,2.0285370349884033,59,0.6238445043563843,0.52711421251297
0.4,0.0002,5,0.9952948689460754,2.057677745819092,60,0.631324291229248,0.5250608325004578
0.4,0.0002,5,0.9952067136764526,2.0860683917999268,61,0.6384139060974121,0.5218473672866821
0.4,0.0002,5,0.995125412940979,2.113131523132324,62,0.6450885534286499,0.5189193487167358
0.4,0.0002,5,0.9950500726699829,2.1389589309692383,63,0.6513282060623169,0.5162246823310852
0.4,0.0002,5,0.9949794411659241,2.163681745529175,64,0.6571704745292664,0.5137273669242859
0.4,0.0002,5,0.9949101805686951,2.187903881072998,65,0.6636560559272766,0.5114115476608276
0.4,0.0002,5,0.9948412775993347,2.212019205093384,66,0.6716316938400269,0.5092697143554688
0.4,0.0002,5,0.9947707653045654,2.236117362976074,67,0.6793421506881714,0.5062363743782043
0.4,0.0002,5,0.9946991205215454,2.2602317333221436,68,0.6866756677627563,0.5029401183128357
0.4,0.0002,5,0.9946248531341553,2.284360408782959,69,0.6936200261116028,0.4998146593570709
0.4,0.0002,5,0.9945417046546936,2.3093454837799072,70,0.7002285718917847,0.4968353807926178
0.4,0.0002,5,0.9944498538970947,2.335306406021118,71,0.7064923048019409,0.4940154254436493
0.4,0.0002,5,0.9943453073501587,2.3625001907348633,72,0.7124671936035156,0.4889500141143799
0.4,0.0002,5,0.9942255020141602,2.3914737701416016,73,0.7182989120483398,0.48338136076927185
0.4,0.0002,5,0.9940944314002991,2.421358823776245,74,0.7238104343414307,0.47800809144973755
0.4,0.0002,5,0.99395352602005,2.4524128437042236,75,0.7290527820587158,0.47284525632858276
0.4,0.0002,5,0.9938089847564697,2.4839372634887695,76,0.7341281175613403,0.46785417199134827
0.4,0.0002,5,0.9936639666557312,2.5156288146972656,77,0.7391493320465088,0.4630264937877655
0.4,0.0002,5,0.9935227632522583,2.5470798015594482,78,0.7444380521774292,0.45825526118278503
0.4,0.0002,5,0.9933897852897644,2.577420711517334,79,0.7494322061538696,0.4535042345523834
0.4,0.0002,5,0.9932630658149719,2.6068379878997803,80,0.7541545629501343,0.4487871825695038
0.4,0.0002,5,0.9931375980377197,2.635939121246338,81,0.7588194608688354,0.4441846013069153
0.4,0.0002,5,0.9930139183998108,2.6646077632904053,82,0.7633013725280762,0.4396625757217407
0.4,0.0002,5,0.9928932785987854,2.692718744277954,83,0.7675362229347229,0.4351832866668701
0.4,0.0002,5,0.9927745461463928,2.720186233520508,84,0.7717766165733337,0.43076521158218384
0.4,0.0002,5,0.9926571846008301,2.7472879886627197,85,0.7762916088104248,0.42636793851852417
0.4,0.0002,5,0.9925410747528076,2.774003028869629,86,0.7804849743843079,0.42195332050323486
0.4,0.0002,5,0.9924260377883911,2.8004250526428223,87,0.7843832969665527,0.4175648093223572
0.4,0.0002,5,0.9923142194747925,2.826568126678467,88,0.7881348133087158,0.41328760981559753
0.4,0.0002,5,0.9922072887420654,2.8522207736968994,89,0.7917409539222717,0.409138947725296
0.4,0.0002,5,0.9921039938926697,2.8774027824401855,90,0.795296311378479,0.40517041087150574
0.4,0.0002,5,0.9920082092285156,2.901904344558716,91,0.7987847328186035,0.4014984965324402
0.4,0.0002,5,0.9919231534004211,2.9253921508789062,92,0.8021421432495117,0.39816975593566895
0.4,0.0002,5,0.9918524622917175,2.9470250606536865,93,0.8052704334259033,0.395122766494751
0.4,0.0002,5,0.9917890429496765,2.9672629833221436,94,0.808180034160614,0.3924139142036438
0.4,0.0002,5,0.9917252659797668,2.9872841835021973,95,0.8110328912734985,0.39005476236343384
0.4,0.0002,5,0.9916592836380005,3.007430076599121,96,0.8142364025115967,0.3880791664123535
0.4,0.0002,5,0.9915966391563416,3.0260493755340576,97,0.818537712097168,0.38637083768844604
0.4,0.0002,5,0.9915372729301453,3.0431671142578125,98,0.8238143920898438,0.3848608434200287
0.4,0.0002,5,0.991476833820343,3.0589537620544434,99,0.8296831846237183,0.38363710045814514
