clip_range,ratios_min,learning_rate,approx_TV,ratios_mean,ratios_max,num_agents,num_epochs
0.5,1.0,0.0004,0.0,1.0,1.0,5,0
0.5,0.9763427376747131,0.0004,0.019160084426403046,0.9996411800384521,1.0264097452163696,5,1
0.5,0.9505810737609863,0.0004,0.040143322199583054,0.9992477893829346,1.0557613372802734,5,2
0.5,0.9240191578865051,0.0004,0.06216488406062126,0.9988347291946411,1.0871880054473877,5,3
0.5,0.8972887992858887,0.0004,0.0849790871143341,0.9984061121940613,1.1202683448791504,5,4
0.5,0.870525062084198,0.0004,0.10846355557441711,0.9979649186134338,1.154969573020935,5,5
0.5,0.8438878059387207,0.0004,0.13253985345363617,0.9975141882896423,1.1914844512939453,5,6
0.5,0.8175084590911865,0.0004,0.15716658532619476,0.9970541000366211,1.229859709739685,5,7
0.5,0.7911505699157715,0.0004,0.18235725164413452,0.9965828061103821,1.2697246074676514,5,8
0.5,0.7637951374053955,0.0004,0.20827758312225342,0.9961034655570984,1.3111779689788818,5,9
0.5,0.7364543676376343,0.0004,0.2348165214061737,0.9956159591674805,1.3544435501098633,5,10
0.5,0.7091491222381592,0.0004,0.26200371980667114,0.9951207637786865,1.3995177745819092,5,11
0.5,0.6819190979003906,0.0004,0.2898755669593811,0.9946178793907166,1.4465278387069702,5,12
0.5,0.6548012495040894,0.0004,0.31847134232521057,0.9941055774688721,1.4959222078323364,5,13
0.5,0.6278303265571594,0.0004,0.3477896451950073,0.9935863018035889,1.5476109981536865,5,14
0.5,0.6010451316833496,0.0004,0.377895712852478,0.993059515953064,1.601730465888977,5,15
0.5,0.5744451880455017,0.0004,0.4088208079338074,0.9925222992897034,1.6583540439605713,5,16
0.5,0.5481103658676147,0.0004,0.4407210350036621,0.9919769763946533,1.7176051139831543,5,17
0.5,0.5220926403999329,0.0004,0.4742155373096466,0.9914250373840332,1.7795705795288086,5,18
0.5,0.4964347779750824,0.0004,0.5086228847503662,0.9908701181411743,1.8442038297653198,5,19
0.5,0.47156739234924316,0.0004,0.5434958934783936,0.9903139472007751,1.911041259765625,5,20
0.5,0.44753751158714294,0.0004,0.5780124664306641,0.9897593259811401,1.9784778356552124,5,21
0.5,0.42458605766296387,0.0004,0.6118663549423218,0.9892125725746155,2.045682907104492,5,22
0.5,0.40343692898750305,0.0004,0.6441805958747864,0.9886868596076965,2.1113057136535645,5,23
0.5,0.3842824399471283,0.0004,0.6741330623626709,0.9881920218467712,2.1743268966674805,5,24
0.5,0.36715593934059143,0.0004,0.7013731598854065,0.9877365231513977,2.2345404624938965,5,25
0.5,0.3519916832447052,0.0004,0.7259060740470886,0.9873194098472595,2.2908976078033447,5,26
0.5,0.33902448415756226,0.0004,0.7470971941947937,0.9869456887245178,2.342848062515259,5,27
0.5,0.32815608382225037,0.0004,0.7647959589958191,0.9866113066673279,2.3913516998291016,5,28
0.5,0.3195648789405823,0.0004,0.7784654498100281,0.9863195419311523,2.437342882156372,5,29
0.5,0.3131641149520874,0.0004,0.7875665426254272,0.986070990562439,2.478440523147583,5,30
0.5,0.30876606702804565,0.0004,0.7922496199607849,0.9858642816543579,2.514116048812866,5,31
0.5,0.3062308132648468,0.0004,0.7930771708488464,0.9856990575790405,2.544754981994629,5,32
0.5,0.30541563034057617,0.0004,0.7910168766975403,0.9855740666389465,2.5717201232910156,5,33
0.5,0.30599480867385864,0.0004,0.7855502963066101,0.9854814410209656,2.5953640937805176,5,34
0.5,0.3074946105480194,0.0004,0.777601957321167,0.9854164719581604,2.617342472076416,5,35
0.5,0.30981841683387756,0.0004,0.7684126496315002,0.9853755831718445,2.638123035430908,5,36
0.5,0.312737375497818,0.0004,0.7585300207138062,0.9853483438491821,2.6588892936706543,5,37
0.5,0.31614771485328674,0.0004,0.7479792833328247,0.9853313565254211,2.6798226833343506,5,38
0.5,0.3197863698005676,0.0004,0.739577054977417,0.9853178262710571,2.7019600868225098,5,39
0.5,0.3235088288784027,0.0004,0.7380638122558594,0.9853047132492065,2.726294994354248,5,40
0.5,0.3272255063056946,0.0004,0.7364785671234131,0.9852838516235352,2.753007411956787,5,41
0.5,0.33074095845222473,0.0004,0.7351484894752502,0.9852527976036072,2.7821929454803467,5,42
0.5,0.3339841067790985,0.0004,0.7342051863670349,0.9852162599563599,2.814436435699463,5,43
0.5,0.33690059185028076,0.0004,0.733783483505249,0.9851709604263306,2.849294424057007,5,44
0.5,0.3393431603908539,0.0004,0.7337751388549805,0.9851186275482178,2.885767698287964,5,45
0.5,0.3411143720149994,0.0004,0.7352821826934814,0.9850571751594543,2.9236316680908203,5,46
0.5,0.3422875702381134,0.0004,0.7385963201522827,0.9849885702133179,2.9622459411621094,5,47
0.5,0.34258583188056946,0.0004,0.7430768609046936,0.9849086999893188,3.0016376972198486,5,48
0.5,0.3417913019657135,0.0004,0.7485965490341187,0.9848114252090454,3.0423665046691895,5,49
0.5,0.34012019634246826,0.0004,0.7548210024833679,0.984703004360199,3.0824244022369385,5,50
0.5,0.3375301659107208,0.0004,0.7619400024414062,0.9845831990242004,3.1210336685180664,5,51
0.5,0.33419138193130493,0.0004,0.7711605429649353,0.9844561219215393,3.1577188968658447,5,52
0.5,0.330202579498291,0.0004,0.7822257280349731,0.984325647354126,3.19233775138855,5,53
0.5,0.32571741938591003,0.0004,0.7947408556938171,0.9841907024383545,3.226112127304077,5,54
0.5,0.3210240304470062,0.0004,0.8075693845748901,0.9840487837791443,3.2578914165496826,5,55
0.5,0.3163059651851654,0.0004,0.8206324577331543,0.983905017375946,3.2875638008117676,5,56
0.5,0.3114890158176422,0.0004,0.8340559005737305,0.983758270740509,3.3159937858581543,5,57
0.5,0.3066879212856293,0.0004,0.8476088047027588,0.9836125373840332,3.3416271209716797,5,58
0.5,0.3020007610321045,0.0004,0.860988974571228,0.9834814667701721,3.3622286319732666,5,59
0.5,0.29754242300987244,0.0004,0.872471809387207,0.9833604097366333,3.3773372173309326,5,60
0.5,0.29328206181526184,0.0004,0.8821428418159485,0.983252227306366,3.387590169906616,5,61
0.5,0.28950265049934387,0.0004,0.8894302845001221,0.9831671118736267,3.3916425704956055,5,62
0.5,0.28617560863494873,0.0004,0.8951175212860107,0.9831012487411499,3.390814781188965,5,63
0.5,0.2832077443599701,0.0004,0.899304211139679,0.9830514192581177,3.3857674598693848,5,64
0.5,0.28064486384391785,0.0004,0.9020893573760986,0.9830127358436584,3.3779208660125732,5,65
0.5,0.2784467935562134,0.0004,0.9042070508003235,0.982979416847229,3.368980646133423,5,66
0.5,0.27675241231918335,0.0004,0.905362606048584,0.9829351902008057,3.360320568084717,5,67
0.5,0.27548831701278687,0.0004,0.9057024717330933,0.9828738570213318,3.352328062057495,5,68
0.5,0.27448076009750366,0.0004,0.9100964069366455,0.9827947020530701,3.3447341918945312,5,69
0.5,0.27374839782714844,0.0004,0.9235382676124573,0.9826945066452026,3.3383758068084717,5,70
0.5,0.27310705184936523,0.0004,0.9371974468231201,0.9825729727745056,3.333249807357788,5,71
