num_agents,ratios_max,num_epochs,ratios_min,ratios_mean,approx_TV,clip_range,learning_rate
5,2.286607027053833,57,0.42296740412712097,0.9897273778915405,0.7311084866523743,0.4,0.0003
5,2.309715986251831,58,0.42069053649902344,0.9893455505371094,0.7317807078361511,0.4,0.0003
5,2.332998514175415,59,0.41848984360694885,0.988956093788147,0.7333781719207764,0.4,0.0003
5,2.355569362640381,60,0.4162035286426544,0.988559901714325,0.7340904474258423,0.4,0.0003
5,2.376950979232788,61,0.4137685298919678,0.9881694912910461,0.7348535656929016,0.4,0.0003
5,2.3965117931365967,62,0.41123420000076294,0.9877797365188599,0.7356462478637695,0.4,0.0003
5,2.4143598079681396,63,0.4086667001247406,0.9873905777931213,0.7364673018455505,0.4,0.0003
5,2.4321632385253906,64,0.40609315037727356,0.9869943857192993,0.7378151416778564,0.4,0.0003
5,2.4508700370788574,65,0.4035857021808624,0.9865978956222534,0.7396092414855957,0.4,0.0003
5,2.4697811603546143,66,0.4010773301124573,0.9862115383148193,0.7443568706512451,0.4,0.0003
5,2.488961935043335,67,0.3985617160797119,0.9858324527740479,0.7564405202865601,0.4,0.0003
5,2.508882761001587,68,0.39611902832984924,0.9854602813720703,0.7678160667419434,0.4,0.0003
5,2.529505729675293,69,0.39381831884384155,0.9850953221321106,0.7786828279495239,0.4,0.0003
5,2.551173686981201,70,0.39175358414649963,0.9847504496574402,0.7877800464630127,0.4,0.0003
5,2.574594020843506,71,0.38991203904151917,0.9844135642051697,0.7952734231948853,0.4,0.0003
5,2.59822416305542,72,0.38818731904029846,0.9840871691703796,0.801471471786499,0.4,0.0003
5,2.6218321323394775,73,0.38678446412086487,0.9837565422058105,0.8063950538635254,0.4,0.0003
5,2.6444005966186523,74,0.38573765754699707,0.9834215641021729,0.8100675344467163,0.4,0.0003
5,2.6654608249664307,75,0.3849310278892517,0.983085572719574,0.8127763867378235,0.4,0.0003
5,2.6842970848083496,76,0.3842625021934509,0.9827448725700378,0.8148195743560791,0.4,0.0003
5,2.7005975246429443,77,0.3837587833404541,0.9824210405349731,0.8154648542404175,0.4,0.0003
5,2.714491367340088,78,0.38333719968795776,0.9821060299873352,0.8154448866844177,0.4,0.0003
5,2.7259891033172607,79,0.3831229507923126,0.9817777276039124,0.8148545026779175,0.4,0.0003
5,2.7345447540283203,80,0.3829994797706604,0.9814460873603821,0.813449501991272,0.4,0.0003
5,2.7439305782318115,81,0.3828302025794983,0.9811031222343445,0.8114414811134338,0.4,0.0003
5,2.7522201538085938,82,0.3821538984775543,0.9807708263397217,0.8100056648254395,0.4,0.0003
5,2.760761022567749,83,0.38089853525161743,0.9804368615150452,0.8097307682037354,0.4,0.0003
5,2.772522211074829,84,0.3793873190879822,0.9800991415977478,0.809840202331543,0.4,0.0003
5,2.787621021270752,85,0.37758490443229675,0.9797678589820862,0.8104005455970764,0.4,0.0003
5,2.8042330741882324,86,0.37568050622940063,0.9794289469718933,0.8114997148513794,0.4,0.0003
5,2.8207993507385254,87,0.37375015020370483,0.9790897965431213,0.8127226829528809,0.4,0.0003
5,2.837338924407959,88,0.3716965317726135,0.9787531495094299,0.8136895298957825,0.4,0.0003
5,2.8521487712860107,89,0.3694310784339905,0.9784210920333862,0.8217012882232666,0.4,0.0003
5,2.863386392593384,90,0.36703190207481384,0.9780919551849365,0.8296329975128174,0.4,0.0003
5,2.872255802154541,91,0.364851713180542,0.9777618050575256,0.837261974811554,0.4,0.0003
5,2.8767855167388916,92,0.36270445585250854,0.9774298667907715,0.8444238305091858,0.4,0.0003
5,2.878061294555664,93,0.3605721890926361,0.9771175384521484,0.8511753082275391,0.4,0.0003
5,2.876356363296509,94,0.35842037200927734,0.9768543243408203,0.8571579456329346,0.4,0.0003
5,2.874403953552246,95,0.3562728762626648,0.9766076803207397,0.8628728985786438,0.4,0.0003
5,2.874721050262451,96,0.3545212745666504,0.9763336777687073,0.868911623954773,0.4,0.0003
5,2.8769419193267822,97,0.353213369846344,0.976047158241272,0.874937891960144,0.4,0.0003
5,2.8772006034851074,98,0.3521714210510254,0.9757968187332153,0.880156934261322,0.4,0.0003
5,2.873152256011963,99,0.3512578308582306,0.975597083568573,0.8842521905899048,0.4,0.0003
