approx_TV,num_agents,clip_range,num_epochs,learning_rate,ratios_mean,ratios_max,ratios_min
0.20999059081077576,5,0.1,39,0.0002,0.9986315965652466,1.2781484127044678,0.790753960609436
0.20974844694137573,5,0.1,40,0.0002,0.9986159205436707,1.2798212766647339,0.7902340292930603
0.20952802896499634,5,0.1,41,0.0002,0.9985983371734619,1.281449794769287,0.7900750637054443
0.20910698175430298,5,0.1,42,0.0002,0.9985795021057129,1.2827179431915283,0.790185272693634
0.20864355564117432,5,0.1,43,0.0002,0.9985578656196594,1.2836705446243286,0.7903739809989929
0.208139568567276,5,0.1,44,0.0002,0.9985331296920776,1.284468173980713,0.7904238700866699
0.2076108455657959,5,0.1,45,0.0002,0.998505175113678,1.285169243812561,0.7902796864509583
0.20801639556884766,5,0.1,46,0.0002,0.9984757900238037,1.285955786705017,0.7897705435752869
0.2092231810092926,5,0.1,47,0.0002,0.9984505772590637,1.2866829633712769,0.7889559268951416
0.21077430248260498,5,0.1,48,0.0002,0.9984308481216431,1.2873399257659912,0.7879523634910583
0.2128741592168808,5,0.1,49,0.0002,0.9984169602394104,1.287967562675476,0.7868468165397644
0.2150210440158844,5,0.1,50,0.0002,0.9984074831008911,1.2888062000274658,0.7857076525688171
0.21726900339126587,5,0.1,51,0.0002,0.9983991384506226,1.29001784324646,0.7848199605941772
0.21952158212661743,5,0.1,52,0.0002,0.998390793800354,1.291633129119873,0.7841876149177551
0.2217525690793991,5,0.1,53,0.0002,0.9983800649642944,1.2936573028564453,0.7835118174552917
0.22380603849887848,5,0.1,54,0.0002,0.9983652830123901,1.2959790229797363,0.7826402187347412
0.22562569379806519,5,0.1,55,0.0002,0.9983488917350769,1.2982985973358154,0.7816018462181091
0.2272374927997589,5,0.1,56,0.0002,0.9983299374580383,1.300656795501709,0.780429482460022
0.2286963164806366,5,0.1,57,0.0002,0.9983084201812744,1.3031837940216064,0.7790583968162537
0.22997383773326874,5,0.1,58,0.0002,0.998291552066803,1.3050869703292847,0.7773493528366089
0.23125764727592468,5,0.1,59,0.0002,0.9982805252075195,1.3062692880630493,0.7756685614585876
0.23250260949134827,5,0.1,60,0.0002,0.9982738494873047,1.3067195415496826,0.77425616979599
0.23360134661197662,5,0.1,61,0.0002,0.9982717633247375,1.3065847158432007,0.7730535268783569
0.23456154763698578,5,0.1,62,0.0002,0.9982714056968689,1.305982232093811,0.7720349431037903
0.2353747934103012,5,0.1,63,0.0002,0.9982721209526062,1.3050123453140259,0.7711488008499146
0.2360675036907196,5,0.1,64,0.0002,0.9982695579528809,1.3040837049484253,0.7703206539154053
0.23670759797096252,5,0.1,65,0.0002,0.9982613325119019,1.3035017251968384,0.7694656252861023
0.23745056986808777,5,0.1,66,0.0002,0.9982503652572632,1.3026437759399414,0.7686570286750793
0.2382274866104126,5,0.1,67,0.0002,0.9982404708862305,1.3013049364089966,0.767990231513977
0.23909175395965576,5,0.1,68,0.0002,0.9982344508171082,1.2993531227111816,0.7674564719200134
0.23998919129371643,5,0.1,69,0.0002,0.998228907585144,1.2969746589660645,0.7669864296913147
0.24070850014686584,5,0.1,70,0.0002,0.9982233643531799,1.2943847179412842,0.7666096091270447
0.2413005828857422,5,0.1,71,0.0002,0.9982176423072815,1.2915239334106445,0.7659568786621094
0.24183890223503113,5,0.1,72,0.0002,0.998207688331604,1.2889102697372437,0.7652330994606018
0.24231413006782532,5,0.1,73,0.0002,0.9981921911239624,1.2873553037643433,0.7645957469940186
0.24267520010471344,5,0.1,74,0.0002,0.9981783628463745,1.2864731550216675,0.764090895652771
0.24304795265197754,5,0.1,75,0.0002,0.998170018196106,1.2848827838897705,0.7636088132858276
0.24336151778697968,5,0.1,76,0.0002,0.9981696009635925,1.282388687133789,0.7631937265396118
0.24370920658111572,5,0.1,77,0.0002,0.9981712102890015,1.2799679040908813,0.7630143165588379
0.24392688274383545,5,0.1,78,0.0002,0.9981722235679626,1.2776583433151245,0.762743353843689
0.24411629140377045,5,0.1,79,0.0002,0.9981693625450134,1.2762876749038696,0.7625302076339722
0.24423746764659882,5,0.1,80,0.0002,0.9981593489646912,1.2760385274887085,0.7621270418167114
0.24435019493103027,5,0.1,81,0.0002,0.9981468915939331,1.2759889364242554,0.7615102529525757
0.24471011757850647,5,0.1,82,0.0002,0.998133659362793,1.2760381698608398,0.761049211025238
0.245092511177063,5,0.1,83,0.0002,0.9981197714805603,1.2761257886886597,0.7608343958854675
0.24531786143779755,5,0.1,84,0.0002,0.9981094002723694,1.2754621505737305,0.7608815431594849
0.24523401260375977,5,0.1,85,0.0002,0.9980975389480591,1.27454674243927,0.7608934044837952
0.24520330131053925,5,0.1,86,0.0002,0.9980823993682861,1.2740193605422974,0.7609675526618958
0.2453446388244629,5,0.1,87,0.0002,0.9980666637420654,1.2740132808685303,0.7609659433364868
0.24558840692043304,5,0.1,88,0.0002,0.9980514049530029,1.274213194847107,0.760983943939209
0.2456652671098709,5,0.1,89,0.0002,0.9980321526527405,1.2742383480072021,0.7610467076301575
0.2457815706729889,5,0.1,90,0.0002,0.9980091452598572,1.273942232131958,0.7611181735992432
0.24608659744262695,5,0.1,91,0.0002,0.9979833960533142,1.2736567258834839,0.7612211108207703
0.24634097516536713,5,0.1,92,0.0002,0.997958242893219,1.2733285427093506,0.7611410021781921
0.24635519087314606,5,0.1,93,0.0002,0.9979396462440491,1.2725507020950317,0.7606871128082275
0.24636010825634003,5,0.1,94,0.0002,0.9979196786880493,1.2720601558685303,0.7604546546936035
0.24653655290603638,5,0.1,95,0.0002,0.9978980422019958,1.2718766927719116,0.7606261968612671
0.24654392898082733,5,0.1,96,0.0002,0.9978753924369812,1.2715156078338623,0.7609009742736816
0.24638600647449493,5,0.1,97,0.0002,0.9978505373001099,1.270790934562683,0.7609574198722839
0.2464875727891922,5,0.1,98,0.0002,0.9978320002555847,1.2706083059310913,0.7607529759407043
0.24660885334014893,5,0.1,99,0.0002,0.9978097081184387,1.2712727785110474,0.760634183883667
