ratios_max,num_epochs,ratios_mean,clip_range,learning_rate,num_agents,ratios_min,approx_TV
1.0,0,1.0,0.5,0.0001,5,1.0,0.0
1.0045394897460938,1,0.9999591112136841,0.5,0.0001,5,0.9956647753715515,0.004009149968624115
1.0095278024673462,2,0.9999135136604309,0.5,0.0001,5,0.990941047668457,0.008383341133594513
1.0147597789764404,3,0.9998654127120972,0.5,0.0001,5,0.9859520196914673,0.0129389688372612
1.020163893699646,4,0.9998156428337097,0.5,0.0001,5,0.9808104634284973,0.017611511051654816
1.0257073640823364,5,0.9997645616531372,0.5,0.0001,5,0.9755704998970032,0.022365853190422058
1.0313600301742554,6,0.9997129440307617,0.5,0.0001,5,0.9702289700508118,0.02718399465084076
1.037114143371582,7,0.9996609091758728,0.5,0.0001,5,0.9648440480232239,0.032049618661403656
1.0429534912109375,8,0.9996084570884705,0.5,0.0001,5,0.9594079852104187,0.03695106506347656
1.0488823652267456,9,0.999555230140686,0.5,0.0001,5,0.9539439082145691,0.04188702255487442
1.0548886060714722,10,0.9995017647743225,0.5,0.0001,5,0.9484586715698242,0.046850524842739105
1.060973048210144,11,0.9994477033615112,0.5,0.0001,5,0.9429575800895691,0.05183083564043045
1.067134141921997,12,0.999393105506897,0.5,0.0001,5,0.9374457597732544,0.056827545166015625
1.0733671188354492,13,0.9993380308151245,0.5,0.0001,5,0.9319407343864441,0.0618441104888916
1.0796692371368408,14,0.9992823600769043,0.5,0.0001,5,0.9264377951622009,0.06686960160732269
1.086049199104309,15,0.9992259740829468,0.5,0.0001,5,0.9209343791007996,0.07187734544277191
1.0925637483596802,16,0.9991691708564758,0.5,0.0001,5,0.9154205322265625,0.07688797265291214
1.0991579294204712,17,0.9991118907928467,0.5,0.0001,5,0.9099958539009094,0.08190697431564331
1.1058266162872314,18,0.9990541934967041,0.5,0.0001,5,0.904571533203125,0.08693364262580872
1.1125794649124146,19,0.9989957213401794,0.5,0.0001,5,0.8991479277610779,0.09196749329566956
1.1194270849227905,20,0.9989369511604309,0.5,0.0001,5,0.8937227129936218,0.09700959175825119
1.1263625621795654,21,0.9988780617713928,0.5,0.0001,5,0.8882960677146912,0.10206093639135361
