ratios_max,num_epochs,ratios_mean,clip_range,learning_rate,num_agents,ratios_min,approx_TV
1.133376121520996,22,0.9988186955451965,0.5,0.0001,5,0.8828798532485962,0.10711851716041565
1.1404956579208374,23,0.9987592101097107,0.5,0.0001,5,0.8774534463882446,0.11217101663351059
1.1476991176605225,24,0.9986992478370667,0.5,0.0001,5,0.8720347881317139,0.11721396446228027
1.1549832820892334,25,0.998638927936554,0.5,0.0001,5,0.866618812084198,0.12227190285921097
1.1623483896255493,26,0.9985783100128174,0.5,0.0001,5,0.8611952066421509,0.1273805797100067
1.169769287109375,27,0.9985175132751465,0.5,0.0001,5,0.8557767271995544,0.1325026899576187
1.1772980690002441,28,0.9984564781188965,0.5,0.0001,5,0.8503504395484924,0.1376248300075531
1.1849156618118286,29,0.9983949065208435,0.5,0.0001,5,0.8449161648750305,0.1427546739578247
1.1926145553588867,30,0.998333215713501,0.5,0.0001,5,0.8394750356674194,0.14789140224456787
1.2003891468048096,31,0.9982713460922241,0.5,0.0001,5,0.8340442776679993,0.1530333310365677
1.208242654800415,32,0.9982087016105652,0.5,0.0001,5,0.828644335269928,0.15819086134433746
1.2161798477172852,33,0.9981456398963928,0.5,0.0001,5,0.8232395052909851,0.16334398090839386
1.224208950996399,34,0.9980823397636414,0.5,0.0001,5,0.8178287744522095,0.16850164532661438
1.2323306798934937,35,0.9980188608169556,0.5,0.0001,5,0.81241375207901,0.17367024719715118
1.240546703338623,36,0.9979549050331116,0.5,0.0001,5,0.8069953918457031,0.17884960770606995
1.248862385749817,37,0.9978905320167542,0.5,0.0001,5,0.8015718460083008,0.18403899669647217
1.2572224140167236,38,0.9978259801864624,0.5,0.0001,5,0.7961432933807373,0.18924114108085632
1.2656910419464111,39,0.9977610111236572,0.5,0.0001,5,0.7906965017318726,0.1944567710161209
1.2742762565612793,40,0.9976958632469177,0.5,0.0001,5,0.7852374911308289,0.19968357682228088
1.2829867601394653,41,0.99763023853302,0.5,0.0001,5,0.7797767519950867,0.20493043959140778
1.2918206453323364,42,0.9975641965866089,0.5,0.0001,5,0.7743116021156311,0.21019460260868073
1.300781011581421,43,0.9974976778030396,0.5,0.0001,5,0.768844723701477,0.21547600626945496
1.3098924160003662,44,0.9974307417869568,0.5,0.0001,5,0.763380765914917,0.22077526152133942
1.3190912008285522,45,0.9973637461662292,0.5,0.0001,5,0.7579137086868286,0.22609259188175201
1.3283789157867432,46,0.9972962737083435,0.5,0.0001,5,0.752449095249176,0.23143085837364197
1.3378058671951294,47,0.9972286224365234,0.5,0.0001,5,0.7469882369041443,0.2368718683719635
1.3473769426345825,48,0.9971606135368347,0.5,0.0001,5,0.7415321469306946,0.2423611581325531
1.3570728302001953,49,0.9970923066139221,0.5,0.0001,5,0.7360792756080627,0.24788159132003784
1.3669041395187378,50,0.9970236420631409,0.5,0.0001,5,0.7306293249130249,0.2534405291080475
1.3768960237503052,51,0.9969546794891357,0.5,0.0001,5,0.7251814007759094,0.25905585289001465
1.387056589126587,52,0.9968855381011963,0.5,0.0001,5,0.7197375297546387,0.2647136449813843
1.3973859548568726,53,0.9968159198760986,0.5,0.0001,5,0.7143003344535828,0.27041321992874146
1.4078807830810547,54,0.996745765209198,0.5,0.0001,5,0.7088720798492432,0.27615243196487427
1.4185453653335571,55,0.9966751933097839,0.5,0.0001,5,0.703448474407196,0.281931072473526
1.4293702840805054,56,0.996604323387146,0.5,0.0001,5,0.6980308890342712,0.28775554895401
1.440495491027832,57,0.9965329170227051,0.5,0.0001,5,0.6926194429397583,0.29362747073173523
1.4517844915390015,58,0.9964612722396851,0.5,0.0001,5,0.687210738658905,0.29955318570137024
1.463235855102539,59,0.9963893294334412,0.5,0.0001,5,0.6818064451217651,0.3055328130722046
1.4748713970184326,60,0.9963169097900391,0.5,0.0001,5,0.6764078736305237,0.3115557134151459
1.4866920709609985,61,0.9962441325187683,0.5,0.0001,5,0.6710123419761658,0.31762993335723877
1.4986909627914429,62,0.9961707592010498,0.5,0.0001,5,0.6656198501586914,0.323754221200943
1.5108819007873535,63,0.9960975050926208,0.5,0.0001,5,0.6602493524551392,0.32993632555007935
1.5232714414596558,64,0.9960241913795471,0.5,0.0001,5,0.6549218893051147,0.3361765742301941
1.5358402729034424,65,0.9959506988525391,0.5,0.0001,5,0.6491203904151917,0.34247228503227234
1.548599123954773,66,0.9958767294883728,0.5,0.0001,5,0.6431871652603149,0.3488137125968933
1.561553716659546,67,0.9958025217056274,0.5,0.0001,5,0.6372387409210205,0.35520821809768677
1.5747082233428955,68,0.9957277774810791,0.5,0.0001,5,0.6312748789787292,0.36166679859161377
1.588032603263855,69,0.9956529140472412,0.5,0.0001,5,0.625300943851471,0.36818891763687134
1.601548433303833,70,0.9955776333808899,0.5,0.0001,5,0.6193175315856934,0.3747820556163788
1.6152732372283936,71,0.9955022931098938,0.5,0.0001,5,0.6133272647857666,0.38144806027412415
1.6292402744293213,72,0.9954266548156738,0.5,0.0001,5,0.6073185801506042,0.3881964087486267
1.6435154676437378,73,0.995351254940033,0.5,0.0001,5,0.6012986898422241,0.39501792192459106
1.6579647064208984,74,0.9952760934829712,0.5,0.0001,5,0.5952662825584412,0.4019063115119934
1.6726176738739014,75,0.9952009320259094,0.5,0.0001,5,0.5892237424850464,0.4088708460330963
1.6874310970306396,76,0.9951255321502686,0.5,0.0001,5,0.5831584334373474,0.41590121388435364
1.7024582624435425,77,0.9950481653213501,0.5,0.0001,5,0.5770307183265686,0.42289984226226807
1.717732310295105,78,0.9949682354927063,0.5,0.0001,5,0.5708406567573547,0.429852157831192
1.7332674264907837,79,0.9948864579200745,0.5,0.0001,5,0.5645968317985535,0.43677935004234314
1.7490638494491577,80,0.9948029518127441,0.5,0.0001,5,0.5583042502403259,0.44369903206825256
1.7651532888412476,81,0.9947157502174377,0.5,0.0001,5,0.5519213080406189,0.4505128860473633
1.7815324068069458,82,0.9946251511573792,0.5,0.0001,5,0.54545658826828,0.4574151635169983
1.798191785812378,83,0.994531512260437,0.5,0.0001,5,0.5389242172241211,0.46429890394210815
1.8151874542236328,84,0.9944338202476501,0.5,0.0001,5,0.5323114395141602,0.4711146056652069
1.8325004577636719,85,0.9943329691886902,0.5,0.0001,5,0.5256434082984924,0.47787463665008545
1.8500511646270752,86,0.99422687292099,0.5,0.0001,5,0.5188968181610107,0.4847641587257385
1.8677955865859985,87,0.9941164255142212,0.5,0.0001,5,0.5121071338653564,0.4921082556247711
1.8857407569885254,88,0.9940017461776733,0.5,0.0001,5,0.5052914023399353,0.49944937229156494
1.9038864374160767,89,0.9938836693763733,0.5,0.0001,5,0.4984681308269501,0.5067692995071411
1.922165870666504,90,0.9937633275985718,0.5,0.0001,5,0.49177345633506775,0.5140522122383118
1.9406189918518066,91,0.9936407804489136,0.5,0.0001,5,0.48518794775009155,0.5213148593902588
1.9592605829238892,92,0.9935168027877808,0.5,0.0001,5,0.47870877385139465,0.5285601615905762
1.9781088829040527,93,0.993390679359436,0.5,0.0001,5,0.47233107686042786,0.5357985496520996
1.9970191717147827,94,0.9932643175125122,0.5,0.0001,5,0.4661106765270233,0.5430182218551636
2.015829086303711,95,0.9931386113166809,0.5,0.0001,5,0.46010109782218933,0.5501629114151001
2.0345873832702637,96,0.993013322353363,0.5,0.0001,5,0.4542783498764038,0.5572469234466553
2.0532760620117188,97,0.9928886890411377,0.5,0.0001,5,0.44865018129348755,0.5642609596252441
2.071842670440674,98,0.9927689433097839,0.5,0.0001,5,0.4433879554271698,0.5711779594421387
2.0903432369232178,99,0.9926535487174988,0.5,0.0001,5,0.438442200422287,0.5780152082443237
