ratios_max,approx_TV,learning_rate,clip_range,num_epochs,ratios_min,num_agents,ratios_mean
1.0,0.0,0.0004,0.3,0,1.0,5,1.0
1.0187594890594482,0.01677080988883972,0.0004,0.3,1,0.978818953037262,5,0.9998761415481567
1.0397741794586182,0.03505709022283554,0.0004,0.3,2,0.956234872341156,5,0.9997477531433105
1.0622649192810059,0.05407632142305374,0.0004,0.3,3,0.933297336101532,5,0.9996199607849121
1.08588707447052,0.07351721823215485,0.0004,0.3,4,0.9101065993309021,5,0.9994930028915405
1.1105644702911377,0.09328494966030121,0.0004,0.3,5,0.8869808912277222,5,0.9993693232536316
1.1363263130187988,0.11329092085361481,0.0004,0.3,6,0.8641661405563354,5,0.9992495775222778
1.1632778644561768,0.13339228928089142,0.0004,0.3,7,0.8419197201728821,5,0.9991371035575867
1.1915055513381958,0.15348592400550842,0.0004,0.3,8,0.8203817009925842,5,0.999027669429779
1.2210700511932373,0.17372067272663116,0.0004,0.3,9,0.7992554306983948,5,0.998921275138855
1.2520437240600586,0.1941073089838028,0.0004,0.3,10,0.7785689830780029,5,0.9988196492195129
1.2847248315811157,0.21477407217025757,0.0004,0.3,11,0.758543848991394,5,0.9987240433692932
1.318928599357605,0.2356749027967453,0.0004,0.3,12,0.7387700080871582,5,0.998633623123169
1.3549470901489258,0.2568160891532898,0.0004,0.3,13,0.7191037535667419,5,0.9985499382019043
1.39202880859375,0.27816617488861084,0.0004,0.3,14,0.6988648772239685,5,0.9984709024429321
1.4296600818634033,0.2998935580253601,0.0004,0.3,15,0.6793907880783081,5,0.998397171497345
1.4665687084197998,0.32121986150741577,0.0004,0.3,16,0.6625475883483887,5,0.9983486533164978
1.5024579763412476,0.3418266177177429,0.0004,0.3,17,0.6486799716949463,5,0.9983323216438293
1.536874532699585,0.361655056476593,0.0004,0.3,18,0.6363510489463806,5,0.9983514547348022
1.5696500539779663,0.38094618916511536,0.0004,0.3,19,0.6272396445274353,5,0.9984039068222046
1.6008000373840332,0.3992627263069153,0.0004,0.3,20,0.6208102107048035,5,0.9984827041625977
1.6302813291549683,0.4173172116279602,0.0004,0.3,21,0.6166430115699768,5,0.99857097864151
1.6579164266586304,0.4341779947280884,0.0004,0.3,22,0.6143227219581604,5,0.9986576437950134
1.683260440826416,0.44951027631759644,0.0004,0.3,23,0.611565351486206,5,0.9987428784370422
1.706447958946228,0.46326154470443726,0.0004,0.3,24,0.5998969078063965,5,0.998802900314331
1.7272510528564453,0.4753812253475189,0.0004,0.3,25,0.5899110436439514,5,0.9988395571708679
1.7454710006713867,0.48529595136642456,0.0004,0.3,26,0.5821179151535034,5,0.9988473653793335
1.761190414428711,0.4930015206336975,0.0004,0.3,27,0.5764390230178833,5,0.9988217353820801
1.7735044956207275,0.4990069270133972,0.0004,0.3,28,0.5731618404388428,5,0.998757004737854
1.7818008661270142,0.5065510272979736,0.0004,0.3,29,0.5721896886825562,5,0.998656153678894
1.7861933708190918,0.5133271813392639,0.0004,0.3,30,0.5713565945625305,5,0.9985209703445435
1.7870930433273315,0.5189617872238159,0.0004,0.3,31,0.5719272494316101,5,0.9983552694320679
1.7848621606826782,0.5233597755432129,0.0004,0.3,32,0.5738164782524109,5,0.9981635212898254
1.7801504135131836,0.5264742970466614,0.0004,0.3,33,0.5767925977706909,5,0.997952401638031
1.7735193967819214,0.5295162200927734,0.0004,0.3,34,0.5805025100708008,5,0.9977281093597412
1.7652968168258667,0.5325095057487488,0.0004,0.3,35,0.5843309164047241,5,0.9975131750106812
1.7561774253845215,0.5381800532341003,0.0004,0.3,36,0.5838736295700073,5,0.9973086714744568
1.7467703819274902,0.549850583076477,0.0004,0.3,37,0.5844525694847107,5,0.9971189498901367
1.73782479763031,0.5613057613372803,0.0004,0.3,38,0.5859012007713318,5,0.9969437122344971
1.7299680709838867,0.5713379979133606,0.0004,0.3,39,0.5883159637451172,5,0.9967999458312988
1.7239035367965698,0.5800827145576477,0.0004,0.3,40,0.5916018486022949,5,0.9966822862625122
1.7207878828048706,0.5877890586853027,0.0004,0.3,41,0.5955466628074646,5,0.9965745210647583
1.7203161716461182,0.5943294763565063,0.0004,0.3,42,0.5999104380607605,5,0.9964797496795654
1.7225581407546997,0.6000900268554688,0.0004,0.3,43,0.6009043455123901,5,0.9963899254798889
1.7263107299804688,0.6049299240112305,0.0004,0.3,44,0.5983000993728638,5,0.9963035583496094
1.7325278520584106,0.6086232662200928,0.0004,0.3,45,0.5908864140510559,5,0.9962081909179688
1.7408087253570557,0.6115463972091675,0.0004,0.3,46,0.582945704460144,5,0.9960981607437134
1.7508423328399658,0.6135327816009521,0.0004,0.3,47,0.5759373903274536,5,0.9959720969200134
1.761921763420105,0.6149283051490784,0.0004,0.3,48,0.5697861909866333,5,0.9958382844924927
1.7731153964996338,0.616584837436676,0.0004,0.3,49,0.5645665526390076,5,0.9956935048103333
1.7850643396377563,0.6204907298088074,0.0004,0.3,50,0.5600137114524841,5,0.9955448508262634
1.7972846031188965,0.6247382760047913,0.0004,0.3,51,0.5557660460472107,5,0.9953870177268982
1.8092418909072876,0.6296203136444092,0.0004,0.3,52,0.5516131520271301,5,0.9952234625816345
1.820755958557129,0.6348608732223511,0.0004,0.3,53,0.5477100014686584,5,0.9950523376464844
1.8319108486175537,0.6404107809066772,0.0004,0.3,54,0.5439375638961792,5,0.9948752522468567
1.8426531553268433,0.6457648277282715,0.0004,0.3,55,0.5402125716209412,5,0.994696855545044
1.8524614572525024,0.6502322554588318,0.0004,0.3,56,0.5361661911010742,5,0.9945396780967712
1.86191987991333,0.6538861393928528,0.0004,0.3,57,0.5319859981536865,5,0.9943897724151611
1.871566891670227,0.6574487686157227,0.0004,0.3,58,0.5278488397598267,5,0.9942405819892883
1.8811109066009521,0.6608140468597412,0.0004,0.3,59,0.5237466096878052,5,0.9940778017044067
1.889594316482544,0.6639423370361328,0.0004,0.3,60,0.5194740295410156,5,0.9939112067222595
1.8963309526443481,0.6669063568115234,0.0004,0.3,61,0.5150551795959473,5,0.9937548041343689
1.901434063911438,0.6703050136566162,0.0004,0.3,62,0.5106449723243713,5,0.9935973882675171
1.9051092863082886,0.6736785769462585,0.0004,0.3,63,0.506287157535553,5,0.9934355020523071
1.9079135656356812,0.6774401664733887,0.0004,0.3,64,0.5015164017677307,5,0.9932706356048584
1.9119879007339478,0.6815338730812073,0.0004,0.3,65,0.49645504355430603,5,0.9931052327156067
1.9170938730239868,0.6851760745048523,0.0004,0.3,66,0.4911516308784485,5,0.9929375052452087
1.923495888710022,0.6886564493179321,0.0004,0.3,67,0.4857836961746216,5,0.9927608370780945
1.931957721710205,0.6922738552093506,0.0004,0.3,68,0.4801611602306366,5,0.9925734996795654
1.9424854516983032,0.6966028213500977,0.0004,0.3,69,0.4742558002471924,5,0.9923561811447144
1.955098032951355,0.7016421556472778,0.0004,0.3,70,0.46809422969818115,5,0.9921276569366455
1.9697816371917725,0.7064518928527832,0.0004,0.3,71,0.4623531997203827,5,0.99190753698349
1.985260248184204,0.7110544443130493,0.0004,0.3,72,0.4569832980632782,5,0.9916872978210449
2.0013082027435303,0.7153477668762207,0.0004,0.3,73,0.4514092803001404,5,0.991468071937561
2.0141427516937256,0.7190830111503601,0.0004,0.3,74,0.4462262690067291,5,0.9912487864494324
2.0230555534362793,0.7214455604553223,0.0004,0.3,75,0.44144511222839355,5,0.9910534620285034
2.0283164978027344,0.7231972813606262,0.0004,0.3,76,0.4370490312576294,5,0.9908908605575562
2.030841588973999,0.7251310348510742,0.0004,0.3,77,0.43260467052459717,5,0.9907436966896057
2.0303919315338135,0.727993369102478,0.0004,0.3,78,0.42808693647384644,5,0.9906252026557922
2.0273449420928955,0.7302546501159668,0.0004,0.3,79,0.4239591956138611,5,0.9905099272727966
2.0221121311187744,0.7324429750442505,0.0004,0.3,80,0.42068833112716675,5,0.9903876781463623
2.0266499519348145,0.7349755167961121,0.0004,0.3,81,0.41800323128700256,5,0.990257978439331
2.0515849590301514,0.7381782531738281,0.0004,0.3,82,0.41548094153404236,5,0.99013352394104
2.0766026973724365,0.7430216670036316,0.0004,0.3,83,0.41228556632995605,5,0.9900306463241577
2.101391315460205,0.7478965520858765,0.0004,0.3,84,0.40866145491600037,5,0.9899672269821167
2.127265453338623,0.7517037987709045,0.0004,0.3,85,0.40530940890312195,5,0.9899396896362305
2.1528074741363525,0.7563450932502747,0.0004,0.3,86,0.40239179134368896,5,0.9898985624313354
2.174405336380005,0.7596098184585571,0.0004,0.3,87,0.40045788884162903,5,0.989834725856781
2.192636728286743,0.7624173164367676,0.0004,0.3,88,0.3990040719509125,5,0.9897539019584656
2.210007905960083,0.7647412419319153,0.0004,0.3,89,0.3975355625152588,5,0.989646852016449
2.226066827774048,0.7669554948806763,0.0004,0.3,90,0.3958691656589508,5,0.9895431995391846
2.2445991039276123,0.7694264054298401,0.0004,0.3,91,0.3936587870121002,5,0.9894429445266724
2.262556791305542,0.7711027264595032,0.0004,0.3,92,0.3916829228401184,5,0.9893659949302673
2.27497935295105,0.7717965245246887,0.0004,0.3,93,0.3909153938293457,5,0.9892892241477966
2.2815191745758057,0.7733397483825684,0.0004,0.3,94,0.38977256417274475,5,0.9892252087593079
2.281609296798706,0.7755183577537537,0.0004,0.3,95,0.38821542263031006,5,0.9891774654388428
2.2809152603149414,0.7771435976028442,0.0004,0.3,96,0.38733330368995667,5,0.9891186356544495
2.278827428817749,0.7785506248474121,0.0004,0.3,97,0.3867151737213135,5,0.9890614748001099
2.2755346298217773,0.7801198959350586,0.0004,0.3,98,0.38486841320991516,5,0.9889930486679077
2.2710413932800293,0.7809097766876221,0.0004,0.3,99,0.38348570466041565,5,0.9889348149299622
