num_epochs,ratios_min,ratios_mean,learning_rate,approx_TV,clip_range,num_agents,ratios_max
79,0.5538169741630554,0.9983890652656555,0.0001,0.46212121844291687,0.4,5,1.7370351552963257
80,0.550491452217102,0.9983992576599121,0.0001,0.4680297374725342,0.4,5,1.746042251586914
81,0.5473774671554565,0.9984090924263,0.0001,0.4738299250602722,0.4,5,1.7548847198486328
82,0.5445223450660706,0.9984188675880432,0.0001,0.47951602935791016,0.4,5,1.7635459899902344
83,0.5418938398361206,0.9984291791915894,0.0001,0.4850943386554718,0.4,5,1.7720069885253906
84,0.5394592881202698,0.9984387159347534,0.0001,0.4905579388141632,0.4,5,1.780285120010376
85,0.5371723175048828,0.9984453320503235,0.0001,0.4958944320678711,0.4,5,1.78840172290802
86,0.5350573062896729,0.99844890832901,0.0001,0.5010830163955688,0.4,5,1.7962965965270996
87,0.5331172943115234,0.9984487295150757,0.0001,0.506111741065979,0.4,5,1.8039894104003906
88,0.5313655138015747,0.9984455108642578,0.0001,0.5109595656394958,0.4,5,1.811495304107666
89,0.5297523140907288,0.9984372854232788,0.0001,0.5156405568122864,0.4,5,1.8188282251358032
90,0.5282176733016968,0.9984219074249268,0.0001,0.5201541185379028,0.4,5,1.8260210752487183
91,0.5267512202262878,0.9983996748924255,0.0001,0.5245182514190674,0.4,5,1.8330904245376587
92,0.5255024433135986,0.9983730912208557,0.0001,0.5287412405014038,0.4,5,1.8399978876113892
93,0.5244261622428894,0.9983421564102173,0.0001,0.5327283143997192,0.4,5,1.8466453552246094
94,0.5235001444816589,0.9983074069023132,0.0001,0.5365133285522461,0.4,5,1.8530608415603638
95,0.5226933360099792,0.9982678294181824,0.0001,0.5401084423065186,0.4,5,1.8592649698257446
96,0.5219730138778687,0.9982227683067322,0.0001,0.5435179471969604,0.4,5,1.8652833700180054
97,0.5213211178779602,0.9981727600097656,0.0001,0.5467545986175537,0.4,5,1.8711475133895874
98,0.5206378102302551,0.9981175065040588,0.0001,0.5498626232147217,0.4,5,1.8768572807312012
99,0.5199282765388489,0.9980568885803223,0.0001,0.5528343319892883,0.4,5,1.8823840618133545
