ratios_min,learning_rate,ratios_mean,num_agents,approx_TV,clip_range,num_epochs,ratios_max
1.0,0.0004,1.0,5,0.0,0.2,0,1.0
0.9763427376747131,0.0004,0.9996411800384521,5,0.019160084426403046,0.2,1,1.0264097452163696
0.9505810737609863,0.0004,0.9992477893829346,5,0.040143322199583054,0.2,2,1.0557613372802734
0.9240191578865051,0.0004,0.9988347291946411,5,0.06216488406062126,0.2,3,1.0871880054473877
0.8972887992858887,0.0004,0.9984061121940613,5,0.0849790871143341,0.2,4,1.1202683448791504
0.870525062084198,0.0004,0.9979649186134338,5,0.10846355557441711,0.2,5,1.154969573020935
0.8438878059387207,0.0004,0.9975141882896423,5,0.13253985345363617,0.2,6,1.1914844512939453
0.8175084590911865,0.0004,0.9970541000366211,5,0.15716658532619476,0.2,7,1.229859709739685
0.7911505699157715,0.0004,0.9965828061103821,5,0.18235725164413452,0.2,8,1.2697246074676514
0.7645581364631653,0.0004,0.996106743812561,5,0.20813661813735962,0.2,9,1.3110780715942383
0.7402903437614441,0.0004,0.9956510066986084,5,0.23327569663524628,0.2,10,1.3532030582427979
0.7190889120101929,0.0004,0.9952388405799866,5,0.2562769055366516,0.2,11,1.3932374715805054
0.7020406126976013,0.0004,0.9948808550834656,5,0.2763040363788605,0.2,12,1.4302082061767578
0.6891125440597534,0.0004,0.9945870637893677,5,0.29263973236083984,0.2,13,1.462605595588684
0.6800090074539185,0.0004,0.994355320930481,5,0.3051271438598633,0.2,14,1.4907293319702148
0.6745591759681702,0.0004,0.9941974878311157,5,0.3135150671005249,0.2,15,1.5137988328933716
0.6726393699645996,0.0004,0.9940990209579468,5,0.31789153814315796,0.2,16,1.53258216381073
0.6738463640213013,0.0004,0.9940472841262817,5,0.31925833225250244,0.2,17,1.547345519065857
0.677820086479187,0.0004,0.9940339922904968,5,0.31759053468704224,0.2,18,1.5584508180618286
0.6837506294250488,0.0004,0.9940567016601562,5,0.3132590055465698,0.2,19,1.5659362077713013
0.6830216646194458,0.0004,0.9941034913063049,5,0.308992862701416,0.2,20,1.570934772491455
0.6781802773475647,0.0004,0.9941568374633789,5,0.30670684576034546,0.2,21,1.5747923851013184
0.6751403212547302,0.0004,0.9942134618759155,5,0.30568358302116394,0.2,22,1.5783201456069946
0.6746981739997864,0.0004,0.994269073009491,5,0.30637818574905396,0.2,23,1.5824806690216064
0.6767722368240356,0.0004,0.9943158030509949,5,0.30706512928009033,0.2,24,1.587953805923462
0.6809967756271362,0.0004,0.9943490624427795,5,0.30797919631004333,0.2,25,1.595000982284546
0.6873621940612793,0.0004,0.9943691492080688,5,0.3090091943740845,0.2,26,1.6036690473556519
0.6950443387031555,0.0004,0.9943779706954956,5,0.3105323910713196,0.2,27,1.6139543056488037
0.7030677199363708,0.0004,0.9943720698356628,5,0.31272441148757935,0.2,28,1.626212239265442
0.711556613445282,0.0004,0.9943550229072571,5,0.3156017065048218,0.2,29,1.6399693489074707
0.7102705836296082,0.0004,0.9943337440490723,5,0.3195500373840332,0.2,30,1.6542280912399292
0.7038024663925171,0.0004,0.9943150281906128,5,0.32426586747169495,0.2,31,1.6681240797042847
0.6975890398025513,0.0004,0.9943051338195801,5,0.32979702949523926,0.2,32,1.6814486980438232
0.6925471425056458,0.0004,0.9942979216575623,5,0.33547958731651306,0.2,33,1.6950671672821045
0.6891807317733765,0.0004,0.9942893385887146,5,0.3407210111618042,0.2,34,1.7090721130371094
0.6874756217002869,0.0004,0.9942783117294312,5,0.34557268023490906,0.2,35,1.723288655281067
0.6875850558280945,0.0004,0.9942616820335388,5,0.34996259212493896,0.2,36,1.7373886108398438
0.6854732632637024,0.0004,0.994239091873169,5,0.3539556860923767,0.2,37,1.7516615390777588
0.6823210120201111,0.0004,0.9942083358764648,5,0.3572649359703064,0.2,38,1.7651448249816895
0.67904132604599,0.0004,0.9941664338111877,5,0.3599379062652588,0.2,39,1.7782062292099
0.6760659217834473,0.0004,0.99411940574646,5,0.36172619462013245,0.2,40,1.7901207208633423
0.6738728284835815,0.0004,0.9940661787986755,5,0.3630114197731018,0.2,41,1.8011198043823242
0.6722326874732971,0.0004,0.994000256061554,5,0.3641202449798584,0.2,42,1.8109875917434692
0.670372724533081,0.0004,0.993913471698761,5,0.3659577965736389,0.2,43,1.819828987121582
0.6685561537742615,0.0004,0.9938094615936279,5,0.3677732050418854,0.2,44,1.8276569843292236
0.6635997295379639,0.0004,0.9937021732330322,5,0.3691626787185669,0.2,45,1.83354914188385
0.656404972076416,0.0004,0.993598997592926,5,0.36987799406051636,0.2,46,1.8367669582366943
0.6496325731277466,0.0004,0.9935158491134644,5,0.36974096298217773,0.2,47,1.8369171619415283
0.643223226070404,0.0004,0.9934597611427307,5,0.36902835965156555,0.2,48,1.8341833353042603
0.6369724869728088,0.0004,0.9934337139129639,5,0.3674734830856323,0.2,49,1.8296047449111938
0.6312522888183594,0.0004,0.9934293031692505,5,0.36623015999794006,0.2,50,1.8251076936721802
0.6263946890830994,0.0004,0.9934408068656921,5,0.36599528789520264,0.2,51,1.8207950592041016
0.6229351162910461,0.0004,0.9934526085853577,5,0.3690977692604065,0.2,52,1.8164209127426147
0.6207081079483032,0.0004,0.9934563040733337,5,0.37316596508026123,0.2,53,1.811889410018921
0.6200330257415771,0.0004,0.9934362173080444,5,0.377244234085083,0.2,54,1.8086936473846436
0.6203327178955078,0.0004,0.9934049844741821,5,0.38121259212493896,0.2,55,1.8064557313919067
0.6211453676223755,0.0004,0.9933570027351379,5,0.3848262429237366,0.2,56,1.8048831224441528
0.6221192479133606,0.0004,0.9932980537414551,5,0.3880603015422821,0.2,57,1.8028888702392578
0.6229939460754395,0.0004,0.993224024772644,5,0.3918152451515198,0.2,58,1.8001154661178589
0.6238877177238464,0.0004,0.9931380748748779,5,0.39561939239501953,0.2,59,1.796579122543335
0.6246469616889954,0.0004,0.9930492043495178,5,0.39892345666885376,0.2,60,1.7927271127700806
0.6261120438575745,0.0004,0.9929569363594055,5,0.4028603434562683,0.2,61,1.7894233465194702
0.6276840567588806,0.0004,0.9928656816482544,5,0.40662771463394165,0.2,62,1.784730315208435
0.6295948624610901,0.0004,0.9927738308906555,5,0.4102070927619934,0.2,63,1.779123067855835
0.6320052742958069,0.0004,0.992672860622406,5,0.4137321710586548,0.2,64,1.773970127105713
0.6343690752983093,0.0004,0.9925466179847717,5,0.41638892889022827,0.2,65,1.7707319259643555
0.6363570690155029,0.0004,0.9924074411392212,5,0.41907837986946106,0.2,66,1.7684118747711182
0.6311403512954712,0.0004,0.9922698736190796,5,0.4225947856903076,0.2,67,1.766273021697998
0.6268473267555237,0.0004,0.9921352863311768,5,0.42610248923301697,0.2,68,1.762340784072876
0.6237722635269165,0.0004,0.9919995665550232,5,0.42892777919769287,0.2,69,1.7565654516220093
0.6215502619743347,0.0004,0.9918509125709534,5,0.431450217962265,0.2,70,1.7505213022232056
0.6190640330314636,0.0004,0.9916948080062866,5,0.4336504638195038,0.2,71,1.7444493770599365
0.6157670021057129,0.0004,0.9915330410003662,5,0.4360118806362152,0.2,72,1.7412397861480713
0.611825168132782,0.0004,0.9913673400878906,5,0.4383126497268677,0.2,73,1.7400586605072021
0.6080087423324585,0.0004,0.9912117123603821,5,0.4404110908508301,0.2,74,1.7383590936660767
0.6047003865242004,0.0004,0.9910683631896973,5,0.44265979528427124,0.2,75,1.7353050708770752
0.6019905805587769,0.0004,0.9909319877624512,5,0.44516149163246155,0.2,76,1.7317242622375488
0.5995358228683472,0.0004,0.9908050894737244,5,0.44999632239341736,0.2,77,1.7275913953781128
0.597082257270813,0.0004,0.9906712174415588,5,0.45523473620414734,0.2,78,1.7234278917312622
0.5939791798591614,0.0004,0.990522563457489,5,0.4597666561603546,0.2,79,1.7195329666137695
0.5903652906417847,0.0004,0.9903660416603088,5,0.4635477066040039,0.2,80,1.7137507200241089
0.5873891115188599,0.0004,0.9902309775352478,5,0.46842318773269653,0.2,81,1.7038518190383911
