ratios_min,learning_rate,ratios_mean,num_agents,approx_TV,clip_range,num_epochs,ratios_max
0.5846177339553833,0.0004,0.9901143908500671,5,0.47398075461387634,0.2,82,1.6909724473953247
0.5817922949790955,0.0004,0.9899734258651733,5,0.47937875986099243,0.2,83,1.678459882736206
0.5794336199760437,0.0004,0.989809513092041,5,0.4846668839454651,0.2,84,1.6727015972137451
0.5771455764770508,0.0004,0.9896182417869568,5,0.4902012348175049,0.2,85,1.6753352880477905
0.574463963508606,0.0004,0.9894018173217773,5,0.49631932377815247,0.2,86,1.6766741275787354
0.572288990020752,0.0004,0.9891955852508545,5,0.5015000104904175,0.2,87,1.6789426803588867
0.5701431632041931,0.0004,0.9889956712722778,5,0.5065399408340454,0.2,88,1.6816706657409668
0.5678423047065735,0.0004,0.988793134689331,5,0.5117278099060059,0.2,89,1.6844751834869385
0.5658915042877197,0.0004,0.9885958433151245,5,0.5177653431892395,0.2,90,1.6874325275421143
0.5640166997909546,0.0004,0.9884099364280701,5,0.5230358839035034,0.2,91,1.691392183303833
0.5618332028388977,0.0004,0.9882286190986633,5,0.5280832648277283,0.2,92,1.6965229511260986
0.5596752166748047,0.0004,0.9880433082580566,5,0.5320709943771362,0.2,93,1.7062932252883911
0.5569698214530945,0.0004,0.9878658056259155,5,0.5364094376564026,0.2,94,1.7173271179199219
0.5550708174705505,0.0004,0.9877097010612488,5,0.5417264103889465,0.2,95,1.7262929677963257
0.5540675520896912,0.0004,0.9875785708427429,5,0.5469671487808228,0.2,96,1.73378324508667
0.5535064339637756,0.0004,0.9874335527420044,5,0.5507462024688721,0.2,97,1.7437225580215454
0.5542545318603516,0.0004,0.9872757792472839,5,0.5537368059158325,0.2,98,1.7534359693527222
0.5528426170349121,0.0004,0.9870964884757996,5,0.557297945022583,0.2,99,1.7631443738937378
