ratios_min,learning_rate,ratios_mean,num_agents,ratios_max,clip_range,approx_TV,num_epochs
0.7116658091545105,0.0002,0.9910314083099365,5,1.5689430236816406,0.2,0.3390105366706848,29
0.7161884903907776,0.0002,0.9910032153129578,5,1.5779742002487183,0.2,0.34195977449417114,30
0.7202647924423218,0.0002,0.9909818768501282,5,1.5862689018249512,0.2,0.3440450131893158,31
0.7217086553573608,0.0002,0.9909623861312866,5,1.5939714908599854,0.2,0.3453540802001953,32
0.7234539985656738,0.0002,0.9909409880638123,5,1.6012591123580933,0.2,0.34593701362609863,33
0.7254158854484558,0.0002,0.9909171462059021,5,1.607794165611267,0.2,0.34567785263061523,34
0.7274667620658875,0.0002,0.9908863306045532,5,1.6134897470474243,0.2,0.34498533606529236,35
0.7294387817382812,0.0002,0.9908462166786194,5,1.6183221340179443,0.2,0.3444175720214844,36
0.7284042835235596,0.0002,0.990796685218811,5,1.6220241785049438,0.2,0.343407541513443,37
0.7253764867782593,0.0002,0.9907375574111938,5,1.6247998476028442,0.2,0.34197288751602173,38
0.7227239012718201,0.0002,0.990667998790741,5,1.6269727945327759,0.2,0.34033817052841187,39
0.7203308343887329,0.0002,0.9905878901481628,5,1.6286135911941528,0.2,0.3386722803115845,40
0.7181053161621094,0.0002,0.9904953241348267,5,1.6302282810211182,0.2,0.3373722434043884,41
0.715976893901825,0.0002,0.9903925657272339,5,1.6319200992584229,0.2,0.3366270065307617,42
0.7109628319740295,0.0002,0.9902809858322144,5,1.63382089138031,0.2,0.3360346853733063,43
0.7045086622238159,0.0002,0.9901630282402039,5,1.6358195543289185,0.2,0.335455060005188,44
0.6987442374229431,0.0002,0.990043044090271,5,1.6378364562988281,0.2,0.33481910824775696,45
0.6938056945800781,0.0002,0.9899234175682068,5,1.6397361755371094,0.2,0.33416086435317993,46
0.6896088123321533,0.0002,0.9898085594177246,5,1.6414114236831665,0.2,0.3334137201309204,47
0.686229944229126,0.0002,0.9897050857543945,5,1.6425620317459106,0.2,0.33277028799057007,48
0.6838993430137634,0.0002,0.9896138310432434,5,1.6433924436569214,0.2,0.33227789402008057,49
0.6825345158576965,0.0002,0.989535391330719,5,1.643890380859375,0.2,0.33405131101608276,50
0.6820622682571411,0.0002,0.9894692301750183,5,1.6498576402664185,0.2,0.3362576961517334,51
0.6823612451553345,0.0002,0.9894115924835205,5,1.6575334072113037,0.2,0.33982765674591064,52
0.6833152174949646,0.0002,0.9893608689308167,5,1.665076732635498,0.2,0.34390854835510254,53
0.6799130439758301,0.0002,0.9893162250518799,5,1.672256350517273,0.2,0.34821027517318726,54
0.6749855279922485,0.0002,0.9892716407775879,5,1.6793986558914185,0.2,0.3526003956794739,55
0.6699633598327637,0.0002,0.9892250895500183,5,1.6865979433059692,0.2,0.35706695914268494,56
0.664841890335083,0.0002,0.9891762733459473,5,1.6940429210662842,0.2,0.3616302013397217,57
0.6597849726676941,0.0002,0.9891253113746643,5,1.7013686895370483,0.2,0.36613357067108154,58
0.6548442840576172,0.0002,0.9890698790550232,5,1.7085031270980835,0.2,0.370461642742157,59
0.6501542329788208,0.0002,0.9890127778053284,5,1.7149680852890015,0.2,0.3745068311691284,60
0.6456586718559265,0.0002,0.9889563322067261,5,1.7208082675933838,0.2,0.37835925817489624,61
0.6413033604621887,0.0002,0.9888992309570312,5,1.7262542247772217,0.2,0.3820244073867798,62
0.6370218396186829,0.0002,0.9888436794281006,5,1.731433391571045,0.2,0.38567525148391724,63
0.6329295039176941,0.0002,0.988788366317749,5,1.7362020015716553,0.2,0.38917815685272217,64
0.6290526390075684,0.0002,0.9887242317199707,5,1.7410480976104736,0.2,0.3924235701560974,65
0.6254343390464783,0.0002,0.9886473417282104,5,1.7463550567626953,0.2,0.39539772272109985,66
0.6221794486045837,0.0002,0.988564133644104,5,1.751865267753601,0.2,0.39805203676223755,67
0.6190956234931946,0.0002,0.9884721636772156,5,1.7578344345092773,0.2,0.4004829227924347,68
0.616189181804657,0.0002,0.9883702993392944,5,1.764161229133606,0.2,0.4025813937187195,69
0.613524854183197,0.0002,0.9882601499557495,5,1.7706514596939087,0.2,0.40422511100769043,70
0.6110104322433472,0.0002,0.9881444573402405,5,1.7771364450454712,0.2,0.4054837226867676,71
0.6086556315422058,0.0002,0.9880241751670837,5,1.783634901046753,0.2,0.406353235244751,72
0.6064351201057434,0.0002,0.9879047274589539,5,1.7897987365722656,0.2,0.40690603852272034,73
0.6043992638587952,0.0002,0.9877877831459045,5,1.7956295013427734,0.2,0.40699195861816406,74
0.6024696826934814,0.0002,0.9876713752746582,5,1.8014191389083862,0.2,0.4068073332309723,75
0.6006866097450256,0.0002,0.987557053565979,5,1.8068506717681885,0.2,0.4062117338180542,76
0.5990712642669678,0.0002,0.9874406456947327,5,1.8120861053466797,0.2,0.40520960092544556,77
0.5974706411361694,0.0002,0.9873210787773132,5,1.817231297492981,0.2,0.40395984053611755,78
0.5957163572311401,0.0002,0.9871976375579834,5,1.8229013681411743,0.2,0.40273216366767883,79
0.5937267541885376,0.0002,0.9870700240135193,5,1.8288625478744507,0.2,0.40252014994621277,80
0.5915178060531616,0.0002,0.9869340658187866,5,1.8353843688964844,0.2,0.40263789892196655,81
0.5890747308731079,0.0002,0.9867910146713257,5,1.8426923751831055,0.2,0.4031752347946167,82
0.5865818858146667,0.0002,0.9866468906402588,5,1.8502106666564941,0.2,0.40392422676086426,83
0.5829287171363831,0.0002,0.9865012168884277,5,1.8582510948181152,0.2,0.40545299649238586,84
0.5795000791549683,0.0002,0.9863631725311279,5,1.8661658763885498,0.2,0.4068980813026428,85
0.5763016939163208,0.0002,0.986228883266449,5,1.8747800588607788,0.2,0.40803271532058716,86
0.5732524394989014,0.0002,0.986097514629364,5,1.8844316005706787,0.2,0.4090128242969513,87
0.5703104734420776,0.0002,0.9859631061553955,5,1.8955360651016235,0.2,0.4099279046058655,88
0.5673388242721558,0.0002,0.9858290553092957,5,1.9076334238052368,0.2,0.41094881296157837,89
0.5642934441566467,0.0002,0.985690176486969,5,1.9210340976715088,0.2,0.4120594263076782,90
0.5613983869552612,0.0002,0.9855483770370483,5,1.9341918230056763,0.2,0.4128980338573456,91
0.5585218667984009,0.0002,0.9854090213775635,5,1.9474544525146484,0.2,0.41378480195999146,92
0.5556682348251343,0.0002,0.9852733016014099,5,1.9604192972183228,0.2,0.41462263464927673,93
0.5528876185417175,0.0002,0.9851438403129578,5,1.9731123447418213,0.2,0.4152849614620209,94
0.5501989126205444,0.0002,0.9850079417228699,5,1.986701250076294,0.2,0.4182839095592499,95
0.5476577281951904,0.0002,0.9848681092262268,5,2.0008349418640137,0.2,0.42258453369140625,96
0.5452106595039368,0.0002,0.9847233891487122,5,2.0152390003204346,0.2,0.42706823348999023,97
0.5428991913795471,0.0002,0.9845709204673767,5,2.0294852256774902,0.2,0.43168753385543823,98
0.5406084656715393,0.0002,0.9844239354133606,5,2.043121337890625,0.2,0.43631264567375183,99
