ratios_min,num_agents,learning_rate,ratios_max,clip_range,ratios_mean,num_epochs,approx_TV
0.27154621481895447,5,0.0004,2.5003039836883545,0.3,0.9929357767105103,87,0.8401655554771423
0.2690933048725128,5,0.0004,2.506415843963623,0.3,0.9928115606307983,88,0.8406380414962769
0.26651790738105774,5,0.0004,2.5165181159973145,0.3,0.9926749467849731,89,0.8421034812927246
0.26390641927719116,5,0.0004,2.530972719192505,0.3,0.9925191402435303,90,0.8440855741500854
0.26122233271598816,5,0.0004,2.545060634613037,0.3,0.9923482537269592,91,0.8463432192802429
0.2585591971874237,5,0.0004,2.556243658065796,0.3,0.9921731948852539,92,0.8479259610176086
0.25587165355682373,5,0.0004,2.5613932609558105,0.3,0.9919992685317993,93,0.8486155867576599
0.25331205129623413,5,0.0004,2.563948154449463,0.3,0.9918209910392761,94,0.849164605140686
0.2511829733848572,5,0.0004,2.565704822540283,0.3,0.991651713848114,95,0.8499210476875305
0.24950915575027466,5,0.0004,2.5681018829345703,0.3,0.9914829134941101,96,0.850214958190918
0.24780195951461792,5,0.0004,2.5651304721832275,0.3,0.9913302659988403,97,0.8502002954483032
0.24588339030742645,5,0.0004,2.556574821472168,0.3,0.9911920428276062,98,0.8504738807678223
0.2438104748725891,5,0.0004,2.545355796813965,0.3,0.9910603165626526,99,0.85112464427948
