ratios_min,num_agents,learning_rate,ratios_max,clip_range,ratios_mean,num_epochs,approx_TV
1.0,5,0.0004,1.0,0.3,1.0,0,0.0
0.9815637469291687,5,0.0004,1.0214481353759766,0.3,0.999976396560669,1,0.01310373842716217
0.9612195491790771,5,0.0004,1.045379638671875,0.3,0.9999505281448364,2,0.02765609323978424
0.9398449659347534,5,0.0004,1.0709353685379028,0.3,0.9999234080314636,3,0.04293909668922424
0.9180360436439514,5,0.0004,1.0978342294692993,0.3,0.9998957514762878,4,0.05880199372768402
0.8960580825805664,5,0.0004,1.1259222030639648,0.3,0.9998671412467957,5,0.07509348541498184
0.8740959763526917,5,0.0004,1.1552268266677856,0.3,0.9998368620872498,6,0.09187887609004974
0.852252185344696,5,0.0004,1.185823678970337,0.3,0.9998056888580322,7,0.10915255546569824
0.8305773735046387,5,0.0004,1.2174910306930542,0.3,0.9997729659080505,8,0.1268138587474823
0.8091318011283875,5,0.0004,1.2505501508712769,0.3,0.9997391700744629,9,0.14486142992973328
0.7879793047904968,5,0.0004,1.2851533889770508,0.3,0.9997053146362305,10,0.16330744326114655
0.7671136856079102,5,0.0004,1.3209880590438843,0.3,0.999670684337616,11,0.18212945759296417
0.7465749979019165,5,0.0004,1.3581056594848633,0.3,0.999634325504303,12,0.201346293091774
0.7264391183853149,5,0.0004,1.3966224193572998,0.3,0.9995971918106079,13,0.22082743048667908
0.7066530585289001,5,0.0004,1.436585783958435,0.3,0.9995596408843994,14,0.24071398377418518
0.6872079968452454,5,0.0004,1.4780775308609009,0.3,0.9995216727256775,15,0.2610243856906891
0.6690177917480469,5,0.0004,1.5208903551101685,0.3,0.9994863271713257,16,0.28191834688186646
0.6524496674537659,5,0.0004,1.5641711950302124,0.3,0.9994553923606873,17,0.3031081259250641
0.6383808851242065,5,0.0004,1.6073771715164185,0.3,0.9994300603866577,18,0.3244640827178955
0.626416027545929,5,0.0004,1.649754524230957,0.3,0.9994140267372131,19,0.3462746739387512
0.616828441619873,5,0.0004,1.6907464265823364,0.3,0.9994075298309326,20,0.36860913038253784
0.6068966388702393,5,0.0004,1.730029821395874,0.3,0.9994134902954102,21,0.39146852493286133
0.5986903309822083,5,0.0004,1.7665232419967651,0.3,0.999432384967804,22,0.41495218873023987
0.5929645299911499,5,0.0004,1.79941725730896,0.3,0.9994668364524841,23,0.4390639066696167
0.5894600749015808,5,0.0004,1.8293285369873047,0.3,0.9995129108428955,24,0.46329838037490845
0.5880939960479736,5,0.0004,1.8559311628341675,0.3,0.9995694160461426,25,0.48726049065589905
0.5843128561973572,5,0.0004,1.880441665649414,0.3,0.9996247291564941,26,0.5103359818458557
0.5770876407623291,5,0.0004,1.9035882949829102,0.3,0.9996710419654846,27,0.5319732427597046
0.5708261132240295,5,0.0004,1.9265750646591187,0.3,0.9996950626373291,28,0.5514065623283386
0.5652980804443359,5,0.0004,1.9501278400421143,0.3,0.9996941089630127,29,0.5680969953536987
0.5604947805404663,5,0.0004,1.9739066362380981,0.3,0.9996718764305115,30,0.582245945930481
0.5535162687301636,5,0.0004,1.9994078874588013,0.3,0.9996286630630493,31,0.5940122604370117
0.5441244840621948,5,0.0004,2.0277719497680664,0.3,0.9995627403259277,32,0.6044375896453857
0.5358484387397766,5,0.0004,2.0579349994659424,0.3,0.9994809031486511,33,0.6130384206771851
0.5281358361244202,5,0.0004,2.0892069339752197,0.3,0.999393105506897,34,0.6197868585586548
0.5206167101860046,5,0.0004,2.1209468841552734,0.3,0.9993066191673279,35,0.6250983476638794
0.513381838798523,5,0.0004,2.153749942779541,0.3,0.9992212057113647,36,0.6292585730552673
0.5063315629959106,5,0.0004,2.1871731281280518,0.3,0.9991411566734314,37,0.6327613592147827
0.4994278848171234,5,0.0004,2.220134735107422,0.3,0.9990664720535278,38,0.6365583539009094
0.49271082878112793,5,0.0004,2.2513654232025146,0.3,0.9990001320838928,39,0.6474157571792603
0.48587995767593384,5,0.0004,2.277651071548462,0.3,0.9989464282989502,40,0.6578774452209473
0.47886309027671814,5,0.0004,2.298915147781372,0.3,0.998904824256897,41,0.6679490804672241
0.47183820605278015,5,0.0004,2.316798210144043,0.3,0.9988669753074646,42,0.6777171492576599
0.4645996689796448,5,0.0004,2.3323464393615723,0.3,0.9988306164741516,43,0.6874630451202393
0.45718225836753845,5,0.0004,2.3453316688537598,0.3,0.9987910389900208,44,0.6969016194343567
0.44965872168540955,5,0.0004,2.356184959411621,0.3,0.9987347722053528,45,0.7057192325592041
0.4419654607772827,5,0.0004,2.365237236022949,0.3,0.9986516237258911,46,0.713714599609375
0.4343179166316986,5,0.0004,2.3744912147521973,0.3,0.9985358715057373,47,0.7208223938941956
0.42685413360595703,5,0.0004,2.3844947814941406,0.3,0.9983906149864197,48,0.7269637584686279
0.419732004404068,5,0.0004,2.3944642543792725,0.3,0.9982210397720337,49,0.7320486307144165
0.413032203912735,5,0.0004,2.406017303466797,0.3,0.9980309009552002,50,0.7361713647842407
0.40676331520080566,5,0.0004,2.417595863342285,0.3,0.9978333115577698,51,0.7392337322235107
0.40101370215415955,5,0.0004,2.428654909133911,0.3,0.9976353049278259,52,0.7413449287414551
0.3956567645072937,5,0.0004,2.438591480255127,0.3,0.9974451065063477,53,0.7430351972579956
0.39068105816841125,5,0.0004,2.4473166465759277,0.3,0.9972660541534424,54,0.74447101354599
0.38595545291900635,5,0.0004,2.4541914463043213,0.3,0.9971014261245728,55,0.7461655139923096
0.38150668144226074,5,0.0004,2.4597930908203125,0.3,0.9969485402107239,56,0.7480939030647278
0.37711280584335327,5,0.0004,2.4634475708007812,0.3,0.9968050718307495,57,0.7503399848937988
0.37269026041030884,5,0.0004,2.465219020843506,0.3,0.9966675043106079,58,0.7530936002731323
0.3681368827819824,5,0.0004,2.4656128883361816,0.3,0.9965317249298096,59,0.7563073635101318
0.3634103834629059,5,0.0004,2.4659786224365234,0.3,0.9963974356651306,60,0.7599557638168335
0.35850998759269714,5,0.0004,2.465501308441162,0.3,0.9962670207023621,61,0.7639172673225403
0.35330134630203247,5,0.0004,2.4623022079467773,0.3,0.9961470365524292,62,0.7686378359794617
0.3478081524372101,5,0.0004,2.455415725708008,0.3,0.9960362911224365,63,0.7738361358642578
0.34226351976394653,5,0.0004,2.4474360942840576,0.3,0.9959230422973633,64,0.7791471481323242
0.3368993103504181,5,0.0004,2.4396986961364746,0.3,0.9957994818687439,65,0.7848001718521118
0.3319118618965149,5,0.0004,2.4350759983062744,0.3,0.9956550598144531,66,0.7905395030975342
0.32734090089797974,5,0.0004,2.433682918548584,0.3,0.9955021739006042,67,0.7962506413459778
0.323285311460495,5,0.0004,2.435404062271118,0.3,0.9953461289405823,68,0.8018072843551636
0.31966865062713623,5,0.0004,2.440685272216797,0.3,0.9951878190040588,69,0.8074867725372314
0.3162919878959656,5,0.0004,2.4460673332214355,0.3,0.9950390458106995,70,0.8130284547805786
0.313059002161026,5,0.0004,2.4518163204193115,0.3,0.9948914647102356,71,0.8179121017456055
0.30995503067970276,5,0.0004,2.458369493484497,0.3,0.9947524070739746,72,0.8223479986190796
0.3069069981575012,5,0.0004,2.463364362716675,0.3,0.9946271777153015,73,0.8264764547348022
0.303691565990448,5,0.0004,2.463879346847534,0.3,0.9945186972618103,74,0.830510139465332
0.30051669478416443,5,0.0004,2.4631454944610596,0.3,0.9944164156913757,75,0.83406662940979
0.2973921298980713,5,0.0004,2.462705373764038,0.3,0.9943073987960815,76,0.8369593620300293
0.29448315501213074,5,0.0004,2.4637155532836914,0.3,0.9941851496696472,77,0.8392395973205566
0.2917994558811188,5,0.0004,2.465076208114624,0.3,0.994053065776825,78,0.8413032293319702
0.2894003093242645,5,0.0004,2.4666330814361572,0.3,0.9939153790473938,79,0.8430757522583008
0.2869656980037689,5,0.0004,2.467210054397583,0.3,0.9937847256660461,80,0.8443312644958496
0.2845703661441803,5,0.0004,2.467078447341919,0.3,0.9936613440513611,81,0.8446842432022095
0.2821773588657379,5,0.0004,2.4677212238311768,0.3,0.9935433864593506,82,0.8442261815071106
0.2800323963165283,5,0.0004,2.4734609127044678,0.3,0.9934248924255371,83,0.8433064818382263
0.27805912494659424,5,0.0004,2.4811782836914062,0.3,0.9933041930198669,84,0.8421603441238403
0.2760850191116333,5,0.0004,2.4895191192626953,0.3,0.9931793212890625,85,0.8411508798599243
0.2738950252532959,5,0.0004,2.494569778442383,0.3,0.9930580258369446,86,0.8403110504150391
