num_epochs,clip_range,num_agents,learning_rate,ratios_min,approx_TV,ratios_max,ratios_mean
0,0.1,5,0.0003,1.0,0.0,1.0,1.0
1,0.1,5,0.0003,0.9703227281570435,0.017820820212364197,1.0166330337524414,0.9998420476913452
2,0.1,5,0.0003,0.9391433000564575,0.037011872977018356,1.0346152782440186,0.9996743202209473
3,0.1,5,0.0003,0.9077455401420593,0.05685234069824219,1.0534886121749878,0.9995014667510986
4,0.1,5,0.0003,0.8763240575790405,0.07712940871715546,1.0729846954345703,0.9993246793746948
5,0.1,5,0.0003,0.8532176613807678,0.09504243731498718,1.0915117263793945,0.9991741180419922
6,0.1,5,0.0003,0.836468517780304,0.11123644560575485,1.108406662940979,0.9990497827529907
7,0.1,5,0.0003,0.8256213068962097,0.12466584146022797,1.1219816207885742,0.9989568591117859
8,0.1,5,0.0003,0.8200505375862122,0.13675075769424438,1.1322928667068481,0.9989011883735657
9,0.1,5,0.0003,0.8188517093658447,0.14748132228851318,1.1397713422775269,0.9988681077957153
10,0.1,5,0.0003,0.8210503458976746,0.15592192113399506,1.150850772857666,0.998859703540802
11,0.1,5,0.0003,0.8258172273635864,0.16277414560317993,1.1617469787597656,0.998863935470581
12,0.1,5,0.0003,0.8324772119522095,0.16781079769134521,1.1714253425598145,0.9988839030265808
13,0.1,5,0.0003,0.8399698138237,0.17147716879844666,1.1800705194473267,0.9989124536514282
14,0.1,5,0.0003,0.8375508189201355,0.17257463932037354,1.1865472793579102,0.9989591836929321
15,0.1,5,0.0003,0.8315330147743225,0.17138469219207764,1.1909053325653076,0.9990206360816956
16,0.1,5,0.0003,0.8248451948165894,0.17249561846256256,1.1939595937728882,0.9990729093551636
17,0.1,5,0.0003,0.8193638324737549,0.17994621396064758,1.1958345174789429,0.999110758304596
18,0.1,5,0.0003,0.8153507709503174,0.18620565533638,1.1968803405761719,0.9991331100463867
19,0.1,5,0.0003,0.8125326633453369,0.19131523370742798,1.1977053880691528,0.9991375207901001
20,0.1,5,0.0003,0.8107972145080566,0.1952730417251587,1.1985200643539429,0.9991251826286316
21,0.1,5,0.0003,0.809756875038147,0.19822093844413757,1.1984971761703491,0.999108612537384
22,0.1,5,0.0003,0.8093141317367554,0.20040935277938843,1.1976468563079834,0.9990979433059692
23,0.1,5,0.0003,0.8093629479408264,0.20205095410346985,1.2001583576202393,0.9990858435630798
24,0.1,5,0.0003,0.8096063733100891,0.20330940186977386,1.2027068138122559,0.9990704655647278
25,0.1,5,0.0003,0.8100368976593018,0.20442286133766174,1.2037289142608643,0.9990500211715698
26,0.1,5,0.0003,0.8105231523513794,0.205561563372612,1.203449010848999,0.999025821685791
27,0.1,5,0.0003,0.8108623623847961,0.20676657557487488,1.2033132314682007,0.9989980459213257
28,0.1,5,0.0003,0.8108469247817993,0.20777884125709534,1.2073941230773926,0.9989666938781738
29,0.1,5,0.0003,0.8103905916213989,0.20860537886619568,1.2115179300308228,0.9989373087882996
30,0.1,5,0.0003,0.8096204400062561,0.2092718929052353,1.2145097255706787,0.9989150166511536
31,0.1,5,0.0003,0.8087190985679626,0.20982328057289124,1.2158403396606445,0.9988932609558105
32,0.1,5,0.0003,0.8077578544616699,0.21022772789001465,1.21568763256073,0.9988716840744019
33,0.1,5,0.0003,0.8065235614776611,0.21070316433906555,1.2144246101379395,0.9988499283790588
34,0.1,5,0.0003,0.8044345378875732,0.2113235890865326,1.212221384048462,0.9988263249397278
35,0.1,5,0.0003,0.8028160929679871,0.21218472719192505,1.2091481685638428,0.9988114833831787
36,0.1,5,0.0003,0.8014563918113708,0.21305663883686066,1.2050065994262695,0.9988076090812683
37,0.1,5,0.0003,0.800777018070221,0.213984414935112,1.201133370399475,0.9987998604774475
38,0.1,5,0.0003,0.800295889377594,0.2149452567100525,1.1982576847076416,0.9987941980361938
39,0.1,5,0.0003,0.7997461557388306,0.2159704864025116,1.1980394124984741,0.9987921118736267
40,0.1,5,0.0003,0.7993530631065369,0.21710991859436035,1.1981741189956665,0.9987829923629761
41,0.1,5,0.0003,0.7991143465042114,0.21849612891674042,1.1988728046417236,0.9987661242485046
42,0.1,5,0.0003,0.7979158163070679,0.22021667659282684,1.2018412351608276,0.9987381100654602
43,0.1,5,0.0003,0.79539954662323,0.2223338931798935,1.206207036972046,0.998694896697998
44,0.1,5,0.0003,0.7924317717552185,0.22469383478164673,1.2108407020568848,0.9986537098884583
45,0.1,5,0.0003,0.789230227470398,0.2271539270877838,1.2143375873565674,0.998626708984375
46,0.1,5,0.0003,0.7859819531440735,0.22979483008384705,1.2167789936065674,0.9986147284507751
47,0.1,5,0.0003,0.7827973365783691,0.2324732542037964,1.2180572748184204,0.9986221790313721
48,0.1,5,0.0003,0.7748598456382751,0.23502662777900696,1.2188299894332886,0.9986401796340942
49,0.1,5,0.0003,0.767960786819458,0.23738759756088257,1.2193286418914795,0.9986554384231567
50,0.1,5,0.0003,0.7627769112586975,0.23941195011138916,1.2203470468521118,0.9986556172370911
51,0.1,5,0.0003,0.7590446472167969,0.2409190833568573,1.2239594459533691,0.9986311197280884
52,0.1,5,0.0003,0.7558080554008484,0.24189649522304535,1.2284634113311768,0.9985964298248291
53,0.1,5,0.0003,0.7526618838310242,0.2424679696559906,1.232506275177002,0.9985740184783936
54,0.1,5,0.0003,0.749767005443573,0.24265296757221222,1.2364782094955444,0.9985584020614624
55,0.1,5,0.0003,0.7476841807365417,0.2440769374370575,1.2413058280944824,0.9985392689704895
56,0.1,5,0.0003,0.7460532784461975,0.24545767903327942,1.2461191415786743,0.998521625995636
57,0.1,5,0.0003,0.744787335395813,0.24690797924995422,1.2503013610839844,0.9985092282295227
58,0.1,5,0.0003,0.7437719702720642,0.24846862256526947,1.253775715827942,0.9985028505325317
59,0.1,5,0.0003,0.7431857585906982,0.24940365552902222,1.25737726688385,0.9984785914421082
60,0.1,5,0.0003,0.7426464557647705,0.2501670718193054,1.2608450651168823,0.9984520673751831
61,0.1,5,0.0003,0.7422233819961548,0.2505459785461426,1.2670741081237793,0.9984291791915894
62,0.1,5,0.0003,0.7416691780090332,0.2507241666316986,1.275754451751709,0.9984117150306702
63,0.1,5,0.0003,0.7409247756004333,0.25070932507514954,1.28448486328125,0.9983980655670166
64,0.1,5,0.0003,0.7397915124893188,0.2510042190551758,1.2923787832260132,0.9983921647071838
65,0.1,5,0.0003,0.7385911345481873,0.2507045865058899,1.3008264303207397,0.9983657002449036
66,0.1,5,0.0003,0.7367587089538574,0.25082606077194214,1.3084710836410522,0.9983357191085815
67,0.1,5,0.0003,0.7340186834335327,0.2518952786922455,1.314322829246521,0.9983141422271729
68,0.1,5,0.0003,0.7315704822540283,0.2529275417327881,1.320227026939392,0.9982914328575134
69,0.1,5,0.0003,0.7292437553405762,0.253984659910202,1.3255901336669922,0.9982814788818359
70,0.1,5,0.0003,0.7274642586708069,0.2542998790740967,1.3317264318466187,0.998254120349884
71,0.1,5,0.0003,0.7249894738197327,0.25501352548599243,1.3365718126296997,0.9982250332832336
72,0.1,5,0.0003,0.7218832969665527,0.25635796785354614,1.3397910594940186,0.9982131123542786
73,0.1,5,0.0003,0.7198511958122253,0.25778618454933167,1.3429361581802368,0.9982022047042847
74,0.1,5,0.0003,0.718967854976654,0.2593476176261902,1.3459023237228394,0.9981907606124878
75,0.1,5,0.0003,0.7181316614151001,0.26080992817878723,1.3482192754745483,0.9981876015663147
76,0.1,5,0.0003,0.7174383997917175,0.2619214653968811,1.3494532108306885,0.9981759786605835
77,0.1,5,0.0003,0.7170712947845459,0.26264041662216187,1.349875569343567,0.9981536865234375
78,0.1,5,0.0003,0.7177374362945557,0.26309120655059814,1.350751519203186,0.9981300234794617
79,0.1,5,0.0003,0.7182379961013794,0.26382267475128174,1.3515591621398926,0.998116672039032
80,0.1,5,0.0003,0.7181534171104431,0.26446419954299927,1.3525140285491943,0.9981152415275574
81,0.1,5,0.0003,0.7178984880447388,0.264682412147522,1.353025197982788,0.998125433921814
82,0.1,5,0.0003,0.7170970439910889,0.264309823513031,1.3534667491912842,0.998113751411438
83,0.1,5,0.0003,0.7163041830062866,0.2634788751602173,1.355139970779419,0.9980707168579102
84,0.1,5,0.0003,0.7156935930252075,0.26315033435821533,1.3568898439407349,0.9980306029319763
85,0.1,5,0.0003,0.7153878211975098,0.26375842094421387,1.3574180603027344,0.9980112910270691
86,0.1,5,0.0003,0.7149164080619812,0.26477500796318054,1.3566405773162842,0.9980135560035706
87,0.1,5,0.0003,0.7140355706214905,0.2662450671195984,1.3567308187484741,0.9980200529098511
88,0.1,5,0.0003,0.7142293453216553,0.2682443857192993,1.3590258359909058,0.997991144657135
89,0.1,5,0.0003,0.7141414880752563,0.26984405517578125,1.3621323108673096,0.9979478120803833
90,0.1,5,0.0003,0.7131174206733704,0.2708370089530945,1.3628780841827393,0.9979349970817566
91,0.1,5,0.0003,0.7132285833358765,0.27120453119277954,1.362483024597168,0.9979394674301147
92,0.1,5,0.0003,0.7111380696296692,0.27191513776779175,1.363469123840332,0.9979326725006104
93,0.1,5,0.0003,0.7082871794700623,0.2735276222229004,1.3654131889343262,0.9979193210601807
94,0.1,5,0.0003,0.7054740786552429,0.2757530212402344,1.3689695596694946,0.9978770017623901
95,0.1,5,0.0003,0.7029311060905457,0.27811354398727417,1.370017647743225,0.9978625774383545
96,0.1,5,0.0003,0.7008877992630005,0.2802585959434509,1.3697000741958618,0.9978697896003723
97,0.1,5,0.0003,0.6994039416313171,0.2825542986392975,1.370165467262268,0.9978669285774231
98,0.1,5,0.0003,0.6979568600654602,0.28412681818008423,1.3696446418762207,0.9978851675987244
99,0.1,5,0.0003,0.6963686347007751,0.2855735421180725,1.3682281970977783,0.9979079365730286
