ratios_min,approx_TV,learning_rate,ratios_max,clip_range,num_epochs,ratios_mean,num_agents
1.0,0.0,0.0005,1.0,0.4,0,1.0,5
0.9704430103302002,0.023972056806087494,0.0005,1.033092737197876,0.4,1,0.9995510578155518,5
0.938431441783905,0.05025569722056389,0.0005,1.070068359375,0.4,2,0.999058187007904,5
0.9056298136711121,0.07788970321416855,0.0005,1.1099132299423218,0.4,3,0.998539388179779,5
0.8727022409439087,0.10661596059799194,0.0005,1.1522046327590942,0.4,4,0.9979992508888245,5
0.8399447202682495,0.13625098764896393,0.0005,1.1971886157989502,0.4,5,0.9974440336227417,5
0.8076015114784241,0.1667199432849884,0.0005,1.244899034500122,0.4,6,0.9968739748001099,5
0.7739075422286987,0.198114812374115,0.0005,1.2947951555252075,0.4,7,0.9962888360023499,5
0.740224301815033,0.23050802946090698,0.0005,1.347236156463623,0.4,8,0.9956923127174377,5
0.7066218852996826,0.26385581493377686,0.0005,1.4023418426513672,0.4,9,0.9950838685035706,5
0.6731483340263367,0.2982053756713867,0.0005,1.460317611694336,0.4,10,0.994464635848999,5
0.6398972868919373,0.3336079716682434,0.0005,1.521712064743042,0.4,11,0.9938317537307739,5
0.6069340705871582,0.3700866103172302,0.0005,1.5864980220794678,0.4,12,0.9931900501251221,5
0.5742958188056946,0.4077180027961731,0.0005,1.6547725200653076,0.4,13,0.9925345182418823,5
0.5426821112632751,0.4459918737411499,0.0005,1.725633978843689,0.4,14,0.9918735027313232,5
0.5131561756134033,0.48423337936401367,0.0005,1.7963826656341553,0.4,15,0.9912304282188416,5
0.4866689145565033,0.5202600359916687,0.0005,1.8654214143753052,0.4,16,0.9906238913536072,5
0.4631519615650177,0.5532004833221436,0.0005,1.9308350086212158,0.4,17,0.990062952041626,5
0.4433157444000244,0.5820797085762024,0.0005,1.9913944005966187,0.4,18,0.9895640015602112,5
0.427322119474411,0.606349766254425,0.0005,2.0461232662200928,0.4,19,0.9891307353973389,5
0.4149826765060425,0.6254417896270752,0.0005,2.093871831893921,0.4,20,0.9887656569480896,5
0.4063011109828949,0.6382032632827759,0.0005,2.1354312896728516,0.4,21,0.9884823560714722,5
0.4010423719882965,0.6452130079269409,0.0005,2.171459674835205,0.4,22,0.9882780313491821,5
0.39887213706970215,0.6473456621170044,0.0005,2.2012200355529785,0.4,23,0.9881375432014465,5
0.3993239402770996,0.6445974111557007,0.0005,2.224905014038086,0.4,24,0.9880500435829163,5
0.4021299481391907,0.6372500658035278,0.0005,2.243105411529541,0.4,25,0.9880115985870361,5
0.4066893458366394,0.6266292333602905,0.0005,2.2567098140716553,0.4,26,0.9880124926567078,5
0.41236862540245056,0.6149325370788574,0.0005,2.268594741821289,0.4,27,0.9880394339561462,5
0.418823778629303,0.6121090650558472,0.0005,2.2793562412261963,0.4,28,0.9880856275558472,5
0.4255785346031189,0.6099002361297607,0.0005,2.291557550430298,0.4,29,0.988135576248169,5
0.43242692947387695,0.6068801879882812,0.0005,2.3052518367767334,0.4,30,0.9881829023361206,5
0.43899333477020264,0.6033223271369934,0.0005,2.3212428092956543,0.4,31,0.9882234334945679,5
0.44511038064956665,0.6011931300163269,0.0005,2.340390682220459,0.4,32,0.9882519245147705,5
0.4464559257030487,0.6014827489852905,0.0005,2.362405776977539,0.4,33,0.9882669448852539,5
0.44824185967445374,0.6027474403381348,0.0005,2.3876030445098877,0.4,34,0.9882616400718689,5
0.4507894814014435,0.6048387289047241,0.0005,2.416022539138794,0.4,35,0.9882376194000244,5
0.45419013500213623,0.6087760925292969,0.0005,2.4462168216705322,0.4,36,0.9881929755210876,5
0.4545656144618988,0.6146262884140015,0.0005,2.4785091876983643,0.4,37,0.9881269335746765,5
0.4508020281791687,0.6220919489860535,0.0005,2.5120885372161865,0.4,38,0.988044798374176,5
0.44541728496551514,0.6317093968391418,0.0005,2.547257900238037,0.4,39,0.9879390597343445,5
0.43859830498695374,0.6432288289070129,0.0005,2.583869695663452,0.4,40,0.9878091812133789,5
0.43118810653686523,0.6552348136901855,0.0005,2.6195175647735596,0.4,41,0.9876675009727478,5
0.4236052632331848,0.6677085161209106,0.0005,2.652960777282715,0.4,42,0.9875190258026123,5
0.4163132607936859,0.6804101467132568,0.0005,2.6835036277770996,0.4,43,0.9873757362365723,5
0.4093759059906006,0.6926807165145874,0.0005,2.710284471511841,0.4,44,0.9872374534606934,5
0.40296146273612976,0.7038942575454712,0.0005,2.733309268951416,0.4,45,0.9871048927307129,5
0.39734941720962524,0.7144050598144531,0.0005,2.7530055046081543,0.4,46,0.9869787096977234,5
0.39246484637260437,0.7241928577423096,0.0005,2.768371343612671,0.4,47,0.9868653416633606,5
0.38867589831352234,0.7319594621658325,0.0005,2.7793266773223877,0.4,48,0.9867725968360901,5
0.3857748508453369,0.7378242611885071,0.0005,2.795344114303589,0.4,49,0.9866941571235657,5
0.3840022683143616,0.7417953610420227,0.0005,2.8107540607452393,0.4,50,0.9866294860839844,5
0.38302910327911377,0.7441326975822449,0.0005,2.8252005577087402,0.4,51,0.9865634441375732,5
0.38288456201553345,0.744787335395813,0.0005,2.8375566005706787,0.4,52,0.9864886403083801,5
0.38362717628479004,0.7441228032112122,0.0005,2.8478996753692627,0.4,53,0.9864041805267334,5
0.38473522663116455,0.7437596321105957,0.0005,2.857602119445801,0.4,54,0.9863052368164062,5
0.3864975571632385,0.7459896802902222,0.0005,2.8641178607940674,0.4,55,0.9861992597579956,5
0.3884924650192261,0.7590179443359375,0.0005,2.866539239883423,0.4,56,0.9860931634902954,5
0.38997137546539307,0.772639274597168,0.0005,2.8662097454071045,0.4,57,0.9859595894813538,5
0.3904789090156555,0.7865162491798401,0.0005,2.868049144744873,0.4,58,0.9857826828956604,5
0.3899673819541931,0.8003977537155151,0.0005,2.8720970153808594,0.4,59,0.9855800867080688,5
0.3886833190917969,0.8141806125640869,0.0005,2.877196788787842,0.4,60,0.9853556752204895,5
0.3866031765937805,0.8282906413078308,0.0005,2.882953643798828,0.4,61,0.9851028323173523,5
0.3818166255950928,0.8428076505661011,0.0005,2.8880958557128906,0.4,62,0.9848202466964722,5
0.37761014699935913,0.8572341799736023,0.0005,2.8940489292144775,0.4,63,0.9845142960548401,5
0.3738377094268799,0.8721737861633301,0.0005,2.9015114307403564,0.4,64,0.9841806888580322,5
0.3705604374408722,0.8873940706253052,0.0005,2.9094626903533936,0.4,65,0.9838477969169617,5
0.3676533102989197,0.9031229615211487,0.0005,2.913255214691162,0.4,66,0.9835016131401062,5
0.3650965392589569,0.9184538125991821,0.0005,2.9119958877563477,0.4,67,0.9831432104110718,5
0.3628385663032532,0.9323734045028687,0.0005,2.9049792289733887,0.4,68,0.9827802777290344,5
0.3608476221561432,0.9445469379425049,0.0005,2.8972339630126953,0.4,69,0.9824270606040955,5
0.35877248644828796,0.9555028676986694,0.0005,2.888594388961792,0.4,70,0.9821069836616516,5
0.35663536190986633,0.9660146832466125,0.0005,2.8752517700195312,0.4,71,0.9818222522735596,5
0.35083094239234924,0.9781999588012695,0.0005,2.8613624572753906,0.4,72,0.9815452694892883,5
0.3452107906341553,0.9917694330215454,0.0005,2.8478286266326904,0.4,73,0.981238603591919,5
0.33939358592033386,1.0065679550170898,0.0005,2.840463399887085,0.4,74,0.9809176325798035,5
0.33370330929756165,1.0218758583068848,0.0005,2.8328118324279785,0.4,75,0.9805865287780762,5
0.32944366335868835,1.0375884771347046,0.0005,2.814208507537842,0.4,76,0.9802244305610657,5
0.32546475529670715,1.0534546375274658,0.0005,2.7903969287872314,0.4,77,0.9798423051834106,5
0.3221723139286041,1.06910240650177,0.0005,2.761317253112793,0.4,78,0.9794367551803589,5
0.3184775114059448,1.0841448307037354,0.0005,2.7318320274353027,0.4,79,0.9790077805519104,5
0.31446346640586853,1.0989091396331787,0.0005,2.701115131378174,0.4,80,0.9785764813423157,5
0.31119802594184875,1.1136932373046875,0.0005,2.6634600162506104,0.4,81,0.9781807065010071,5
0.3086933195590973,1.1313562393188477,0.0005,2.6213557720184326,0.4,82,0.977764904499054,5
0.3058079481124878,1.1502022743225098,0.0005,2.583193778991699,0.4,83,0.9773175120353699,5
0.3019391894340515,1.1690397262573242,0.0005,2.603853940963745,0.4,84,0.9768512845039368,5
0.2980276048183441,1.186730980873108,0.0005,2.638792037963867,0.4,85,0.9763815999031067,5
0.293928325176239,1.203212022781372,0.0005,2.673980474472046,0.4,86,0.9758983254432678,5
0.29149162769317627,1.2194485664367676,0.0005,2.70534610748291,0.4,87,0.9753758907318115,5
0.2880801260471344,1.2351042032241821,0.0005,2.733504295349121,0.4,88,0.9748581051826477,5
0.28256282210350037,1.251392126083374,0.0005,2.761958122253418,0.4,89,0.974280059337616,5
0.2762434780597687,1.2659296989440918,0.0005,2.785801410675049,0.4,90,0.9736904501914978,5
0.26988163590431213,1.2783186435699463,0.0005,2.8046329021453857,0.4,91,0.9730998873710632,5
0.2640065848827362,1.2895023822784424,0.0005,2.819489002227783,0.4,92,0.9725335836410522,5
0.25795257091522217,1.2999768257141113,0.0005,2.830760955810547,0.4,93,0.9719446301460266,5
0.2509045898914337,1.3097000122070312,0.0005,2.8424878120422363,0.4,94,0.9713317155838013,5
0.2441062480211258,1.3215878009796143,0.0005,2.8630900382995605,0.4,95,0.9707045555114746,5
0.23765569925308228,1.336559772491455,0.0005,2.896653890609741,0.4,96,0.9700612425804138,5
0.23123441636562347,1.3523004055023193,0.0005,2.929828405380249,0.4,97,0.9694005846977234,5
0.22547508776187897,1.3650798797607422,0.0005,2.9503839015960693,0.4,98,0.9687675833702087,5
0.21957240998744965,1.3805803060531616,0.0005,2.9853851795196533,0.4,99,0.9681635499000549,5
