approx_TV,num_epochs,ratios_max,clip_range,num_agents,ratios_min,learning_rate,ratios_mean
0.0,0,1.0,0.5,5,1.0,0.0002,1.0
0.011803418397903442,1,1.0169117450714111,0.5,5,0.9833046197891235,0.0002,0.9996544122695923
0.024584941565990448,2,1.0353888273239136,0.5,5,0.9655165076255798,0.0002,0.9992820024490356
0.03788631036877632,3,1.054850459098816,0.5,5,0.9472630023956299,0.0002,0.9988958835601807
0.051524024456739426,4,1.0751076936721802,0.5,5,0.928794801235199,0.0002,0.9985001087188721
0.06540603190660477,5,1.096052646636963,0.5,5,0.91023850440979,0.0002,0.9980968236923218
0.07948358356952667,6,1.117631196975708,0.5,5,0.8916690349578857,0.0002,0.9976884722709656
0.09372557699680328,7,1.1398062705993652,0.5,5,0.873164713382721,0.0002,0.9972753524780273
0.1081087738275528,8,1.1625632047653198,0.5,5,0.8547320365905762,0.0002,0.9968591928482056
0.12265201658010483,9,1.1860747337341309,0.5,5,0.8363929986953735,0.0002,0.9964393377304077
0.13732922077178955,10,1.2102941274642944,0.5,5,0.8181294202804565,0.0002,0.9960154891014099
0.1521344929933548,11,1.2351539134979248,0.5,5,0.7999574542045593,0.0002,0.9955892562866211
0.16706448793411255,12,1.260552167892456,0.5,5,0.7819047570228577,0.0002,0.9951598048210144
0.1821240335702896,13,1.2866464853286743,0.5,5,0.7639893293380737,0.0002,0.9947266578674316
0.19731180369853973,14,1.3134516477584839,0.5,5,0.7462127208709717,0.0002,0.994290292263031
0.21262846887111664,15,1.3410017490386963,0.5,5,0.7285791635513306,0.0002,0.9938505291938782
0.228074848651886,16,1.3693294525146484,0.5,5,0.7110840678215027,0.0002,0.9934071898460388
0.24365581572055817,17,1.3984630107879639,0.5,5,0.693720817565918,0.0002,0.9929601550102234
0.25937557220458984,18,1.4284298419952393,0.5,5,0.6764920949935913,0.0002,0.9925090670585632
0.2752361297607422,19,1.4592584371566772,0.5,5,0.659397542476654,0.0002,0.9920542240142822
0.2912433445453644,20,1.491005778312683,0.5,5,0.6424219012260437,0.0002,0.9915957450866699
0.30740177631378174,21,1.523687720298767,0.5,5,0.6255443692207336,0.0002,0.9911333918571472
0.3237139582633972,22,1.557335615158081,0.5,5,0.6088123917579651,0.0002,0.990666925907135
0.3403205871582031,23,1.5919651985168457,0.5,5,0.5921724438667297,0.0002,0.9901967644691467
0.35713815689086914,24,1.6276048421859741,0.5,5,0.5756816267967224,0.0002,0.9897221922874451
0.374137282371521,25,1.6642954349517822,0.5,5,0.5592459440231323,0.0002,0.9892420172691345
0.39134424924850464,26,1.7020639181137085,0.5,5,0.5428905487060547,0.0002,0.9887564182281494
0.4087493419647217,27,1.7409024238586426,0.5,5,0.5266579389572144,0.0002,0.9882654547691345
0.4263398349285126,28,1.7808749675750732,0.5,5,0.5105566382408142,0.0002,0.9877685308456421
0.44416362047195435,29,1.8221096992492676,0.5,5,0.49459755420684814,0.0002,0.9872660636901855
0.46255528926849365,30,1.8644614219665527,0.5,5,0.4789566397666931,0.0002,0.9867578744888306
0.4811919331550598,31,1.9079612493515015,0.5,5,0.46361714601516724,0.0002,0.9862446784973145
0.4999682903289795,32,1.9521058797836304,0.5,5,0.449033260345459,0.0002,0.9857304096221924
0.5188150405883789,33,1.9968701601028442,0.5,5,0.4351864159107208,0.0002,0.9852157831192017
0.5376497507095337,34,2.041698455810547,0.5,5,0.4223012328147888,0.0002,0.9847033023834229
0.5564579367637634,35,2.0865478515625,0.5,5,0.4102173447608948,0.0002,0.9841939210891724
0.5751758813858032,36,2.1313235759735107,0.5,5,0.39889082312583923,0.0002,0.9836897253990173
0.5937168598175049,37,2.175891876220703,0.5,5,0.38829341530799866,0.0002,0.9831933975219727
0.6120902299880981,38,2.22029972076416,0.5,5,0.378375768661499,0.0002,0.9827051162719727
0.6302237510681152,39,2.264281988143921,0.5,5,0.36918190121650696,0.0002,0.9822274446487427
0.6480584144592285,40,2.307802438735962,0.5,5,0.3605407476425171,0.0002,0.981762170791626
0.6654937267303467,41,2.350600004196167,0.5,5,0.35261598229408264,0.0002,0.9813128113746643
0.6825344562530518,42,2.3927268981933594,0.5,5,0.3452919125556946,0.0002,0.9808787703514099
0.6990948915481567,43,2.4339077472686768,0.5,5,0.3386039733886719,0.0002,0.9804611206054688
0.7150124311447144,44,2.4738337993621826,0.5,5,0.332537442445755,0.0002,0.9800631403923035
0.7299869060516357,45,2.512293577194214,0.5,5,0.3271321654319763,0.0002,0.9796866774559021
0.7439702749252319,46,2.5494303703308105,0.5,5,0.3222692906856537,0.0002,0.9793307185173035
0.756828248500824,47,2.5849099159240723,0.5,5,0.3180559277534485,0.0002,0.9789969325065613
0.7684903144836426,48,2.6186208724975586,0.5,5,0.3145565986633301,0.0002,0.9786854386329651
0.779016375541687,49,2.6506776809692383,0.5,5,0.31174254417419434,0.0002,0.9783939719200134
0.7884502410888672,50,2.6809823513031006,0.5,5,0.309536874294281,0.0002,0.9781221747398376
0.7968693375587463,51,2.7098984718322754,0.5,5,0.3078642785549164,0.0002,0.9778642654418945
0.8043273091316223,52,2.737497568130493,0.5,5,0.30666017532348633,0.0002,0.9776195287704468
0.8108716607093811,53,2.7639639377593994,0.5,5,0.3058616518974304,0.0002,0.9773856997489929
0.8165314197540283,54,2.789384126663208,0.5,5,0.30544313788414,0.0002,0.9771604537963867
0.8214330673217773,55,2.813910722732544,0.5,5,0.3053573668003082,0.0002,0.9769423007965088
0.825604259967804,56,2.838848352432251,0.5,5,0.3056143820285797,0.0002,0.9767305254936218
0.8292326927185059,57,2.8632893562316895,0.5,5,0.30615267157554626,0.0002,0.9765232801437378
0.8321120738983154,58,2.885946035385132,0.5,5,0.30705690383911133,0.0002,0.9763219356536865
0.8346072435379028,59,2.9071075916290283,0.5,5,0.3081876337528229,0.0002,0.9761238694190979
0.8367509841918945,60,2.9267373085021973,0.5,5,0.30946335196495056,0.0002,0.9759271144866943
0.8385962247848511,61,2.944760322570801,0.5,5,0.31084927916526794,0.0002,0.9757318496704102
0.8401837348937988,62,2.9612033367156982,0.5,5,0.3123454749584198,0.0002,0.9755384922027588
0.8414683938026428,63,2.9761621952056885,0.5,5,0.3139607012271881,0.0002,0.9753473997116089
0.8422966003417969,64,2.9890313148498535,0.5,5,0.3157825469970703,0.0002,0.97516268491745
0.8428024649620056,65,2.9999701976776123,0.5,5,0.3178090751171112,0.0002,0.9749820828437805
0.842953085899353,66,3.008941888809204,0.5,5,0.32004037499427795,0.0002,0.974806010723114
0.8425249457359314,67,3.016303062438965,0.5,5,0.32246530055999756,0.0002,0.9746344089508057
0.8415966033935547,68,3.0221638679504395,0.5,5,0.32505059242248535,0.0002,0.9744670987129211
0.8401297330856323,69,3.0267984867095947,0.5,5,0.32752725481987,0.0002,0.9743037223815918
0.8381540179252625,70,3.0303096771240234,0.5,5,0.32716161012649536,0.0002,0.9741458892822266
0.8357508182525635,71,3.047116756439209,0.5,5,0.32692551612854004,0.0002,0.9739913940429688
0.8329648971557617,72,3.0634191036224365,0.5,5,0.3268137574195862,0.0002,0.9738397598266602
0.8299347162246704,73,3.0795156955718994,0.5,5,0.3268725872039795,0.0002,0.97368985414505
0.8277537822723389,74,3.0957796573638916,0.5,5,0.3270828425884247,0.0002,0.9735400676727295
0.8316885232925415,75,3.1122419834136963,0.5,5,0.32741349935531616,0.0002,0.9733890891075134
0.8357210755348206,76,3.128995418548584,0.5,5,0.32784318923950195,0.0002,0.973236083984375
0.8398728370666504,77,3.1461193561553955,0.5,5,0.3283328711986542,0.0002,0.9730806946754456
0.8441976308822632,78,3.163743734359741,0.5,5,0.3288704454898834,0.0002,0.9729220271110535
0.8487299680709839,79,3.1819708347320557,0.5,5,0.3294452428817749,0.0002,0.9727591872215271
0.8535945415496826,80,3.200913906097412,0.5,5,0.3300434350967407,0.0002,0.9725918173789978
0.8594651222229004,81,3.2201943397521973,0.5,5,0.3306972086429596,0.0002,0.9724221229553223
0.8654653429985046,82,3.239919662475586,0.5,5,0.33140984177589417,0.0002,0.9722490906715393
0.8716076612472534,83,3.26029109954834,0.5,5,0.33213385939598083,0.0002,0.9720722436904907
0.878146767616272,84,3.2819936275482178,0.5,5,0.33281174302101135,0.0002,0.9718868136405945
0.8851596713066101,85,3.3052852153778076,0.5,5,0.3333756923675537,0.0002,0.971691370010376
0.8926048874855042,86,3.3299033641815186,0.5,5,0.3338375389575958,0.0002,0.9714853763580322
0.9005175232887268,87,3.3559274673461914,0.5,5,0.3341933488845825,0.0002,0.9712661504745483
0.9088655114173889,88,3.383033037185669,0.5,5,0.33444318175315857,0.0002,0.9710330963134766
0.917373776435852,89,3.410250425338745,0.5,5,0.3347246050834656,0.0002,0.9707927703857422
0.9259573221206665,90,3.4372949600219727,0.5,5,0.3350426256656647,0.0002,0.9705468416213989
0.9342972040176392,91,3.4635491371154785,0.5,5,0.3354792892932892,0.0002,0.9703006744384766
