clip_range,ratios_max,learning_rate,approx_TV,num_agents,ratios_mean,ratios_min,num_epochs
0.2,1.6288471221923828,0.0004,0.43862903118133545,5,0.9965289235115051,0.601955235004425,57
0.2,1.637858271598816,0.0004,0.43528997898101807,5,0.9964292049407959,0.5980382561683655,58
0.2,1.6479283571243286,0.0004,0.43074238300323486,5,0.9963112473487854,0.593673825263977,59
0.2,1.6579785346984863,0.0004,0.4270738363265991,5,0.996191680431366,0.589724063873291,60
0.2,1.665628433227539,0.0004,0.42686977982521057,5,0.9960998296737671,0.5865985155105591,61
0.2,1.6714454889297485,0.0004,0.42860662937164307,5,0.9960376620292664,0.5842648148536682,62
0.2,1.6770105361938477,0.0004,0.43108639121055603,5,0.9959793090820312,0.5813251733779907,63
0.2,1.682491660118103,0.0004,0.4340886175632477,5,0.9959223866462708,0.5776489973068237,64
0.2,1.6882721185684204,0.0004,0.4384887218475342,5,0.9958479404449463,0.5734407901763916,65
0.2,1.693821668624878,0.0004,0.4447135329246521,5,0.9957630038261414,0.5699597001075745,66
0.2,1.6983067989349365,0.0004,0.4506043791770935,5,0.9956915974617004,0.5682897567749023,67
0.2,1.701042890548706,0.0004,0.4555872082710266,5,0.9956347346305847,0.5687997937202454,68
0.2,1.702028512954712,0.0004,0.4597361087799072,5,0.9955925941467285,0.5706231594085693,69
0.2,1.7036136388778687,0.0004,0.4637497365474701,5,0.9955366253852844,0.5707001686096191,70
0.2,1.7063970565795898,0.0004,0.46798044443130493,5,0.9954643249511719,0.5688090920448303,71
0.2,1.7091865539550781,0.0004,0.4721173048019409,5,0.9953905344009399,0.5663532614707947,72
0.2,1.711254358291626,0.0004,0.4755890369415283,5,0.9953233003616333,0.5648788809776306,73
0.2,1.7128098011016846,0.0004,0.47789421677589417,5,0.9952534437179565,0.5647788047790527,74
0.2,1.7136716842651367,0.0004,0.47900357842445374,5,0.9951983690261841,0.5657265186309814,75
0.2,1.7152758836746216,0.0004,0.479452908039093,5,0.9951471090316772,0.5666146874427795,76
0.2,1.717979907989502,0.0004,0.4794333875179291,5,0.9950870275497437,0.5664342641830444,77
0.2,1.7200485467910767,0.0004,0.4794025719165802,5,0.9950260519981384,0.5650185346603394,78
0.2,1.7204216718673706,0.0004,0.4790967106819153,5,0.994971513748169,0.5640624165534973,79
0.2,1.7208210229873657,0.0004,0.4786626696586609,5,0.9949195981025696,0.5634550452232361,80
0.2,1.7231522798538208,0.0004,0.4783383905887604,5,0.994843065738678,0.5627163052558899,81
0.2,1.727168321609497,0.0004,0.47805601358413696,5,0.9947414398193359,0.560762345790863,82
0.2,1.7295619249343872,0.0004,0.47776341438293457,5,0.9946377277374268,0.5591492056846619,83
0.2,1.7307742834091187,0.0004,0.47625741362571716,5,0.9945327043533325,0.5586332082748413,84
0.2,1.7317662239074707,0.0004,0.47397544980049133,5,0.9944460391998291,0.55826336145401,85
0.2,1.7326152324676514,0.0004,0.47093409299850464,5,0.9943682551383972,0.5567901134490967,86
0.2,1.7343711853027344,0.0004,0.4671759605407715,5,0.9942840337753296,0.5552620887756348,87
0.2,1.7373310327529907,0.0004,0.46361708641052246,5,0.9941977262496948,0.5537601709365845,88
0.2,1.7393579483032227,0.0004,0.46037787199020386,5,0.9941211938858032,0.5542213320732117,89
0.2,1.739802360534668,0.0004,0.45752692222595215,5,0.9940677881240845,0.5558857321739197,90
0.2,1.739595890045166,0.0004,0.4567885994911194,5,0.9940436482429504,0.5567343235015869,91
0.2,1.740391492843628,0.0004,0.4558660686016083,5,0.994035542011261,0.5568881630897522,92
0.2,1.74366295337677,0.0004,0.45428338646888733,5,0.9940051436424255,0.5550948977470398,93
0.2,1.7492015361785889,0.0004,0.4529106020927429,5,0.9939402937889099,0.5525529980659485,94
0.2,1.7532234191894531,0.0004,0.4515865743160248,5,0.9938692450523376,0.5506086349487305,95
0.2,1.7563410997390747,0.0004,0.4503006935119629,5,0.9938017725944519,0.5489072203636169,96
0.2,1.7592601776123047,0.0004,0.4490925073623657,5,0.9937231540679932,0.546796977519989,97
0.2,1.7632321119308472,0.0004,0.4489715099334717,5,0.9936498999595642,0.5456709265708923,98
0.2,1.7677360773086548,0.0004,0.45519524812698364,5,0.9935824275016785,0.5445697903633118,99
