ratios_max,ratios_mean,ratios_min,learning_rate,clip_range,approx_TV,num_agents,num_epochs
1.0,1.0,1.0,0.0004,0.5,0.0,5,0
1.0214481353759766,0.999976396560669,0.9815637469291687,0.0004,0.5,0.01310373842716217,5,1
1.045379638671875,0.9999505281448364,0.9612195491790771,0.0004,0.5,0.02765609323978424,5,2
1.0709353685379028,0.9999234080314636,0.9398449659347534,0.0004,0.5,0.04293909668922424,5,3
1.0978342294692993,0.9998957514762878,0.9180360436439514,0.0004,0.5,0.05880199372768402,5,4
1.1259222030639648,0.9998671412467957,0.8960580825805664,0.0004,0.5,0.07509348541498184,5,5
1.1552268266677856,0.9998368620872498,0.8740959763526917,0.0004,0.5,0.09187887609004974,5,6
1.185823678970337,0.9998056888580322,0.852252185344696,0.0004,0.5,0.10915255546569824,5,7
1.2174910306930542,0.9997729659080505,0.8305773735046387,0.0004,0.5,0.1268138587474823,5,8
1.2505501508712769,0.9997391700744629,0.8091318011283875,0.0004,0.5,0.14486142992973328,5,9
1.2851533889770508,0.9997053146362305,0.7879793047904968,0.0004,0.5,0.16330744326114655,5,10
1.3209880590438843,0.999670684337616,0.7671136856079102,0.0004,0.5,0.18212945759296417,5,11
1.3581056594848633,0.999634325504303,0.7465749979019165,0.0004,0.5,0.201346293091774,5,12
1.3966224193572998,0.9995971918106079,0.7264391183853149,0.0004,0.5,0.22082743048667908,5,13
1.436585783958435,0.9995596408843994,0.7066530585289001,0.0004,0.5,0.24071398377418518,5,14
1.4780775308609009,0.9995216727256775,0.6872079968452454,0.0004,0.5,0.2610243856906891,5,15
1.5212738513946533,0.9994845986366272,0.6680881977081299,0.0004,0.5,0.2819574475288391,5,16
1.5660992860794067,0.9994476437568665,0.6492903828620911,0.0004,0.5,0.3033290505409241,5,17
1.6129730939865112,0.9994102120399475,0.630824089050293,0.0004,0.5,0.3250647783279419,5,18
1.6618013381958008,0.9993734359741211,0.6127089262008667,0.0004,0.5,0.34734007716178894,5,19
1.7125470638275146,0.9993366599082947,0.5921174883842468,0.0004,0.5,0.3701373338699341,5,20
1.7652764320373535,0.9992998242378235,0.5715874433517456,0.0004,0.5,0.39333459734916687,5,21
1.8198028802871704,0.9992632269859314,0.551172137260437,0.0004,0.5,0.4171701669692993,5,22
1.8766331672668457,0.9992263317108154,0.530832052230835,0.0004,0.5,0.4416012167930603,5,23
1.9363369941711426,0.9991896748542786,0.510654091835022,0.0004,0.5,0.46651238203048706,5,24
1.9993635416030884,0.9991534948348999,0.4906538426876068,0.0004,0.5,0.49191051721572876,5,25
2.0649585723876953,0.9991195201873779,0.4712241590023041,0.0004,0.5,0.5179389715194702,5,26
2.132401466369629,0.9990901350975037,0.45318663120269775,0.0004,0.5,0.5445219278335571,5,27
2.201382637023926,0.9990648627281189,0.4366346001625061,0.0004,0.5,0.5715349912643433,5,28
2.271658420562744,0.9990441203117371,0.4215424358844757,0.0004,0.5,0.5991876125335693,5,29
2.3419435024261475,0.999031662940979,0.40817204117774963,0.0004,0.5,0.6276330947875977,5,30
2.4120728969573975,0.999024510383606,0.3964677155017853,0.0004,0.5,0.6563889980316162,5,31
2.4817612171173096,0.9990224838256836,0.38624268770217896,0.0004,0.5,0.6854183673858643,5,32
2.5507216453552246,0.9990242719650269,0.377562016248703,0.0004,0.5,0.7144762277603149,5,33
2.6171936988830566,0.9990318417549133,0.37036699056625366,0.0004,0.5,0.743622362613678,5,34
2.682049036026001,0.9990352392196655,0.36438652873039246,0.0004,0.5,0.7721954584121704,5,35
2.7449283599853516,0.9990277290344238,0.3575180470943451,0.0004,0.5,0.7994397878646851,5,36
2.805757761001587,0.9989992380142212,0.34556084871292114,0.0004,0.5,0.8245090842247009,5,37
2.8642401695251465,0.9989480972290039,0.3347890079021454,0.0004,0.5,0.8473564386367798,5,38
2.920891523361206,0.9988629221916199,0.32511821389198303,0.0004,0.5,0.868706226348877,5,39
2.9744811058044434,0.998748242855072,0.31665802001953125,0.0004,0.5,0.88770592212677,5,40
3.024439573287964,0.9986104965209961,0.30933040380477905,0.0004,0.5,0.904547393321991,5,41
3.0708210468292236,0.998460054397583,0.3030589520931244,0.0004,0.5,0.9198071360588074,5,42
3.113603115081787,0.9983060359954834,0.2977486252784729,0.0004,0.5,0.9336060881614685,5,43
3.1528396606445312,0.9981535077095032,0.2930069863796234,0.0004,0.5,0.9458518028259277,5,44
3.1892025470733643,0.9980067610740662,0.2886398732662201,0.0004,0.5,0.9560655951499939,5,45
3.222982883453369,0.9978654980659485,0.2845292091369629,0.0004,0.5,0.9646725654602051,5,46
3.255188465118408,0.9977320432662964,0.28045064210891724,0.0004,0.5,0.9731073379516602,5,47
3.2852063179016113,0.9976111054420471,0.27640172839164734,0.0004,0.5,0.9800636768341064,5,48
3.31386399269104,0.9974972009658813,0.27216440439224243,0.0004,0.5,0.9852216243743896,5,49
3.3407464027404785,0.9973887205123901,0.2676001489162445,0.0004,0.5,0.9897031188011169,5,50
3.3659565448760986,0.9972802996635437,0.26268425583839417,0.0004,0.5,0.9954599142074585,5,51
3.389195203781128,0.9971714019775391,0.2576383948326111,0.0004,0.5,1.0017083883285522,5,52
3.411979913711548,0.9970554709434509,0.252318412065506,0.0004,0.5,1.0076167583465576,5,53
3.4356062412261963,0.9969307780265808,0.24674531817436218,0.0004,0.5,1.0125913619995117,5,54
3.4616236686706543,0.9967902302742004,0.2405850887298584,0.0004,0.5,1.0168471336364746,5,55
3.4897258281707764,0.9966285228729248,0.23410101234912872,0.0004,0.5,1.0204356908798218,5,56
3.5188889503479004,0.9964491724967957,0.2274530678987503,0.0004,0.5,1.0230777263641357,5,57
3.5512170791625977,0.9962472915649414,0.22048139572143555,0.0004,0.5,1.0317554473876953,5,58
3.5866918563842773,0.9960264563560486,0.21333672106266022,0.0004,0.5,1.0406200885772705,5,59
3.6214439868927,0.9958012700080872,0.2064763307571411,0.0004,0.5,1.050004243850708,5,60
3.654330253601074,0.9955853819847107,0.19995030760765076,0.0004,0.5,1.0602902173995972,5,61
3.6825649738311768,0.9953818917274475,0.19388523697853088,0.0004,0.5,1.0714789628982544,5,62
3.70573353767395,0.9951931238174438,0.188268780708313,0.0004,0.5,1.0841972827911377,5,63
3.725045919418335,0.9949952960014343,0.1830686330795288,0.0004,0.5,1.097927451133728,5,64
3.741071939468384,0.9947817325592041,0.17824815213680267,0.0004,0.5,1.1119909286499023,5,65
3.7569003105163574,0.9945389032363892,0.17350274324417114,0.0004,0.5,1.1259866952896118,5,66
3.772508382797241,0.9942606091499329,0.16886547207832336,0.0004,0.5,1.1396145820617676,5,67
