ratios_max,ratios_mean,ratios_min,learning_rate,clip_range,approx_TV,num_agents,num_epochs
3.7882277965545654,0.9939479827880859,0.16440117359161377,0.0004,0.5,1.1524544954299927,5,68
3.8036720752716064,0.9935988783836365,0.16010138392448425,0.0004,0.5,1.1640703678131104,5,69
3.819192409515381,0.9932227730751038,0.1558750420808792,0.0004,0.5,1.1744763851165771,5,70
3.8341410160064697,0.9928268194198608,0.15187905728816986,0.0004,0.5,1.1838234663009644,5,71
3.8491947650909424,0.9924084544181824,0.14801906049251556,0.0004,0.5,1.1921676397323608,5,72
3.8613955974578857,0.9919834136962891,0.14435172080993652,0.0004,0.5,1.1999114751815796,5,73
3.870713949203491,0.9915563464164734,0.13985590636730194,0.0004,0.5,1.2068049907684326,5,74
3.8784849643707275,0.9911386370658875,0.13576313853263855,0.0004,0.5,1.2128089666366577,5,75
3.8843417167663574,0.9907422065734863,0.13189485669136047,0.0004,0.5,1.2180325984954834,5,76
3.8902604579925537,0.9903586506843567,0.128263920545578,0.0004,0.5,1.222702980041504,5,77
3.899657964706421,0.9899717569351196,0.12492117285728455,0.0004,0.5,1.2266650199890137,5,78
3.913404703140259,0.9895726442337036,0.12178532034158707,0.0004,0.5,1.230574369430542,5,79
3.930396318435669,0.9891529083251953,0.11881118267774582,0.0004,0.5,1.234429955482483,5,80
3.9485483169555664,0.9887213706970215,0.11577564477920532,0.0004,0.5,1.2381409406661987,5,81
3.966278314590454,0.988283634185791,0.11187173426151276,0.0004,0.5,1.241477608680725,5,82
3.984858989715576,0.987838864326477,0.10807343572378159,0.0004,0.5,1.244708776473999,5,83
4.003409385681152,0.9873920679092407,0.10442402958869934,0.0004,0.5,1.247983455657959,5,84
4.0225605964660645,0.9869478344917297,0.10084730386734009,0.0004,0.5,1.2511066198349,5,85
4.045388221740723,0.9864960312843323,0.09727825969457626,0.0004,0.5,1.2542932033538818,5,86
4.071712017059326,0.9860410094261169,0.09377040714025497,0.0004,0.5,1.2627594470977783,5,87
4.096098899841309,0.9856142401695251,0.09071455150842667,0.0004,0.5,1.2824459075927734,5,88
4.114608287811279,0.9852297902107239,0.08814936131238937,0.0004,0.5,1.3003292083740234,5,89
4.132376194000244,0.984859049320221,0.08582167327404022,0.0004,0.5,1.317270040512085,5,90
4.143244743347168,0.9845159649848938,0.08396527916193008,0.0004,0.5,1.3329198360443115,5,91
4.150890827178955,0.9842004776000977,0.08243030309677124,0.0004,0.5,1.3480223417282104,5,92
4.155806541442871,0.9839030504226685,0.08113271743059158,0.0004,0.5,1.3617143630981445,5,93
4.159207820892334,0.9836220741271973,0.07990934699773788,0.0004,0.5,1.3733559846878052,5,94
4.1602783203125,0.9833588600158691,0.07880991697311401,0.0004,0.5,1.3826007843017578,5,95
4.162971019744873,0.9830933213233948,0.07766318321228027,0.0004,0.5,1.3910847902297974,5,96
4.1673078536987305,0.9828280210494995,0.0763675644993782,0.0004,0.5,1.3986968994140625,5,97
4.172403335571289,0.982557475566864,0.07495493441820145,0.0004,0.5,1.405563235282898,5,98
4.174469947814941,0.9822954535484314,0.07358299195766449,0.0004,0.5,1.4118646383285522,5,99
