approx_TV,learning_rate,clip_range,ratios_min,ratios_max,num_epochs,ratios_mean,num_agents
0.3811832070350647,0.0001,0.3,0.6575313210487366,1.5646520853042603,71,0.9988515377044678,5
0.3851521611213684,0.0001,0.3,0.6574732661247253,1.5702059268951416,72,0.9988696575164795,5
0.3889564871788025,0.0001,0.3,0.6572554111480713,1.575566053390503,73,0.9988817572593689,5
0.39261990785598755,0.0001,0.3,0.6568917036056519,1.5807545185089111,74,0.998888373374939,5
0.39613014459609985,0.0001,0.3,0.654841423034668,1.5858237743377686,75,0.998889148235321,5
0.399524986743927,0.0001,0.3,0.6525752544403076,1.5908071994781494,76,0.9988812804222107,5
0.40283602476119995,0.0001,0.3,0.6505224704742432,1.5957144498825073,77,0.9988647699356079,5
0.40600717067718506,0.0001,0.3,0.6486796736717224,1.6005222797393799,78,0.9988393187522888,5
0.4090469181537628,0.0001,0.3,0.6470253467559814,1.6052297353744507,79,0.998805820941925,5
0.4119531512260437,0.0001,0.3,0.645530104637146,1.6098253726959229,80,0.9987652897834778,5
0.4147224426269531,0.0001,0.3,0.6442004442214966,1.614300012588501,81,0.9987191557884216,5
0.41740304231643677,0.0001,0.3,0.6430940628051758,1.6186652183532715,82,0.9986672401428223,5
0.4201536476612091,0.0001,0.3,0.6422262191772461,1.6229385137557983,83,0.9986094236373901,5
0.4227758049964905,0.0001,0.3,0.6415570974349976,1.6270694732666016,84,0.9985471367835999,5
0.4252771735191345,0.0001,0.3,0.6408382058143616,1.6310075521469116,85,0.9984821081161499,5
0.4277431070804596,0.0001,0.3,0.6388741135597229,1.634724736213684,86,0.998416006565094,5
0.43014416098594666,0.0001,0.3,0.6371487975120544,1.6381862163543701,87,0.998350977897644,5
0.4323999583721161,0.0001,0.3,0.6356501579284668,1.6414114236831665,88,0.9982874393463135,5
0.43446627259254456,0.0001,0.3,0.6344624161720276,1.644393801689148,89,0.9982264041900635,5
0.4363556504249573,0.0001,0.3,0.6335508823394775,1.6471649408340454,90,0.9981674551963806,5
0.4381186068058014,0.0001,0.3,0.6328272819519043,1.6498589515686035,91,0.9981096982955933,5
0.4397827982902527,0.0001,0.3,0.6322365999221802,1.652506709098816,92,0.9980524778366089,5
0.44136032462120056,0.0001,0.3,0.631759524345398,1.6550836563110352,93,0.9979960322380066,5
0.4427774250507355,0.0001,0.3,0.6302574872970581,1.657575011253357,94,0.9979445934295654,5
0.44407641887664795,0.0001,0.3,0.627479076385498,1.6600168943405151,95,0.9978969693183899,5
0.44565075635910034,0.0001,0.3,0.6246947646141052,1.6624035835266113,96,0.9978521466255188,5
0.44772428274154663,0.0001,0.3,0.6219522356987,1.6647461652755737,97,0.9978099465370178,5
0.4497504234313965,0.0001,0.3,0.6195075511932373,1.6668137311935425,98,0.9977700114250183,5
0.45174023509025574,0.0001,0.3,0.6173182129859924,1.6686612367630005,99,0.9977298974990845,5
