approx_TV,learning_rate,clip_range,ratios_min,ratios_max,num_epochs,ratios_mean,num_agents
0.0,0.0001,0.3,1.0,1.0,0,1.0,5
0.00420030951499939,0.0001,0.3,0.9946921467781067,1.0046606063842773,1,0.9999687671661377,5
0.008792638778686523,0.0001,0.3,0.9889382123947144,1.0097867250442505,2,0.9999353885650635,5
0.013589892536401749,0.0001,0.3,0.9829577207565308,1.015182614326477,3,0.999900758266449,5
0.01851993426680565,0.0001,0.3,0.9768536686897278,1.0207748413085938,4,0.999865710735321,5
0.023554906249046326,0.0001,0.3,0.9706747531890869,1.026522159576416,5,0.9998304843902588,5
0.02866845205426216,0.0001,0.3,0.9644574522972107,1.0324000120162964,6,0.99979567527771,5
0.033837515860795975,0.0001,0.3,0.9582176804542542,1.0383919477462769,7,0.9997606873512268,5
0.0390453040599823,0.0001,0.3,0.9519681930541992,1.044487714767456,8,0.9997259378433228,5
0.04429204761981964,0.0001,0.3,0.9457219839096069,1.0506826639175415,9,0.9996913075447083,5
0.04956488311290741,0.0001,0.3,0.9394844770431519,1.0569727420806885,10,0.9996572136878967,5
0.05485901981592178,0.0001,0.3,0.9332637786865234,1.0633469820022583,11,0.9996228814125061,5
0.06016889214515686,0.0001,0.3,0.9270625114440918,1.0697964429855347,12,0.9995887875556946,5
0.0655030831694603,0.0001,0.3,0.9208096861839294,1.0763238668441772,13,0.9995546340942383,5
0.07086443901062012,0.0001,0.3,0.9145172834396362,1.0829381942749023,14,0.999521017074585,5
0.07624536752700806,0.0001,0.3,0.9082555770874023,1.0896368026733398,15,0.999488115310669,5
0.0816425010561943,0.0001,0.3,0.9020581245422363,1.0964250564575195,16,0.9994553923606873,5
0.08705368638038635,0.0001,0.3,0.8959112763404846,1.1033029556274414,17,0.9994227886199951,5
0.09247803688049316,0.0001,0.3,0.8897930979728699,1.1102570295333862,18,0.9993908405303955,5
0.09791502356529236,0.0001,0.3,0.8837091326713562,1.1173083782196045,19,0.999359130859375,5
0.10336263477802277,0.0001,0.3,0.8776656985282898,1.1244605779647827,20,0.9993280172348022,5
0.10881984233856201,0.0001,0.3,0.871662437915802,1.1317176818847656,21,0.9992976188659668,5
0.1142645850777626,0.0001,0.3,0.8656958937644958,1.1390820741653442,22,0.9992678761482239,5
0.11965781450271606,0.0001,0.3,0.859770655632019,1.1465586423873901,23,0.9992387890815735,5
0.12506747245788574,0.0001,0.3,0.8538901805877686,1.1541533470153809,24,0.9992103576660156,5
0.13048382103443146,0.0001,0.3,0.8480745553970337,1.1618621349334717,25,0.9991821050643921,5
0.13591448962688446,0.0001,0.3,0.842395007610321,1.1696871519088745,26,0.9991543889045715,5
0.14135843515396118,0.0001,0.3,0.83675616979599,1.1776350736618042,27,0.9991270899772644,5
0.14681440591812134,0.0001,0.3,0.831153392791748,1.1857037544250488,28,0.9990996718406677,5
0.15228472650051117,0.0001,0.3,0.8255835175514221,1.193898320198059,29,0.9990726709365845,5
0.15776032209396362,0.0001,0.3,0.8200523853302002,1.2022191286087036,30,0.9990460276603699,5
0.16324731707572937,0.0001,0.3,0.8145574927330017,1.2106707096099854,31,0.9990200400352478,5
0.16874822974205017,0.0001,0.3,0.8091014623641968,1.2192579507827759,32,0.9989944100379944,5
0.17426182329654694,0.0001,0.3,0.8036889433860779,1.227981448173523,33,0.9989690184593201,5
0.179790660738945,0.0001,0.3,0.7983187437057495,1.2368571758270264,34,0.9989439845085144,5
0.18534207344055176,0.0001,0.3,0.7929883003234863,1.2458819150924683,35,0.9989199638366699,5
0.19091585278511047,0.0001,0.3,0.7876958250999451,1.2550835609436035,36,0.9988962411880493,5
0.19651752710342407,0.0001,0.3,0.7821445465087891,1.2644952535629272,37,0.9988730549812317,5
0.20214948058128357,0.0001,0.3,0.776409387588501,1.2740265130996704,38,0.9988504648208618,5
0.20781965553760529,0.0001,0.3,0.7706970572471619,1.2837072610855103,39,0.9988277554512024,5
0.213518887758255,0.0001,0.3,0.7650223970413208,1.2935571670532227,40,0.9988055229187012,5
0.21924655139446259,0.0001,0.3,0.7593721151351929,1.3035800457000732,41,0.9987832903862,5
0.22500844299793243,0.0001,0.3,0.7536973357200623,1.3137950897216797,42,0.9987618923187256,5
0.23079624772071838,0.0001,0.3,0.748031497001648,1.3241928815841675,43,0.9987409710884094,5
0.23673886060714722,0.0001,0.3,0.7423690557479858,1.334782361984253,44,0.9987204670906067,5
0.2427433580160141,0.0001,0.3,0.7367174625396729,1.3455637693405151,45,0.9987006783485413,5
0.2487838715314865,0.0001,0.3,0.7310718894004822,1.3565821647644043,46,0.9986816644668579,5
0.2548177242279053,0.0001,0.3,0.7253835201263428,1.3675624132156372,47,0.9986634254455566,5
0.26083871722221375,0.0001,0.3,0.7196996808052063,1.3784548044204712,48,0.9986452460289001,5
0.26684069633483887,0.0001,0.3,0.7140210866928101,1.389262318611145,49,0.9986271858215332,5
0.27282339334487915,0.0001,0.3,0.7083594799041748,1.3999131917953491,50,0.998609721660614,5
0.27879098057746887,0.0001,0.3,0.7027201652526855,1.4104095697402954,51,0.9985926151275635,5
0.2847212851047516,0.0001,0.3,0.6971038579940796,1.420575737953186,52,0.9985753893852234,5
0.2906634509563446,0.0001,0.3,0.6918329000473022,1.4304156303405762,53,0.9985601902008057,5
0.29656219482421875,0.0001,0.3,0.6870320439338684,1.4399316310882568,54,0.9985484480857849,5
0.30235913395881653,0.0001,0.3,0.6827421188354492,1.4491369724273682,55,0.9985409379005432,5
0.308052122592926,0.0001,0.3,0.678941547870636,1.4580692052841187,56,0.9985381364822388,5
0.3136499524116516,0.0001,0.3,0.6755627393722534,1.4667611122131348,57,0.9985392689704895,5
0.31914860010147095,0.0001,0.3,0.6725665926933289,1.4752395153045654,58,0.9985445737838745,5
0.32455676794052124,0.0001,0.3,0.6699028015136719,1.4834940433502197,59,0.9985531568527222,5
0.3298714756965637,0.0001,0.3,0.667571485042572,1.4915467500686646,60,0.998564600944519,5
0.33507758378982544,0.0001,0.3,0.6655866503715515,1.499325156211853,61,0.9985795617103577,5
0.34017467498779297,0.0001,0.3,0.6635422706604004,1.5068551301956177,62,0.9985982179641724,5
0.3451564311981201,0.0001,0.3,0.6617423295974731,1.51414954662323,63,0.9986209869384766,5
0.3500071167945862,0.0001,0.3,0.6602702140808105,1.5211907625198364,64,0.9986472129821777,5
0.3547093868255615,0.0001,0.3,0.6591722369194031,1.5279879570007324,65,0.9986759424209595,5
0.3594581186771393,0.0001,0.3,0.6583784222602844,1.5345500707626343,66,0.9987068772315979,5
0.3640581965446472,0.0001,0.3,0.6578262448310852,1.540907621383667,67,0.9987378716468811,5
0.3685183823108673,0.0001,0.3,0.6575150489807129,1.5471092462539673,68,0.9987685680389404,5
0.3728542923927307,0.0001,0.3,0.6574169993400574,1.5531171560287476,69,0.9987983107566833,5
0.37707191705703735,0.0001,0.3,0.6574952602386475,1.5589510202407837,70,0.9988270998001099,5
