ratios_min,ratios_mean,num_agents,num_epochs,ratios_max,clip_range,approx_TV,learning_rate
1.0,1.0,5,0,1.0,0.5,0.0,0.0001
0.9916337728500366,0.9998273849487305,5,1,1.0084338188171387,0.5,0.005901306867599487,0.0001
0.9826890826225281,0.9996412992477417,5,2,1.0175840854644775,0.5,0.012287527322769165,0.0001
0.9734607338905334,0.9994480609893799,5,3,1.0271492004394531,0.5,0.018932830542325974,0.0001
0.9640535116195679,0.9992503523826599,5,4,1.037020206451416,0.5,0.025751907378435135,0.0001
0.9545493125915527,0.9990495443344116,5,5,1.0471454858779907,0.5,0.03269568085670471,0.0001
0.9449821710586548,0.9988461136817932,5,6,1.057497262954712,0.5,0.039735373109579086,0.0001
0.93537437915802,0.998640239238739,5,7,1.0680549144744873,0.5,0.0468524768948555,0.0001
0.9257498383522034,0.9984322786331177,5,8,1.0787978172302246,0.5,0.05403263121843338,0.0001
0.9161120653152466,0.9982227683067322,5,9,1.089725375175476,0.5,0.06126682087779045,0.0001
0.9064713716506958,0.9980120658874512,5,10,1.1008305549621582,0.5,0.06854978948831558,0.0001
0.8968364596366882,0.9977999329566956,5,11,1.112108588218689,0.5,0.07587622851133347,0.0001
0.8872202038764954,0.9975864887237549,5,12,1.1235556602478027,0.5,0.08324321359395981,0.0001
0.8776306509971619,0.9973720908164978,5,13,1.135169267654419,0.5,0.09064819663763046,0.0001
0.8680652976036072,0.99715656042099,5,14,1.146948218345642,0.5,0.09808856248855591,0.0001
0.8585233092308044,0.996940553188324,5,15,1.1588959693908691,0.5,0.10556328296661377,0.0001
0.8490055203437805,0.9967232942581177,5,16,1.1710174083709717,0.5,0.11309163272380829,0.0001
0.8395084142684937,0.9965049624443054,5,17,1.1833720207214355,0.5,0.12065635621547699,0.0001
0.8300333023071289,0.9962854385375977,5,18,1.1959428787231445,0.5,0.12825560569763184,0.0001
0.820568323135376,0.9960651397705078,5,19,1.2087138891220093,0.5,0.1358899623155594,0.0001
0.8111279010772705,0.9958440065383911,5,20,1.221686840057373,0.5,0.14355917274951935,0.0001
0.801713228225708,0.9956220984458923,5,21,1.2348430156707764,0.5,0.15126460790634155,0.0001
0.7923251390457153,0.9953989386558533,5,22,1.2481327056884766,0.5,0.15900805592536926,0.0001
0.7829674482345581,0.9951750040054321,5,23,1.2616212368011475,0.5,0.16678977012634277,0.0001
0.7736430168151855,0.9949498772621155,5,24,1.2753231525421143,0.5,0.17460954189300537,0.0001
0.7643504738807678,0.9947237372398376,5,25,1.2892379760742188,0.5,0.18246862292289734,0.0001
0.7550897002220154,0.9944966435432434,5,26,1.3033729791641235,0.5,0.19036757946014404,0.0001
0.7458586692810059,0.9942684769630432,5,27,1.3177379369735718,0.5,0.1983090192079544,0.0001
0.7366578578948975,0.9940391778945923,5,28,1.332338809967041,0.5,0.2062920182943344,0.0001
0.7274846434593201,0.9938084483146667,5,29,1.3471823930740356,0.5,0.21431748569011688,0.0001
0.7183374166488647,0.9935762286186218,5,30,1.3622782230377197,0.5,0.22238697111606598,0.0001
0.7092156410217285,0.9933427572250366,5,31,1.3776326179504395,0.5,0.23050066828727722,0.0001
0.7001169323921204,0.9931078553199768,5,32,1.393254041671753,0.5,0.23866067826747894,0.0001
0.6910387277603149,0.992871880531311,5,33,1.4091413021087646,0.5,0.246866375207901,0.0001
0.6819798946380615,0.9926343560218811,5,34,1.425300121307373,0.5,0.255121111869812,0.0001
0.6729444265365601,0.9923954010009766,5,35,1.4417383670806885,0.5,0.2634265720844269,0.0001
0.6639289855957031,0.9921550750732422,5,36,1.4584636688232422,0.5,0.27178138494491577,0.0001
0.6549296379089355,0.9919132590293884,5,37,1.475485920906067,0.5,0.28018784523010254,0.0001
0.6459460258483887,0.9916697144508362,5,38,1.4928126335144043,0.5,0.2886483669281006,0.0001
0.6369627118110657,0.9914249777793884,5,39,1.5104566812515259,0.5,0.2971816062927246,0.0001
0.6280009150505066,0.9911789298057556,5,40,1.5284253358840942,0.5,0.30583131313323975,0.0001
0.6190634965896606,0.9909312725067139,5,41,1.5467227697372437,0.5,0.314543217420578,0.0001
0.6101111769676208,0.9906821250915527,5,42,1.5653533935546875,0.5,0.3233183026313782,0.0001
0.6011793613433838,0.9904310703277588,5,43,1.5843231678009033,0.5,0.3321598768234253,0.0001
0.5922680497169495,0.990178644657135,5,44,1.6036372184753418,0.5,0.3410695195198059,0.0001
0.5833754539489746,0.9899246096611023,5,45,1.623300552368164,0.5,0.35005125403404236,0.0001
0.5744704604148865,0.9896687269210815,5,46,1.6433185338974,0.5,0.35910627245903015,0.0001
0.5655587911605835,0.9894105195999146,5,47,1.663697600364685,0.5,0.36823660135269165,0.0001
0.5566688179969788,0.9891499280929565,5,48,1.6844244003295898,0.5,0.37743818759918213,0.0001
0.5477932691574097,0.9888874292373657,5,49,1.7055027484893799,0.5,0.38671132922172546,0.0001
0.5389283895492554,0.9886226654052734,5,50,1.7269747257232666,0.5,0.39605769515037537,0.0001
0.5300772190093994,0.9883556962013245,5,51,1.7488524913787842,0.5,0.40566831827163696,0.0001
0.5212396383285522,0.9880865216255188,5,52,1.771134376525879,0.5,0.41538137197494507,0.0001
0.5124146342277527,0.9878153800964355,5,53,1.7938458919525146,0.5,0.42518001794815063,0.0001
0.5036135315895081,0.987541913986206,5,54,1.81696355342865,0.5,0.4350656270980835,0.0001
0.49483639001846313,0.9872663617134094,5,55,1.8405512571334839,0.5,0.4450439214706421,0.0001
0.486188143491745,0.98698890209198,5,56,1.8645027875900269,0.5,0.455092191696167,0.0001
0.4776478707790375,0.9867091178894043,5,57,1.888837456703186,0.5,0.46522411704063416,0.0001
0.4691927134990692,0.9864276647567749,5,58,1.9135488271713257,0.5,0.475445419549942,0.0001
0.4611274302005768,0.9861462116241455,5,59,1.9383323192596436,0.5,0.4856966733932495,0.0001
0.453387588262558,0.9858649373054504,5,60,1.9632188081741333,0.5,0.4959663152694702,0.0001
0.4459210932254791,0.9855834245681763,5,61,1.9882447719573975,0.5,0.5062638521194458,0.0001
0.43877679109573364,0.9853024482727051,5,62,2.0133376121520996,0.5,0.5165570974349976,0.0001
0.4320039749145508,0.9850233793258667,5,63,2.038309097290039,0.5,0.5268089771270752,0.0001
0.4256083369255066,0.9847460389137268,5,64,2.063133716583252,0.5,0.5370177626609802,0.0001
0.41954147815704346,0.9844711422920227,5,65,2.0877487659454346,0.5,0.5471723079681396,0.0001
0.41378283500671387,0.9841986894607544,5,66,2.112194776535034,0.5,0.557268500328064,0.0001
0.4082822799682617,0.9839280247688293,5,67,2.136526584625244,0.5,0.5673238039016724,0.0001
0.40301933884620667,0.9836593866348267,5,68,2.160701274871826,0.5,0.5773112773895264,0.0001
0.39796409010887146,0.9833944439888,5,69,2.1846792697906494,0.5,0.5872047543525696,0.0001
0.3930882215499878,0.9831332564353943,5,70,2.2084786891937256,0.5,0.5969882011413574,0.0001
0.3884095251560211,0.9828761219978333,5,71,2.232107639312744,0.5,0.6066663265228271,0.0001
0.383903443813324,0.9826233983039856,5,72,2.255568504333496,0.5,0.6162356734275818,0.0001
0.3795861005783081,0.98237544298172,5,73,2.278810739517212,0.5,0.6256873607635498,0.0001
0.37542298436164856,0.9821317195892334,5,74,2.301792860031128,0.5,0.6350297927856445,0.0001
0.3714168667793274,0.9818919897079468,5,75,2.3245716094970703,0.5,0.6442723274230957,0.0001
0.3675396740436554,0.9816570281982422,5,76,2.347162961959839,0.5,0.6534009575843811,0.0001
0.3637975752353668,0.9814262986183167,5,77,2.36955189704895,0.5,0.6624211668968201,0.0001
0.36024996638298035,0.981201171875,5,78,2.3916871547698975,0.5,0.6712951064109802,0.0001
0.35691213607788086,0.9809830188751221,5,79,2.41341233253479,0.5,0.6799509525299072,0.0001
0.3538089990615845,0.9807726144790649,5,80,2.434628486633301,0.5,0.6883139610290527,0.0001
0.3509449362754822,0.9805707335472107,5,81,2.4553022384643555,0.5,0.6962575912475586,0.0001
0.34836363792419434,0.9803783893585205,5,82,2.4752705097198486,0.5,0.7037375569343567,0.0001
0.3460412919521332,0.9801955819129944,5,83,2.4945363998413086,0.5,0.7107723951339722,0.0001
0.34393030405044556,0.9800212979316711,5,84,2.513176441192627,0.5,0.717414915561676,0.0001
0.3420438766479492,0.9798554182052612,5,85,2.5312623977661133,0.5,0.723626434803009,0.0001
0.3403830826282501,0.9796971082687378,5,86,2.5487325191497803,0.5,0.7294532060623169,0.0001
0.3389163911342621,0.9795454144477844,5,87,2.5656447410583496,0.5,0.734934389591217,0.0001
0.33761677145957947,0.9793999195098877,5,88,2.582033634185791,0.5,0.7400867938995361,0.0001
0.33646416664123535,0.9792584776878357,5,89,2.5992555618286133,0.5,0.7449129819869995,0.0001
0.33543509244918823,0.9791204929351807,5,90,2.6165671348571777,0.5,0.7494500875473022,0.0001
0.3345099687576294,0.9789853096008301,5,91,2.6335580348968506,0.5,0.7537316083908081,0.0001
0.3336295485496521,0.9788516163825989,5,92,2.6503231525421143,0.5,0.7577939033508301,0.0001
0.3327832818031311,0.9787179231643677,5,93,2.6669909954071045,0.5,0.7616509199142456,0.0001
0.3319515585899353,0.978583574295044,5,94,2.6836352348327637,0.5,0.7653405070304871,0.0001
0.33108916878700256,0.9784477949142456,5,95,2.7003133296966553,0.5,0.7688969373703003,0.0001
0.33016523718833923,0.9783095121383667,5,96,2.717113971710205,0.5,0.7723975777626038,0.0001
0.3292931020259857,0.9781714081764221,5,97,2.7336950302124023,0.5,0.7758014798164368,0.0001
0.32846465706825256,0.9780332446098328,5,98,2.750054121017456,0.5,0.7790951728820801,0.0001
0.3276369273662567,0.9778938889503479,5,99,2.7662079334259033,0.5,0.7823973894119263,0.0001
