approx_TV,num_agents,ratios_max,learning_rate,num_epochs,clip_range,ratios_min,ratios_mean
0.0,5,1.0,0.0002,0,0.2,1.0,1.0
0.008013173937797546,5,1.0090993642807007,0.0002,1,0.2,0.9913658499717712,0.9999184012413025
0.01672007143497467,5,1.0191195011138916,0.0002,2,0.2,0.9818651676177979,0.9998276233673096
0.02577418088912964,5,1.029680848121643,0.0002,3,0.2,0.9719045162200928,0.9997318983078003
0.03504215180873871,5,1.0406408309936523,0.0002,4,0.2,0.9616793990135193,0.9996340274810791
0.04446318745613098,5,1.0519258975982666,0.0002,5,0.2,0.9512852430343628,0.999534010887146
0.053993336856365204,5,1.0635051727294922,0.0002,6,0.2,0.9407922029495239,0.9994322657585144
0.0636058896780014,5,1.075354814529419,0.0002,7,0.2,0.9302553534507751,0.99932861328125
0.07324425876140594,5,1.0874607563018799,0.0002,8,0.2,0.9197000861167908,0.9992226362228394
0.08290223032236099,5,1.0999469757080078,0.0002,9,0.2,0.9092402458190918,0.999114990234375
0.09260042011737823,5,1.112695336341858,0.0002,10,0.2,0.898822546005249,0.9990054965019226
0.10233674198389053,5,1.1257226467132568,0.0002,11,0.2,0.8883943557739258,0.9988945126533508
0.11209379881620407,5,1.1390397548675537,0.0002,12,0.2,0.8779594302177429,0.998782753944397
0.12181496620178223,5,1.152665138244629,0.0002,13,0.2,0.867546021938324,0.9986696839332581
0.13156533241271973,5,1.1665278673171997,0.0002,14,0.2,0.8571401834487915,0.9985554218292236
0.14135952293872833,5,1.1806594133377075,0.0002,15,0.2,0.8467400074005127,0.9984403848648071
0.15116764605045319,5,1.1951133012771606,0.0002,16,0.2,0.8363547325134277,0.9983246326446533
0.16108471155166626,5,1.209816336631775,0.0002,17,0.2,0.8260565400123596,0.9982077479362488
0.17101654410362244,5,1.2247933149337769,0.0002,18,0.2,0.8157419562339783,0.9980901479721069
0.18096497654914856,5,1.2400492429733276,0.0002,19,0.2,0.8054254055023193,0.9979712963104248
0.19093255698680878,5,1.2554248571395874,0.0002,20,0.2,0.7951045036315918,0.9978516101837158
0.20092549920082092,5,1.2709569931030273,0.0002,21,0.2,0.7850877046585083,0.9977331757545471
0.21088860929012299,5,1.2864192724227905,0.0002,22,0.2,0.7756348848342896,0.997618556022644
0.2208472639322281,5,1.3016455173492432,0.0002,23,0.2,0.7674059867858887,0.9975112080574036
0.23118698596954346,5,1.3167837858200073,0.0002,24,0.2,0.7605642080307007,0.9974143505096436
0.24143144488334656,5,1.3318867683410645,0.0002,25,0.2,0.7550577521324158,0.997326672077179
0.2512281537055969,5,1.3469300270080566,0.0002,26,0.2,0.7505409121513367,0.9972420930862427
0.2605727016925812,5,1.3616825342178345,0.0002,27,0.2,0.7471296191215515,0.9971630573272705
0.2694351077079773,5,1.3761515617370605,0.0002,28,0.2,0.7432509660720825,0.9970870614051819
0.27780741453170776,5,1.3903930187225342,0.0002,29,0.2,0.7358812689781189,0.9970123767852783
0.28559717535972595,5,1.404311180114746,0.0002,30,0.2,0.7291421890258789,0.9969384074211121
0.29278498888015747,5,1.4178009033203125,0.0002,31,0.2,0.7230841517448425,0.9968643188476562
0.2999909520149231,5,1.4304523468017578,0.0002,32,0.2,0.7176989912986755,0.9967918992042542
0.30682361125946045,5,1.4421298503875732,0.0002,33,0.2,0.7129907608032227,0.9967191219329834
0.31317442655563354,5,1.4530067443847656,0.0002,34,0.2,0.7089167237281799,0.9966462850570679
0.3190414607524872,5,1.4631004333496094,0.0002,35,0.2,0.7053694725036621,0.996575117111206
0.3244897127151489,5,1.4724888801574707,0.0002,36,0.2,0.7022808790206909,0.9965062141418457
0.32960838079452515,5,1.4808557033538818,0.0002,37,0.2,0.6995850205421448,0.9964428544044495
0.33448725938796997,5,1.4883699417114258,0.0002,38,0.2,0.6971395611763,0.9963865280151367
0.33886855840682983,5,1.4952304363250732,0.0002,39,0.2,0.6949442028999329,0.9963349103927612
0.34285932779312134,5,1.5013618469238281,0.0002,40,0.2,0.6929409503936768,0.9962871670722961
0.34659191966056824,5,1.5068377256393433,0.0002,41,0.2,0.6911380887031555,0.9962368011474609
0.3499559760093689,5,1.5114201307296753,0.0002,42,0.2,0.6894378066062927,0.9961864948272705
0.35306304693222046,5,1.515636682510376,0.0002,43,0.2,0.6878483295440674,0.9961352944374084
0.35593998432159424,5,1.519619345664978,0.0002,44,0.2,0.6864051818847656,0.9960787892341614
0.3592630922794342,5,1.5233972072601318,0.0002,45,0.2,0.6850515007972717,0.9960181713104248
0.3625587224960327,5,1.5270222425460815,0.0002,46,0.2,0.6837177872657776,0.9959520101547241
0.3653450012207031,5,1.5307523012161255,0.0002,47,0.2,0.6824658513069153,0.995871901512146
0.3676576614379883,5,1.5345269441604614,0.0002,48,0.2,0.6812256574630737,0.9957807660102844
0.3695077896118164,5,1.5387346744537354,0.0002,49,0.2,0.680038571357727,0.9956755042076111
0.3709717094898224,5,1.5436370372772217,0.0002,50,0.2,0.6788122057914734,0.9955586791038513
0.37209370732307434,5,1.5491493940353394,0.0002,51,0.2,0.6775306463241577,0.9954320192337036
0.37289828062057495,5,1.5553303956985474,0.0002,52,0.2,0.6762521862983704,0.9952954053878784
0.37337955832481384,5,1.5620620250701904,0.0002,53,0.2,0.6750021576881409,0.995151698589325
0.3735900819301605,5,1.569275140762329,0.0002,54,0.2,0.6737530827522278,0.9950013756752014
0.3735429644584656,5,1.576942801475525,0.0002,55,0.2,0.6724680662155151,0.994843065738678
0.3732799291610718,5,1.5850175619125366,0.0002,56,0.2,0.6711762547492981,0.9946760535240173
0.3728305697441101,5,1.5927585363388062,0.0002,57,0.2,0.6698626279830933,0.9945026636123657
0.3722935914993286,5,1.5996133089065552,0.0002,58,0.2,0.6685468554496765,0.9943228960037231
0.3717607855796814,5,1.605692744255066,0.0002,59,0.2,0.6671529412269592,0.994141697883606
0.37165653705596924,5,1.6114426851272583,0.0002,60,0.2,0.6657626032829285,0.9939556121826172
0.3719279170036316,5,1.6168298721313477,0.0002,61,0.2,0.6643636226654053,0.9937641620635986
0.3721276521682739,5,1.6227974891662598,0.0002,62,0.2,0.6629259586334229,0.9935673475265503
0.37247899174690247,5,1.6296238899230957,0.0002,63,0.2,0.6614583730697632,0.9933688044548035
0.3729202151298523,5,1.6373236179351807,0.0002,64,0.2,0.6600071787834167,0.9931692481040955
0.37336286902427673,5,1.6455738544464111,0.0002,65,0.2,0.6584494113922119,0.9929741024971008
0.3738054037094116,5,1.6541686058044434,0.0002,66,0.2,0.6567603945732117,0.9927882552146912
0.3743622303009033,5,1.6618893146514893,0.0002,67,0.2,0.654745876789093,0.9926232099533081
0.37758365273475647,5,1.668779969215393,0.0002,68,0.2,0.6524229645729065,0.992475688457489
0.3821488320827484,5,1.6760458946228027,0.0002,69,0.2,0.6500204205513,0.9923357367515564
0.38669419288635254,5,1.6830990314483643,0.0002,70,0.2,0.6476559638977051,0.9922038912773132
0.3912206292152405,5,1.690151572227478,0.0002,71,0.2,0.6453100442886353,0.9920772314071655
0.3952566981315613,5,1.6975330114364624,0.0002,72,0.2,0.6431061625480652,0.9919582605361938
0.39883095026016235,5,1.7044938802719116,0.0002,73,0.2,0.6410467028617859,0.9918457269668579
0.4019009470939636,5,1.7107428312301636,0.0002,74,0.2,0.6391421556472778,0.9917377829551697
0.4045603275299072,5,1.7158373594284058,0.0002,75,0.2,0.637385904788971,0.9916343688964844
0.4068785607814789,5,1.7207567691802979,0.0002,76,0.2,0.6357595324516296,0.9915304780006409
0.4088752269744873,5,1.7266353368759155,0.0002,77,0.2,0.6344186067581177,0.9914150238037109
0.41109833121299744,5,1.7336087226867676,0.0002,78,0.2,0.6334370970726013,0.9912829399108887
0.41275280714035034,5,1.7414190769195557,0.0002,79,0.2,0.6327469944953918,0.9911290407180786
0.4139932692050934,5,1.7477635145187378,0.0002,80,0.2,0.6321082711219788,0.9909672737121582
0.4144459664821625,5,1.7530044317245483,0.0002,81,0.2,0.6315783262252808,0.9908117651939392
0.4141761362552643,5,1.757994532585144,0.0002,82,0.2,0.6312106847763062,0.9906579852104187
0.41364020109176636,5,1.7639683485031128,0.0002,83,0.2,0.6307810544967651,0.99050372838974
0.41328778862953186,5,1.7701736688613892,0.0002,84,0.2,0.6302871704101562,0.9903530478477478
0.41336947679519653,5,1.775739073753357,0.0002,85,0.2,0.6295895576477051,0.9902141690254211
0.4138983488082886,5,1.7805652618408203,0.0002,86,0.2,0.6286886930465698,0.9900889992713928
0.4148991107940674,5,1.78462553024292,0.0002,87,0.2,0.6274265050888062,0.9899766445159912
