num_agents,learning_rate,clip_range,ratios_min,ratios_max,ratios_mean,approx_TV,num_epochs
5,0.0001,0.3,1.0,1.0,1.0,0.0,0
5,0.0001,0.3,0.9956647753715515,1.0045394897460938,0.9999591112136841,0.004009149968624115,1
5,0.0001,0.3,0.990941047668457,1.0095278024673462,0.9999135136604309,0.008383341133594513,2
5,0.0001,0.3,0.9859520196914673,1.0147597789764404,0.9998654127120972,0.0129389688372612,3
5,0.0001,0.3,0.9808104634284973,1.020163893699646,0.9998156428337097,0.017611511051654816,4
5,0.0001,0.3,0.9755704998970032,1.0257073640823364,0.9997645616531372,0.022365853190422058,5
5,0.0001,0.3,0.9702289700508118,1.0313600301742554,0.9997129440307617,0.02718399465084076,6
5,0.0001,0.3,0.9648440480232239,1.037114143371582,0.9996609091758728,0.032049618661403656,7
5,0.0001,0.3,0.9594079852104187,1.0429534912109375,0.9996084570884705,0.03695106506347656,8
5,0.0001,0.3,0.9539439082145691,1.0488823652267456,0.999555230140686,0.04188702255487442,9
5,0.0001,0.3,0.9484586715698242,1.0548886060714722,0.9995017647743225,0.046850524842739105,10
5,0.0001,0.3,0.9429575800895691,1.060973048210144,0.9994477033615112,0.05183083564043045,11
5,0.0001,0.3,0.9374457597732544,1.067134141921997,0.999393105506897,0.056827545166015625,12
5,0.0001,0.3,0.9319407343864441,1.0733671188354492,0.9993380308151245,0.0618441104888916,13
5,0.0001,0.3,0.9264377951622009,1.0796692371368408,0.9992823600769043,0.06686960160732269,14
5,0.0001,0.3,0.9209343791007996,1.086049199104309,0.9992259740829468,0.07187734544277191,15
5,0.0001,0.3,0.9154205322265625,1.0925637483596802,0.9991691708564758,0.07688797265291214,16
5,0.0001,0.3,0.9099958539009094,1.0991579294204712,0.9991118907928467,0.08190697431564331,17
5,0.0001,0.3,0.904571533203125,1.1058266162872314,0.9990541934967041,0.08693364262580872,18
5,0.0001,0.3,0.8991479277610779,1.1125794649124146,0.9989957213401794,0.09196749329566956,19
5,0.0001,0.3,0.8937227129936218,1.1194270849227905,0.9989369511604309,0.09700959175825119,20
5,0.0001,0.3,0.8882960677146912,1.1263625621795654,0.9988780617713928,0.10206093639135361,21
5,0.0001,0.3,0.8828798532485962,1.133376121520996,0.9988186955451965,0.10711851716041565,22
5,0.0001,0.3,0.8774534463882446,1.1404956579208374,0.9987592101097107,0.11217101663351059,23
